Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Type,Outlet_Size,Outlet_Location_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
NCM07,Low Fat,Others,OUT049,Supermarket Type1,Medium,Tier 1,9.395,0.040023967,85.5908,1999,1006.6896
NCW53,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,18.35,0.030619301,194.0162,2009,2886.243
FDZ51,Regular,Meat,OUT049,Supermarket Type1,Medium,Tier 1,11.3,0.054637635,93.3094,1999,3046.7008
FDT04,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,17.25,0,40.8822,2009,628.5152
FDZ48,low fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.132995494,113.5544,1985,223.7088
FDA08,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,11.85,0.050085152,164.7526,1997,1315.6208
DRN37,LF,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,9.6,0.096689673,168.0158,2009,1336.9264
FDZ48,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,17.75,0.075959623,112.4544,1997,2460.7968
NCN54,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,20.35,0.021413346,76.2328,2009,463.3968
FDU32,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,8.785,0,120.5414,1987,1583.9382
FDK41,LF,Frozen Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.126924095,87.2224,1985,3494.1184
FDR44,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,6.11,0.103340142,131.2968,2009,913.4776
NCK29,Low Fat,Health and Hygiene,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,125.173,1985,3572.017
FDD57,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.022291121,93.6094,1985,3713.1666
FDT10,reg,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,16.7,0.061992874,60.9562,1987,355.5372
FDR51,Regular,Meat,OUT018,Supermarket Type2,Medium,Tier 3,9.035,0.17417636,148.9708,2009,2257.062
NCK17,Low Fat,Health and Hygiene,OUT049,Supermarket Type1,Medium,Tier 1,11,0.037953762,38.448,1999,1198.44
FDT14,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,10.695,0.128247408,121.844,2009,2277.036
FDJ21,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.038341654,146.2102,1985,4228.4958
DRG37,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,16.2,0.01940856,156.7972,1999,3739.1328
FDI24,Low Fat,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.137870237,175.037,1985,352.874
FDJ22,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,18.75,0.052800258,193.2504,2004,2684.5056
FDT28,Low Fat,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,13.3,0.06355415,149.4708,2004,1354.2372
FDH38,Low Fat,Canned,OUT046,Supermarket Type1,Small,Tier 1,6.425,0.01043823,115.8808,1997,1757.712
FDP10,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,19,0.128289285,104.9622,1999,1164.4842
NCA53,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,11.395,0.009878459,47.6034,1997,1312.2918
FDL52,Regular,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,6.635,0.046090204,37.1506,1997,834.9132
FDQ32,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,17.85,0.046680961,121.9388,1999,3962.8416
NCO43,Low Fat,Others,OUT018,Supermarket Type2,Medium,Tier 3,5.5,0.047290068,100.5016,2009,1416.8224
FDG12,Regular,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0,121.3098,1985,120.5098
FDG53,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,10,0.046043736,140.618,2009,2376.906
FDK36,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,7.09,0.007215314,47.6034,1997,1458.102
FDR55,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,12.15,0.132083542,189.5872,1997,3403.5696
FDS31,Regular,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.043978369,178.4318,1985,2526.0452
NCK06,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,5.03,0.008639333,122.2756,1987,2059.9852
FDN03,Regular,Meat,OUT046,Supermarket Type1,Small,Tier 1,9.8,0.015089965,249.6408,1997,1001.3632
NCT30,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.140582485,47.1718,1985,141.8154
FDE11,Regular,Starchy Foods,OUT035,Supermarket Type1,Small,Tier 2,17.7,0,183.5924,2004,7033.5112
FDM03,Low Fat,Meat,OUT035,Supermarket Type1,Small,Tier 2,12.65,0.123007534,106.0938,2004,2679.845
NCP05,Low Fat,Health and Hygiene,OUT018,Supermarket Type2,Medium,Tier 3,19.6,0,150.3024,2009,2580.6408
FDJ41,LF,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,6.85,0.02288328,261.2594,1997,2878.2534
FDR47,Low Fat,Breads,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.087045086,196.7794,1985,6242.5408
NCK42,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.013056494,215.9192,1985,7334.4528
FDV24,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,5.635,0.103693024,149.905,2009,2546.685
FDK40,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,7.035,0.021849398,262.091,1997,4207.856
FDT23,Regular,Breads,OUT046,Supermarket Type1,Small,Tier 1,7.72,0.074731477,77.5986,1997,1947.465
FDB50,Low Fat,Canned,OUT018,Supermarket Type2,Medium,Tier 3,13,0.154244343,77.9986,2009,1168.479
NCF43,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,8.51,0,142.147,1999,1717.764
FDU26,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.042412572,119.0782,1985,1549.3166
FDC10,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.8,0.072990979,121.6098,1999,1566.6274
FDK51,Low Fat,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,19.85,0.005243282,266.1884,1999,3179.8608
DRL37,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,15.5,0.053455158,43.677,1999,562.601
FDO45,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.037768989,88.5856,1985,1845.5976
FDP27,Low Fat,Meat,OUT035,Supermarket Type1,Small,Tier 2,8.155,0.119428052,190.853,2004,2466.789
NCE07,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,8.18,0.013183517,143.1154,2009,1843.6002
FDL26,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.072838381,155.2972,1985,5141.3076
FDL09,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,19.6,0.128235131,169.2816,1999,1174.4712
NCA17,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,20.6,0,148.8392,1997,2684.5056
NCD19,LF,Household,OUT049,Supermarket Type1,Medium,Tier 1,8.93,0,53.2614,1999,552.614
FDF05,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,17.5,0.026912667,261.291,1999,3418.883
FDK25,Regular,Breakfast,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.156072361,169.3474,1985,3874.2902
DRK13,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,11.8,0.115636723,199.7084,2009,3571.3512
DRD24,Low Fat,Soft Drinks,OUT018,Supermarket Type2,Medium,Tier 3,13.85,0.030920531,141.0154,2009,1701.7848
FDX60,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,14.35,0.080594133,80.996,1997,1757.712
FDT40,Low Fat,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.167725251,128.3678,1985,127.1678
FDX04,Regular,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,19.6,0.04163619,47.3376,1999,1150.5024
FDK55,Low Fat,Meat,OUT035,Supermarket Type1,Small,Tier 2,18.5,0.025756826,87.2172,2004,802.9548
FDN46,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,7.21,0.14460413,102.6332,2004,2153.1972
NCC07,Low Fat,Household,OUT049,Supermarket Type1,Medium,Tier 1,19.6,0.023988387,104.5964,1999,1262.3568
NCS53,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,14.5,0.089703476,158.3604,1987,1109.2228
FDC33,Regular,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,8.96,0.06893834,196.4768,1997,2561.9984
FDD14,Low Fat,Canned,OUT013,Supermarket Type1,High,Tier 3,20.7,0.169667145,183.5266,1987,4426.2384
FDJ52,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.145,0.017814518,159.8578,1999,2246.4092
FDE28,Regular,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.232072674,229.4668,1985,460.7336
FDO57,Low Fat,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,20.75,0.108689606,159.3578,2004,4492.8184
FDZ44,Low Fat,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,8.185,0.038721734,115.8808,2004,1523.3504
FDA58,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,9.395,0.103664897,233.6932,1987,1414.1592
DRB01,Low Fat,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,7.39,0.082367244,187.753,1999,1518.024
FDX45,low fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,16.75,0.105282932,156.963,2009,2816.334
FDF09,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,6.215,0.012198395,37.4848,2009,186.424
NCH29,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,5.51,0.034445116,95.8726,1987,2153.1972
NCN30,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,16.35,0.016979063,97.441,1987,772.328
FDS12,LF,Baking Goods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.304859104,125.4362,1985,755.0172
FDN58,Regular,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,13.8,0.056825065,230.9984,1987,4633.968
NCR54,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,16.35,0.090562192,198.211,1997,1964.11
FDQ21,Low Fat,Snack Foods,OUT046,Supermarket Type1,Small,Tier 1,21.25,0.019423232,120.8756,1997,3150.5656
FDA13,Low Fat,Canned,OUT013,Supermarket Type1,High,Tier 3,15.85,0.078489577,39.9506,1987,645.1602
FDY47,reg,Breads,OUT018,Supermarket Type2,Medium,Tier 3,8.6,0.054706408,128.931,2009,1428.141
NCF31,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,9.13,0.051804278,150.2024,1987,1821.6288
FDL44,Low Fat,Fruits and Vegetables,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.012215675,162.7894,1985,5500.8396
FDT51,Regular,Meat,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.019117392,110.6544,1985,223.7088
NCF31,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.090778148,153.1024,1985,303.6048
NCK31,Low Fat,Others,OUT046,Supermarket Type1,Small,Tier 1,10.895,0.027047774,50.6666,1997,666.4658
FDL40,Low Fat,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,17.7,0.011603492,97.741,1987,1158.492
FDP40,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,4.555,0.034350673,112.7544,2004,1789.6704
FDT50,reg,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.107714834,97.8752,1985,2109.2544
FDG21,Regular,Seafood,OUT046,Supermarket Type1,Small,Tier 1,17.35,0.146299902,150.405,1997,3894.93
FDM03,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,12.65,0.123531974,108.2938,2009,535.969
FDO11,Regular,Breads,OUT049,Supermarket Type1,Medium,Tier 1,8,0.030311951,247.4092,1999,6972.2576
FDF39,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,14.85,0.019590769,261.591,2009,2366.919
FDL57,Regular,Snack Foods,OUT035,Supermarket Type1,Small,Tier 2,15.1,0.067064128,257.9304,2004,6458.26
NCY41,Low Fat,Health and Hygiene,OUT035,Supermarket Type1,Small,Tier 2,16.75,0.075721301,34.3532,2004,1042.6428
FDL08,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,10.8,0.049719026,246.7144,1997,5145.3024
NCV30,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,20.2,0.065932087,64.851,1997,948.765
FDL45,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.037505332,126.2704,1985,4255.7936
FDQ58,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.315,0.01532563,153.434,1999,459.402
FDA28,Regular,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,16.1,0.047996608,127.0362,2009,1384.1982
FDA02,Regular,Dairy,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.052040539,143.1786,1985,288.9572
NCC54,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,17.75,0.097629611,240.4196,1987,4579.3724
FDA55,reg,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,17.2,0.057221177,225.4088,2009,2460.7968
NCB19,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.158096128,86.3882,1985,85.8882
FDA19,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,7.52,0.055127499,128.2994,1997,3983.4814
FDD35,LF,Starchy Foods,OUT013,Supermarket Type1,High,Tier 3,12.15,0.025842905,119.844,1987,599.22
FDK08,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,9.195,0.122802943,100.1016,2009,1113.2176
FDN27,Low Fat,Meat,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.039370913,116.9808,1985,3866.9664
NCC19,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.096411426,192.982,1985,4633.968
FDL16,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,12.85,0.16871476,47.306,1999,1071.938
NCL54,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.082353076,176.9054,1985,4202.5296
FDR33,Low Fat,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,7.31,0.026830586,108.057,1999,2087.283
FDD52,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,18.25,0.183260221,108.557,2004,1208.427
FDV33,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,9.6,0.027386122,259.2304,1999,4649.9472
FDF21,Regular,Fruits and Vegetables,OUT035,Supermarket Type1,Small,Tier 2,10.3,0,191.153,2004,1707.777
FDM56,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,16.7,0,109.1912,2009,545.956
FDB12,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,11.15,0.105287746,103.2648,2004,2388.8904
FDI48,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,11.85,0,51.2666,2004,410.1328
FDH09,Low Fat,Seafood,OUT049,Supermarket Type1,Medium,Tier 1,12.6,0.05616476,51.8982,1999,473.3838
FDQ36,Regular,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,7.855,0,38.3848,1997,932.12
FDY16,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,18.35,0.092150005,184.8266,1987,3872.9586
NCM43,Low Fat,Others,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.01938106,164.321,1985,5546.114
FDF59,LF,Starchy Foods,OUT018,Supermarket Type2,Medium,Tier 3,12.5,0.071534226,124.902,2009,1771.028
NCR38,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,17.25,0.113497001,253.4724,2004,755.0172
FDY13,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,12.1,0.030121709,78.067,2004,2220.443
FDC40,Regular,Dairy,OUT035,Supermarket Type1,Small,Tier 2,16,0.065051586,76.1986,2004,1090.5804
FDT59,Low Fat,Breads,OUT018,Supermarket Type2,Medium,Tier 3,13.65,0.015976249,230.2668,2009,2994.7684
NCU54,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,8.88,0.098622378,208.427,1997,5452.902
DRZ11,Regular,Soft Drinks,OUT049,Supermarket Type1,Medium,Tier 1,8.85,0.112840108,122.0388,1999,1238.388
DRH23,Low Fat,Hard Drinks,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.298205272,55.7614,1985,110.5228
NCV53,Low Fat,Health and Hygiene,OUT013,Supermarket Type1,High,Tier 3,8.27,0.018797945,241.288,1987,5512.824
FDQ33,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0,151.6708,1985,4815.0656
NCJ54,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,9.895,0.060017128,230.8642,1987,4414.9198
FDY16,reg,Frozen Foods,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.16147714,186.2266,1985,1106.5596
NCN07,Low Fat,Others,OUT046,Supermarket Type1,Small,Tier 1,18.5,0.033944698,129.9284,1997,1054.6272
FDO01,Regular,Breakfast,OUT018,Supermarket Type2,Medium,Tier 3,21.1,0.020803054,129.7994,2009,1284.994
NCN07,Low Fat,Others,OUT018,Supermarket Type2,Medium,Tier 3,18.5,0.034082974,130.9284,2009,1977.426
DRN47,Low Fat,Hard Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.016745264,180.766,1985,3056.022
FDD40,Regular,Dairy,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.014721719,193.6162,1985,5195.2374
FDW47,Low Fat,Breads,OUT046,Supermarket Type1,Small,Tier 1,15,0.046375227,122.8414,1997,731.0484
FDI45,Low Fat,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,13.1,0.037639672,175.6054,1999,1050.6324
FDJ46,Low Fat,Snack Foods,OUT018,Supermarket Type2,Medium,Tier 3,11.1,0.04500603,174.0054,2009,2101.2648
FDP13,Regular,Canned,OUT018,Supermarket Type2,Medium,Tier 3,8.1,0.134870732,41.948,2009,199.74
NCM54,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,17.7,0.05089667,125.5678,1987,1398.8458
FDK04,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,7.36,0.052312034,58.5588,1997,801.6232
NCI42,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,18.75,0.010363586,207.1954,2004,1667.1632
FDF45,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,18.2,0.012254429,59.9904,2009,644.4944
FDN56,Regular,Fruits and Vegetables,OUT049,Supermarket Type1,Medium,Tier 1,5.46,0.107223632,144.8786,1999,3323.0078
FDX40,Low Fat,Frozen Foods,OUT046,Supermarket Type1,Small,Tier 1,12.85,0.098993139,39.3164,1997,540.6296
DRB01,Low Fat,Soft Drinks,OUT013,Supermarket Type1,High,Tier 3,7.39,0.082170947,190.953,1987,2466.789
FDR48,LF,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,11.65,0.131708682,152.3024,1999,1518.024
FDZ25,Regular,Canned,OUT013,Supermarket Type1,High,Tier 3,15.7,0.027594064,171.179,1987,1867.569
NCG07,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.052247806,190.853,1985,4554.072
FDB52,Low Fat,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,17.75,0.030559583,257.4672,2009,3835.008
NCY17,Low Fat,Health and Hygiene,OUT046,Supermarket Type1,Small,Tier 1,18.2,0.163096139,43.0086,1997,758.3462
FDN12,Low Fat,Baking Goods,OUT046,Supermarket Type1,Small,Tier 1,15.6,0.081103929,112.3544,1997,1006.6896
FDG56,reg,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,13.3,0.071743629,59.7536,2009,918.804
FDP23,Low Fat,Breads,OUT018,Supermarket Type2,Medium,Tier 3,6.71,0.035731825,218.3166,2009,5660.6316
FDW25,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.037217847,86.8224,1985,1448.7808
DRO59,Low Fat,Hard Drinks,OUT049,Supermarket Type1,Medium,Tier 1,11.8,0.054238448,75.4012,1999,986.7156
FDT60,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,12,0.075856062,124.5388,2009,1733.7432
FDE32,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.7,0.048957533,37.8506,2009,265.6542
FDX04,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,19.6,0.041536962,46.0376,1987,527.3136
FDC22,Regular,Snack Foods,OUT049,Supermarket Type1,Medium,Tier 1,6.89,0,193.482,1999,2510.066
DRC36,Regular,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,13,0.044984874,175.0054,1997,1926.1594
DRE01,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,10.1,0.167155198,241.7512,1997,5331.7264
FDP37,Low Fat,Breakfast,OUT013,Supermarket Type1,High,Tier 3,15.6,0.142986863,130.3994,1987,2826.9868
NCE19,Low Fat,Household,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.162856593,54.5956,1985,218.3824
FDX31,Regular,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,20.35,0.014885998,234.4958,2009,3271.7412
FDH47,Regular,Starchy Foods,OUT046,Supermarket Type1,Small,Tier 1,13.5,0.128816212,96.4068,1997,2527.3768
FDY11,reg,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,6.71,0.029680868,65.0142,2009,856.8846
FDO19,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,17.7,0.016582833,50.5034,1987,1458.102
FDP08,Regular,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,20.5,0.112316501,193.9478,1987,4456.1994
FDX19,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,19.1,0.096653315,235.1958,1987,4673.916
FDE29,Low Fat,Frozen Foods,OUT049,Supermarket Type1,Medium,Tier 1,8.905,0.143351652,62.0878,1999,302.939
NCY42,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,6.38,0.015149955,144.047,1987,3149.234
NCZ06,Low Fat,Household,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.09370568,253.8698,1985,3297.7074
FDB29,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,16.7,0.052401766,115.1176,2004,1488.7288
FDL28,Regular,Frozen Foods,OUT013,Supermarket Type1,High,Tier 3,10,0.063121982,231.7668,1987,460.7336
FDE44,Low Fat,Fruits and Vegetables,OUT013,Supermarket Type1,High,Tier 3,14.65,0.171245426,50.3692,1987,591.2304
FDU33,Regular,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.134057426,45.3402,1985,918.804
NCC06,Low Fat,Household,OUT046,Supermarket Type1,Small,Tier 1,19,0.026986367,127.1336,1997,2812.3392
FDO32,Low Fat,Fruits and Vegetables,OUT046,Supermarket Type1,Small,Tier 1,6.36,0.120543611,45.806,1997,1165.15
FDU39,LF,Meat,OUT046,Supermarket Type1,Small,Tier 1,18.85,0.036037952,58.4562,1997,711.0744
NCK18,Low Fat,Household,OUT018,Supermarket Type2,Medium,Tier 3,9.6,0.006725388,165.9184,2009,2972.1312
FDI26,Low Fat,Canned,OUT049,Supermarket Type1,Medium,Tier 1,5.94,0.034940979,177.3344,1999,1605.9096
DRE37,Low Fat,Soft Drinks,OUT046,Supermarket Type1,Small,Tier 1,13.5,0.094219593,189.9872,1997,1323.6104
FDS16,Regular,Frozen Foods,OUT035,Supermarket Type1,Small,Tier 2,15.15,0.066164431,147.376,2004,2197.14
FDE40,Regular,Dairy,OUT018,Supermarket Type2,Medium,Tier 3,15.6,0,62.4194,2009,804.9522
FDA27,Regular,Dairy,OUT049,Supermarket Type1,Medium,Tier 1,20.35,0.030975716,253.9672,1999,3068.0064
FDJ12,Regular,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,8.895,0.039101813,208.8296,1999,5400.9696
FDT03,Low Fat,Meat,OUT018,Supermarket Type2,Medium,Tier 3,21.25,0.010039493,181.7608,2009,1102.5648
FDF50,Low Fat,Canned,OUT035,Supermarket Type1,Small,Tier 2,4.905,0.117308165,195.7768,2004,2956.152
NCL55,Low Fat,Others,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.113212516,254.604,1985,759.012
FDZ23,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,17.75,0.067490036,185.224,2004,6338.416
FDH21,Low Fat,Seafood,OUT035,Supermarket Type1,Small,Tier 2,10.395,0.031219108,156.9604,2004,4595.3516
FDH48,Low Fat,Baking Goods,OUT018,Supermarket Type2,Medium,Tier 3,13.5,0,84.554,2009,778.986
FDX11,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,16,0.106731895,183.6634,2004,2544.6876
FDK33,Low Fat,Snack Foods,OUT013,Supermarket Type1,High,Tier 3,17.85,0.0112259,211.956,1987,4474.176
FDU32,Low Fat,Fruits and Vegetables,OUT019,Grocery Store,Small,Tier 1,12.85764518,0.045465958,120.8414,1985,852.8898
FDJ48,Low Fat,Baking Goods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.056161529,246.9118,1985,5681.2714
FDR11,Regular,Breads,OUT013,Supermarket Type1,High,Tier 3,10.5,0.142419608,161.1578,1987,1765.0358
FDV07,Low Fat,Fruits and Vegetables,OUT018,Supermarket Type2,Medium,Tier 3,9.5,0.031410378,110.3228,2009,2763.07
FDO50,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.077790204,93.0804,1985,2940.1728
FDD05,Low Fat,Frozen Foods,OUT018,Supermarket Type2,Medium,Tier 3,19.35,0.016679143,119.3098,2009,1928.1568
FDV60,Regular,Baking Goods,OUT035,Supermarket Type1,Small,Tier 2,20.2,0.117339056,195.011,2004,2749.754
NCG30,Low Fat,Household,OUT013,Supermarket Type1,High,Tier 3,20.2,0.112227747,123.5046,1987,2739.1012
FDX37,Low Fat,Canned,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.062724117,100.57,1985,5093.37
FDW24,Low Fat,Baking Goods,OUT049,Supermarket Type1,Medium,Tier 1,6.8,0.037555348,49.6034,1999,972.068
DRM48,Low Fat,Soft Drinks,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.112349962,39.1848,1985,559.272
FDF46,Low Fat,Snack Foods,OUT027,Supermarket Type3,Medium,Tier 3,12.85764518,0.093217569,116.7834,1985,4952.8862
NCY54,Low Fat,Household,OUT035,Supermarket Type1,Small,Tier 2,8.43,0.177661246,170.5422,2004,3621.2862
