Date,Store_ID,City,Store_Type,Day_Type,Weather,Promotion,Temperature_C,Marketing_Spend_GBP,Staff_Count,Footfall,Transactions,Units_Sold,Avg_Order_Value_GBP,Revenue_GBP,Operating_Cost_GBP,Profit_GBP,Avg_Wait_Min,Customer_Rating
2025-04-01,BB05,Birmingham,High Street,Weekday,Rainy,Combo Deal,9.9,46.31,6,178,77,129,5.33,389.09,600.45,-211.36,2.47,4.34
2025-04-01,BB06,Birmingham,Shopping Centre,Weekday,Rainy,Social Media,9.9,101.9,8,241,117,177,8.08,913.91,942.45,-28.54,2.59,4.24
2025-04-01,BB07,Bristol,High Street,Weekday,Rainy,Combo Deal,9.9,41.06,6,195,92,144,6.75,656.51,735.3,-78.79,2.74,4.42
2025-04-01,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,9.9,64.23,6,207,104,158,7.55,761.32,799.92,-38.6,3.16,4.3
2025-04-02,BB01,London,High Street,Weekday,Cloudy,Combo Deal,17.4,28.54,8,290,131,217,7.54,1019.95,949.67,70.29,2.4,4.36
2025-04-02,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,17.4,4.7,7,277,126,191,8.59,1058.32,914.7,143.62,2.38,4.34
2025-04-02,BB03,Manchester,High Street,Weekday,Cloudy,Social Media,17.4,92.47,7,253,116,174,6.45,713.43,834.15,-120.72,3.03,4.38
2025-04-02,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,17.4,5.18,6,219,81,127,8.19,664.6,688.47,-23.87,2.89,4.08
2025-04-02,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,17.4,12.56,6,224,79,109,6.74,544.78,656.61,-111.84,2.55,4.31
2025-04-02,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Social Media,17.4,88.74,6,173,94,139,7.22,670.25,778.44,-108.19,3.48,4.31
2025-04-02,BB07,Bristol,High Street,Weekday,Cloudy,Combo Deal,17.4,69.65,6,219,101,152,6.62,681.64,739.18,-57.54,2.51,4.31
2025-04-02,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,17.4,1.9,6,193,80,124,7.43,595.14,646.07,-50.93,2.28,4.46
2025-04-03,BB01,London,High Street,Weekday,Cloudy,No Promotion,11.5,3.1,8,277,123,169,7.45,935.76,887.1,48.66,3.17,4.24
2025-04-03,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,11.5,4.5,6,216,89,137,8.12,680.7,687.68,-6.99,2.81,4.24
2025-04-03,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,11.5,16.87,6,239,102,142,7.28,689.67,692.92,-3.25,3.11,3.92
2025-04-03,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Social Media,11.5,109.41,6,254,114,179,8.16,979.08,880.48,98.6,3.09,4.22
2025-04-03,BB05,Birmingham,High Street,Weekday,Cloudy,Social Media,11.5,99.36,7,223,106,153,6.79,687.06,819.18,-132.12,2.76,4.19
2025-04-03,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Social Media,11.5,53.68,6,213,93,138,7.89,716.82,743.12,-26.3,3.24,4.11
2025-04-03,BB07,Bristol,High Street,Weekday,Cloudy,Social Media,11.5,107.94,6,211,97,128,7.86,753.9,820.15,-66.25,2.35,4.25
2025-04-03,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,11.5,6.68,7,215,99,135,8.01,782.54,762.08,20.46,2.59,4.27
2025-04-04,BB01,London,High Street,Weekday,Cloudy,No Promotion,14.5,3.81,6,244,97,140,7.72,739.5,719.44,20.06,2.95,4.35
2025-04-04,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,14.5,15.58,8,300,150,220,8.34,1267.03,985.79,281.23,3.24,4.27
2025-04-04,BB03,Manchester,High Street,Weekday,Cloudy,Social Media,14.5,77.15,6,253,103,140,7.49,786.24,804.14,-17.9,2.59,4.43
2025-04-04,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,14.5,9.96,6,239,97,138,7.75,787.6,755.56,32.03,2.37,4.38
2025-04-04,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,14.5,0.72,7,209,105,159,6.75,708.08,722.34,-14.26,3.13,4.12
2025-04-04,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,14.5,14.07,6,222,96,148,7.58,752.34,706.86,45.49,2.61,4.37
2025-04-04,BB07,Bristol,High Street,Weekday,Cloudy,Combo Deal,14.5,61.26,6,213,95,145,6.71,638.45,720.77,-82.32,2.76,4.46
2025-04-04,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Combo Deal,14.5,50.26,6,181,89,142,7.07,683.09,737.17,-54.08,2.73,4.49
2025-04-05,BB01,London,High Street,Weekend,Cloudy,Social Media,10.4,57.79,8,346,161,227,9.07,1475.2,1135.98,339.22,2.77,4.2
2025-04-05,BB02,London,Shopping Centre,Weekend,Cloudy,Combo Deal,10.4,52.46,9,414,209,324,7.95,1665.12,1245.77,419.34,3.65,4.16
2025-04-05,BB03,Manchester,High Street,Weekend,Cloudy,No Promotion,10.4,6.01,7,208,85,113,7.98,630.55,748.04,-117.49,2.15,4.59
2025-04-05,BB04,Manchester,Shopping Centre,Weekend,Cloudy,No Promotion,10.4,12.68,7,280,116,170,7.79,889.95,817.87,72.09,2.91,4.43
2025-04-05,BB05,Birmingham,High Street,Weekend,Cloudy,No Promotion,10.4,5.86,6,200,85,118,6.73,593.72,645.54,-51.81,2.57,4.51
2025-04-05,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,Social Media,10.4,70.86,8,304,149,207,8.81,1301.69,1053.52,248.17,3.14,4.34
2025-04-05,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,10.4,10.31,5,201,85,124,7.58,651.78,648.1,3.68,2.61,4.57
2025-04-05,BB08,Bristol,Shopping Centre,Weekend,Cloudy,Combo Deal,10.4,45.74,7,276,112,182,8.73,988.49,870.2,118.29,2.51,4.47
2025-04-06,BB01,London,High Street,Weekend,Cloudy,Local Flyer,12.4,31.76,6,234,105,143,7.75,799.71,775.31,24.4,2.49,4.58
2025-04-06,BB02,London,Shopping Centre,Weekend,Cloudy,No Promotion,12.4,14.37,5,268,99,130,8.62,861.31,710.88,150.42,3.27,4.21
2025-04-06,BB03,Manchester,High Street,Weekend,Cloudy,No Promotion,12.4,11.66,7,230,96,141,8.44,812.27,791.29,20.98,2.64,4.24
2025-04-06,BB04,Manchester,Shopping Centre,Weekend,Cloudy,No Promotion,12.4,12.14,7,292,108,171,8.35,892.42,816.64,75.78,2.53,4.36
2025-04-06,BB05,Birmingham,High Street,Weekend,Cloudy,Social Media,12.4,99.56,6,219,102,153,7.41,777.43,824.1,-46.67,3.6,4.2
2025-04-06,BB06,Birmingham,Shopping Centre,Weekend,Cloudy,No Promotion,12.4,16.18,6,231,100,137,7.44,750.87,707.87,43.0,3.14,4.27
2025-04-06,BB07,Bristol,High Street,Weekend,Cloudy,No Promotion,12.4,16.44,7,209,87,119,7.62,676.41,751.07,-74.67,2.47,4.29
2025-04-06,BB08,Bristol,Shopping Centre,Weekend,Cloudy,No Promotion,12.4,8.23,6,265,114,159,7.53,875.81,766.09,109.73,4.23,4.23
2025-04-07,BB01,London,High Street,Weekday,Rainy,No Promotion,10.3,11.65,6,230,97,147,8.5,824.66,759.53,65.14,3.01,4.02
2025-04-07,BB02,London,Shopping Centre,Weekday,Rainy,No Promotion,10.3,2.83,6,220,89,135,9.39,846.23,739.44,106.79,2.43,4.36
2025-04-07,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,10.3,5.78,6,156,78,115,7.13,534.72,676.11,-141.39,2.38,4.36
2025-04-07,BB04,Manchester,Shopping Centre,Weekday,Rainy,No Promotion,10.3,17.79,6,203,89,135,8.23,720.38,731.24,-10.86,2.02,4.48
2025-04-07,BB05,Birmingham,High Street,Weekday,Rainy,No Promotion,10.3,11.04,6,185,81,118,7.14,593.44,625.59,-32.14,2.72,4.34
2025-04-07,BB06,Birmingham,Shopping Centre,Weekday,Rainy,No Promotion,10.3,4.07,6,206,97,131,7.39,744.61,688.4,56.21,3.02,4.37
2025-04-07,BB07,Bristol,High Street,Weekday,Rainy,Local Flyer,10.3,32.64,5,152,74,108,7.44,553.95,604.54,-50.59,2.51,4.5
2025-04-07,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,10.3,85.4,5,194,82,123,8.43,696.82,721.24,-24.42,2.46,4.59
2025-04-08,BB01,London,High Street,Weekday,Cloudy,No Promotion,16.8,11.94,6,271,110,142,8.15,907.38,792.45,114.93,3.0,4.17
2025-04-08,BB02,London,Shopping Centre,Weekday,Cloudy,Combo Deal,16.8,69.29,8,344,138,241,8.5,1172.85,1041.83,131.02,2.69,4.58
2025-04-08,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,16.8,10.82,6,217,87,143,6.77,585.08,641.38,-56.3,2.79,4.18
2025-04-08,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Combo Deal,16.8,67.4,8,282,130,205,7.15,974.45,944.96,29.5,2.69,4.3
2025-04-08,BB05,Birmingham,High Street,Weekday,Cloudy,Local Flyer,16.8,47.14,7,232,101,146,6.7,683.24,728.75,-45.51,2.18,4.51
2025-04-08,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,16.8,14.15,6,221,94,135,7.65,711.61,715.7,-4.08,1.99,4.51
2025-04-08,BB07,Bristol,High Street,Weekday,Cloudy,Social Media,16.8,45.75,6,224,99,146,7.52,755.69,771.11,-15.42,2.47,4.68
2025-04-08,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Local Flyer,16.8,50.98,6,223,92,135,8.42,751.27,761.7,-10.43,2.22,4.4
2025-04-09,BB01,London,High Street,Weekday,Cloudy,No Promotion,15.8,15.65,6,251,100,149,7.65,761.78,721.38,40.4,2.83,4.45
2025-04-09,BB02,London,Shopping Centre,Weekday,Cloudy,Local Flyer,15.8,43.35,6,318,131,187,8.37,1103.36,879.72,223.64,2.65,4.23
2025-04-09,BB03,Manchester,High Street,Weekday,Cloudy,Local Flyer,15.8,73.65,7,241,113,175,7.71,850.68,836.83,13.85,3.07,4.18
2025-04-09,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,15.8,14.19,7,254,115,156,7.21,827.11,800.45,26.67,2.75,4.3
2025-04-09,BB05,Birmingham,High Street,Weekday,Cloudy,Local Flyer,15.8,43.94,6,206,90,136,6.86,610.53,692.58,-82.05,1.76,4.57
2025-04-09,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,15.8,13.87,7,252,105,162,6.73,691.4,744.4,-53.0,2.67,4.08
2025-04-09,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,15.8,12.99,7,216,96,138,8.05,748.93,777.01,-28.08,3.04,4.13
2025-04-09,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,15.8,10.47,6,200,79,107,8.35,662.42,671.08,-8.65,2.04,4.27
2025-04-10,BB01,London,High Street,Weekday,Rainy,No Promotion,13.7,7.14,6,233,89,138,9.43,881.67,775.68,105.99,2.73,4.13
2025-04-10,BB02,London,Shopping Centre,Weekday,Rainy,No Promotion,13.7,8.9,6,243,115,168,8.56,988.59,833.38,155.21,2.62,4.19
2025-04-10,BB03,Manchester,High Street,Weekday,Rainy,Social Media,13.7,104.35,6,238,99,131,8.26,812.89,806.17,6.71,3.13,4.5
2025-04-10,BB04,Manchester,Shopping Centre,Weekday,Rainy,No Promotion,13.7,6.43,6,214,91,131,8.56,774.24,750.07,24.17,2.71,4.23
2025-04-10,BB05,Birmingham,High Street,Weekday,Rainy,Social Media,13.7,95.23,5,206,94,135,6.77,619.3,722.8,-103.49,3.3,4.3
2025-04-10,BB06,Birmingham,Shopping Centre,Weekday,Rainy,No Promotion,13.7,1.04,6,184,78,105,8.15,624.29,615.71,8.58,2.2,4.31
2025-04-10,BB07,Bristol,High Street,Weekday,Rainy,Local Flyer,13.7,67.11,6,159,85,112,7.69,675.19,744.72,-69.53,2.4,4.54
2025-04-10,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,13.7,53.38,6,165,75,104,7.57,545.79,668.97,-123.18,2.71,4.23
2025-04-11,BB01,London,High Street,Weekday,Rainy,Social Media,13.5,72.12,6,245,120,181,8.41,997.06,877.31,119.75,2.88,4.29
2025-04-11,BB02,London,Shopping Centre,Weekday,Rainy,Local Flyer,13.5,58.81,7,262,131,194,8.54,1108.86,977.26,131.6,3.37,4.17
2025-04-11,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,13.5,16.29,7,183,88,130,7.49,633.75,695.16,-61.41,2.9,4.19
2025-04-11,BB04,Manchester,Shopping Centre,Weekday,Rainy,Social Media,13.5,57.42,6,202,95,119,7.76,774.46,764.42,10.04,2.67,4.42
2025-04-11,BB05,Birmingham,High Street,Weekday,Rainy,No Promotion,13.5,16.2,6,178,83,128,6.67,534.92,632.72,-97.81,2.93,4.39
2025-04-11,BB06,Birmingham,Shopping Centre,Weekday,Rainy,No Promotion,13.5,14.72,5,201,93,141,6.55,598.05,606.57,-8.52,3.29,4.31
2025-04-11,BB07,Bristol,High Street,Weekday,Rainy,No Promotion,13.5,10.35,5,149,70,98,7.44,542.59,603.19,-60.6,2.52,4.37
2025-04-11,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,13.5,66.41,6,194,85,121,8.16,711.31,730.42,-19.11,2.06,4.27
2025-04-12,BB01,London,High Street,Weekend,Rainy,No Promotion,11.9,0.85,7,264,124,168,8.04,995.04,858.5,136.54,3.27,4.28
2025-04-12,BB02,London,Shopping Centre,Weekend,Rainy,Local Flyer,11.9,41.2,8,325,171,251,9.14,1595.53,1187.31,408.22,3.17,4.26
2025-04-12,BB03,Manchester,High Street,Weekend,Rainy,Combo Deal,11.9,62.2,6,225,105,176,6.79,673.76,722.5,-48.74,3.09,4.43
2025-04-12,BB04,Manchester,Shopping Centre,Weekend,Rainy,No Promotion,11.9,15.82,6,229,102,165,8.39,832.32,766.07,66.25,2.59,4.18
2025-04-12,BB05,Birmingham,High Street,Weekend,Rainy,No Promotion,11.9,11.93,5,194,83,126,7.64,627.97,635.46,-7.49,2.16,4.28
2025-04-12,BB06,Birmingham,Shopping Centre,Weekend,Rainy,No Promotion,11.9,10.26,6,270,103,146,8.9,968.4,816.97,151.43,2.9,4.32
2025-04-12,BB07,Bristol,High Street,Weekend,Rainy,No Promotion,11.9,13.73,6,160,70,101,8.45,576.01,677.82,-101.81,2.67,4.25
2025-04-12,BB08,Bristol,Shopping Centre,Weekend,Rainy,Local Flyer,11.9,49.26,7,240,118,175,8.29,985.82,862.23,123.59,3.04,4.19
2025-04-13,BB01,London,High Street,Weekend,Sunny,No Promotion,13.6,10.02,8,279,111,149,8.19,933.35,908.5,24.85,2.51,4.4
2025-04-13,BB02,London,Shopping Centre,Weekend,Sunny,No Promotion,13.6,10.13,7,387,170,242,8.88,1481.73,1032.57,449.16,3.82,4.07
2025-04-13,BB03,Manchester,High Street,Weekend,Sunny,No Promotion,13.6,13.47,7,270,120,179,7.47,876.66,830.38,46.28,3.15,4.39
2025-04-13,BB04,Manchester,Shopping Centre,Weekend,Sunny,Local Flyer,13.6,74.3,9,401,189,269,7.63,1445.49,1174.65,270.84,3.32,4.12
2025-04-13,BB05,Birmingham,High Street,Weekend,Sunny,No Promotion,13.6,13.2,6,217,92,133,7.01,647.94,663.71,-15.78,2.96,4.53
2025-04-13,BB06,Birmingham,Shopping Centre,Weekend,Sunny,Local Flyer,13.6,65.42,8,277,126,194,8.28,1030.03,965.29,64.75,2.84,4.12
2025-04-13,BB07,Bristol,High Street,Weekend,Sunny,No Promotion,13.6,2.82,7,215,85,116,8.18,690.17,705.85,-15.68,2.33,4.35
2025-04-13,BB08,Bristol,Shopping Centre,Weekend,Sunny,No Promotion,13.6,7.4,6,299,130,202,8.08,1046.06,812.1,233.96,2.95,4.07
2025-04-14,BB01,London,High Street,Weekday,Rainy,No Promotion,13.2,15.35,7,225,104,144,8.42,860.1,817.22,42.88,2.38,4.34
2025-04-14,BB02,London,Shopping Centre,Weekday,Rainy,No Promotion,13.2,10.11,6,210,93,143,7.29,689.9,717.41,-27.51,2.1,4.6
2025-04-14,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,13.2,8.01,6,175,85,125,7.63,602.32,633.6,-31.28,2.55,4.61
2025-04-14,BB04,Manchester,Shopping Centre,Weekday,Rainy,Local Flyer,13.2,78.76,7,222,103,157,8.61,942.86,892.84,50.01,2.23,4.5
2025-04-14,BB05,Birmingham,High Street,Weekday,Rainy,Social Media,13.2,50.82,6,223,102,150,7.34,736.78,734.5,2.28,3.24,4.36
2025-04-14,BB06,Birmingham,Shopping Centre,Weekday,Rainy,Local Flyer,13.2,54.69,6,194,90,118,7.29,658.19,718.75,-60.55,2.66,4.5
2025-04-14,BB07,Bristol,High Street,Weekday,Rainy,Social Media,13.2,71.65,6,199,93,128,7.88,692.39,790.11,-97.73,2.43,4.19
2025-04-14,BB08,Bristol,Shopping Centre,Weekday,Rainy,Social Media,13.2,79.22,6,200,90,125,7.96,715.89,774.03,-58.14,2.17,4.44
2025-04-15,BB01,London,High Street,Weekday,Rainy,Combo Deal,12.2,25.61,7,262,123,208,8.09,1012.55,900.8,111.75,3.29,4.11
2025-04-15,BB02,London,Shopping Centre,Weekday,Rainy,Social Media,12.2,97.22,7,271,126,185,8.49,1077.86,975.6,102.26,2.77,4.45
2025-04-15,BB03,Manchester,High Street,Weekday,Rainy,Local Flyer,12.2,67.19,6,195,90,131,7.25,658.74,768.98,-110.24,2.96,4.4
2025-04-15,BB04,Manchester,Shopping Centre,Weekday,Rainy,Social Media,12.2,58.09,7,216,109,148,7.69,820.35,832.29,-11.94,2.22,4.5
2025-04-15,BB05,Birmingham,High Street,Weekday,Rainy,Social Media,12.2,62.62,6,167,82,118,6.54,539.96,719.55,-179.58,2.66,4.12
2025-04-15,BB06,Birmingham,Shopping Centre,Weekday,Rainy,No Promotion,12.2,10.59,6,190,81,116,8.32,639.69,673.1,-33.4,2.23,4.41
2025-04-15,BB07,Bristol,High Street,Weekday,Rainy,Local Flyer,12.2,49.41,5,156,69,110,6.94,503.11,639.28,-136.17,2.91,4.2
2025-04-15,BB08,Bristol,Shopping Centre,Weekday,Rainy,No Promotion,12.2,0.44,6,197,80,127,8.0,632.97,677.49,-44.53,2.42,4.32
2025-04-16,BB01,London,High Street,Weekday,Sunny,No Promotion,14.6,0.39,7,257,100,146,6.92,714.24,783.78,-69.53,3.37,4.52
2025-04-16,BB02,London,Shopping Centre,Weekday,Sunny,No Promotion,14.6,5.82,7,346,139,202,8.46,1187.93,937.37,250.55,2.72,4.26
2025-04-16,BB03,Manchester,High Street,Weekday,Sunny,No Promotion,14.6,5.07,6,192,94,139,6.93,659.17,668.26,-9.09,2.97,4.35
2025-04-16,BB04,Manchester,Shopping Centre,Weekday,Sunny,Local Flyer,14.6,61.75,7,260,122,183,6.97,807.04,866.65,-59.61,3.32,4.24
2025-04-16,BB05,Birmingham,High Street,Weekday,Sunny,No Promotion,14.6,8.46,6,214,86,129,6.15,501.49,632.4,-130.91,2.6,4.12
2025-04-16,BB06,Birmingham,Shopping Centre,Weekday,Sunny,Combo Deal,14.6,63.15,7,274,128,226,6.86,879.89,850.75,29.14,3.23,4.46
2025-04-16,BB07,Bristol,High Street,Weekday,Sunny,No Promotion,14.6,14.83,6,223,100,140,7.45,728.39,707.06,21.33,2.51,4.36
2025-04-16,BB08,Bristol,Shopping Centre,Weekday,Sunny,No Promotion,14.6,2.59,6,241,106,151,7.53,778.13,723.17,54.96,2.61,4.41
2025-04-17,BB01,London,High Street,Weekday,Cloudy,No Promotion,12.7,2.31,7,289,114,159,8.58,948.55,832.67,115.88,2.61,4.23
2025-04-17,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,12.7,5.09,8,321,149,219,8.67,1303.92,1021.96,281.96,2.23,4.35
2025-04-17,BB03,Manchester,High Street,Weekday,Cloudy,Local Flyer,12.7,57.09,7,259,106,148,6.85,748.96,838.72,-89.76,2.86,4.16
2025-04-17,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,12.7,4.31,7,265,112,168,7.86,881.62,787.98,93.64,3.04,4.15
2025-04-17,BB05,Birmingham,High Street,Weekday,Cloudy,Social Media,12.7,98.59,7,248,103,160,7.31,760.56,832.85,-72.29,3.19,4.25
2025-04-17,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Combo Deal,12.7,49.13,7,243,105,162,6.93,735.43,783.37,-47.94,2.49,4.33
2025-04-17,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,12.7,5.14,5,198,78,114,7.46,594.43,580.25,14.18,2.91,4.22
2025-04-17,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Combo Deal,12.7,61.8,7,223,108,160,7.2,777.25,826.89,-49.64,2.66,4.46
2025-04-18,BB01,London,High Street,Weekday,Cloudy,Social Media,15.4,77.05,7,304,125,171,7.64,910.25,910.24,0.01,2.99,4.3
2025-04-18,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,15.4,0.2,6,270,99,148,7.82,728.21,750.24,-22.03,2.51,4.31
2025-04-18,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,15.4,0.63,7,263,104,149,6.47,632.24,708.27,-76.03,2.06,4.49
2025-04-18,BB04,Manchester,Shopping Centre,Weekday,Cloudy,No Promotion,15.4,13.05,6,234,98,141,7.66,736.75,718.27,18.47,3.0,4.41
2025-04-18,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,15.4,3.15,6,234,94,125,7.02,676.09,702.2,-26.11,2.04,4.5
2025-04-18,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,Combo Deal,15.4,50.34,7,220,96,145,7.1,663.31,746.19,-82.87,2.78,4.43
2025-04-18,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,15.4,16.23,6,176,67,95,8.11,539.37,629.33,-89.95,2.81,4.45
2025-04-18,BB08,Bristol,Shopping Centre,Weekday,Cloudy,No Promotion,15.4,17.3,5,229,88,130,7.53,620.88,627.31,-6.43,3.5,4.26
2025-04-19,BB01,London,High Street,Weekend,Rainy,Combo Deal,11.7,60.65,7,294,130,235,7.03,888.85,845.71,43.14,2.76,4.31
2025-04-19,BB02,London,Shopping Centre,Weekend,Rainy,Social Media,11.7,100.14,7,305,142,219,8.99,1283.43,1060.29,223.14,2.91,4.39
2025-04-19,BB03,Manchester,High Street,Weekend,Rainy,Social Media,11.7,103.4,7,203,103,145,7.84,813.17,849.24,-36.07,2.92,4.25
2025-04-19,BB04,Manchester,Shopping Centre,Weekend,Rainy,No Promotion,11.7,1.74,8,273,125,182,8.01,999.48,863.03,136.45,2.49,4.41
2025-04-19,BB05,Birmingham,High Street,Weekend,Rainy,No Promotion,11.7,6.98,6,194,79,122,7.45,607.33,668.56,-61.23,3.06,4.3
2025-04-19,BB06,Birmingham,Shopping Centre,Weekend,Rainy,No Promotion,11.7,1.76,6,218,101,149,7.89,748.86,725.13,23.73,2.45,4.38
2025-04-19,BB07,Bristol,High Street,Weekend,Rainy,Social Media,11.7,76.83,6,199,93,130,8.72,820.29,827.55,-7.25,2.71,4.33
2025-04-19,BB08,Bristol,Shopping Centre,Weekend,Rainy,Combo Deal,11.7,47.59,7,287,127,220,7.68,1003.71,895.11,108.59,2.83,4.2
2025-04-20,BB01,London,High Street,Weekend,Sunny,No Promotion,12.6,5.97,8,297,140,204,8.66,1167.83,988.69,179.14,2.8,4.35
2025-04-20,BB02,London,Shopping Centre,Weekend,Sunny,Social Media,12.6,61.01,9,426,191,296,9.75,1852.99,1305.25,547.74,3.29,4.22
2025-04-20,BB03,Manchester,High Street,Weekend,Sunny,No Promotion,12.6,12.49,6,237,106,155,7.51,849.72,732.65,117.07,3.16,4.49
2025-04-20,BB04,Manchester,Shopping Centre,Weekend,Sunny,Combo Deal,12.6,50.67,7,260,121,203,8.55,1050.63,900.39,150.24,3.18,4.2
2025-04-20,BB05,Birmingham,High Street,Weekend,Sunny,No Promotion,12.6,2.4,7,228,90,122,8.24,743.94,721.18,22.75,3.1,4.4
2025-04-20,BB06,Birmingham,Shopping Centre,Weekend,Sunny,No Promotion,12.6,8.55,7,271,108,152,8.24,908.75,803.75,105.0,2.65,3.94
2025-04-20,BB07,Bristol,High Street,Weekend,Sunny,Social Media,12.6,97.74,7,236,114,169,8.53,944.93,905.47,39.47,2.89,4.41
2025-04-20,BB08,Bristol,Shopping Centre,Weekend,Sunny,Social Media,12.6,97.4,7,317,121,163,8.92,1103.69,968.51,135.19,3.42,4.17
2025-04-21,BB01,London,High Street,Weekday,Rainy,No Promotion,14.7,11.55,7,222,93,132,8.45,776.68,771.82,4.86,2.95,4.23
2025-04-21,BB02,London,Shopping Centre,Weekday,Rainy,Social Media,14.7,109.64,8,296,128,196,9.09,1148.45,1069.18,79.27,2.62,4.26
2025-04-21,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,14.7,9.24,6,197,81,113,7.99,624.59,655.27,-30.67,2.57,4.47
2025-04-21,BB04,Manchester,Shopping Centre,Weekday,Rainy,Combo Deal,14.7,38.28,6,204,94,147,8.15,754.44,737.22,17.23,2.66,4.11
2025-04-21,BB05,Birmingham,High Street,Weekday,Rainy,Combo Deal,14.7,54.14,6,189,92,149,7.14,644.87,749.33,-104.47,2.54,4.33
2025-04-21,BB06,Birmingham,Shopping Centre,Weekday,Rainy,Local Flyer,14.7,81.03,6,193,79,110,7.28,562.01,739.86,-177.85,2.9,4.33
2025-04-21,BB07,Bristol,High Street,Weekday,Rainy,No Promotion,14.7,6.96,5,159,69,103,7.05,469.64,561.92,-92.28,2.78,4.02
2025-04-21,BB08,Bristol,Shopping Centre,Weekday,Rainy,Combo Deal,14.7,40.19,6,194,93,153,8.2,747.08,754.44,-7.36,2.17,4.37
2025-04-22,BB01,London,High Street,Weekday,Cloudy,No Promotion,16.4,14.5,7,264,109,134,7.86,881.48,857.54,23.94,3.1,4.28
2025-04-22,BB02,London,Shopping Centre,Weekday,Cloudy,No Promotion,16.4,3.12,8,268,118,166,8.6,1024.75,932.66,92.08,2.94,4.08
2025-04-22,BB03,Manchester,High Street,Weekday,Cloudy,No Promotion,16.4,11.07,5,230,93,126,6.97,671.33,631.83,39.5,2.57,4.24
2025-04-22,BB04,Manchester,Shopping Centre,Weekday,Cloudy,Social Media,16.4,93.93,7,264,121,180,7.94,976.59,929.67,46.93,2.67,4.62
2025-04-22,BB05,Birmingham,High Street,Weekday,Cloudy,No Promotion,16.4,12.56,6,190,77,112,7.08,539.7,685.5,-145.8,2.78,4.01
2025-04-22,BB06,Birmingham,Shopping Centre,Weekday,Cloudy,No Promotion,16.4,3.03,6,233,91,131,7.48,670.98,669.43,1.54,2.65,4.31
2025-04-22,BB07,Bristol,High Street,Weekday,Cloudy,No Promotion,16.4,16.78,6,181,86,131,7.02,601.66,642.31,-40.65,2.72,4.19
2025-04-22,BB08,Bristol,Shopping Centre,Weekday,Cloudy,Local Flyer,16.4,81.81,7,230,101,141,7.89,789.13,852.47,-63.34,3.02,4.3
2025-04-23,BB01,London,High Street,Weekday,Rainy,No Promotion,10.1,16.78,6,227,95,147,7.99,770.07,779.44,-9.36,2.95,4.3
2025-04-23,BB02,London,Shopping Centre,Weekday,Rainy,Combo Deal,10.1,36.06,8,316,153,236,7.62,1185.72,1018.09,167.63,3.37,4.26
2025-04-23,BB03,Manchester,High Street,Weekday,Rainy,No Promotion,10.1,9.75,5,160,72,97,6.76,486.5,557.28,-70.77,2.34,4.36
2025-04-23,BB04,Manchester,Shopping Centre,Weekday,Rainy,Combo Deal,10.1,41.54,7,234,101,159,7.73,775.15,795.84,-20.69,3.01,4.33
