studentID,status,test_type,total_questions,total_points,total_points_possible,score,completed_at
995,Passed,Mastery Exam,85,51,85,60,7/28/2022 5:29
995,Passed,Practice Exam,85,54,85,63,7/27/2022 21:01
996,Failed,Practice Exam,85,61,85,71,9/7/2022 10:31
996,Failed,Mastery Exam,85,57,85,67,9/9/2022 10:19
997,Passed,Mastery Exam,85,51,85,60,9/9/2022 12:25
997,Passed,Practice Exam,85,55,85,64,9/7/2022 12:21
998,Failed,Mastery Exam,85,72,85,84,9/9/2022 14:11
998,Failed,Practice Exam,85,75,85,88,9/7/2022 10:11
999,Passed,Practice Exam,85,55,85,64,8/1/2022 15:30
1000,Failed,Practice Exam,85,59,85,69,10/5/2022 15:50
1000,Failed,Mastery Exam,85,61,85,71,10/7/2022 14:29
1001,Failed,Practice Exam,85,57,85,67,9/7/2022 11:06
1001,Failed,Mastery Exam,85,52,85,61,9/9/2022 12:28
1002,Passed,Practice Exam,85,72,85,84,9/7/2022 12:09
1002,Passed,Mastery Exam,85,64,85,75,9/9/2022 12:05
1003,Failed,Mastery Exam,85,56,85,65,10/7/2022 14:19
1003,Failed,Practice Exam,85,63,85,74,10/5/2022 11:57
1004,Passed,Mastery Exam,85,47,85,55,9/9/2022 11:59
1004,Passed,Practice Exam,85,49,85,57,9/7/2022 12:07
1005,Failed,Practice Exam,85,59,85,69,10/18/2022 10:48
1005,Failed,Mastery Exam,85,55,85,64,10/20/2022 14:13
1006,Passed,Practice Exam,85,84,85,98,9/7/2022 9:14
1006,Passed,Mastery Exam,85,65,85,76,9/9/2022 9:45
1007,Failed,Mastery Exam,85,45,85,52,9/10/2022 23:51
1007,Failed,Practice Exam,85,45,85,52,9/7/2022 15:21
1008,Failed,Mastery Exam,85,48,85,56,10/10/2022 19:36
1009,Failed,Mastery Exam,85,52,85,61,9/23/2022 14:40
1009,Failed,Practice Exam,85,62,85,72,9/21/2022 10:29
1010,Failed,Practice Exam,85,54,85,63,10/18/2022 19:01
1010,Failed,Mastery Exam,85,59,85,69,10/20/2022 15:20
1011,Passed,Mastery Exam,85,68,85,80,9/25/2022 13:46
1011,Passed,Practice Exam,85,68,85,80,9/21/2022 13:37
1012,Passed,Mastery Exam,85,72,85,84,7/31/2022 13:29
1013,Failed,Mastery Exam,85,66,85,77,8/25/2022 22:19
1014,Failed,Mastery Exam,85,56,85,65,9/23/2022 11:47
1014,Failed,Practice Exam,85,54,85,63,9/21/2022 10:23
1015,Failed,Mastery Exam,85,69,85,81,9/23/2022 14:26
1015,Failed,Practice Exam,85,69,85,81,9/21/2022 14:51
1016,Passed,Mastery Exam,85,71,85,83,8/26/2022 22:15
1016,Passed,Practice Exam,85,74,85,87,8/26/2022 16:42
1017,Passed,Practice Exam,85,63,85,74,10/7/2022 10:02
1018,Failed,Mastery Exam,85,67,85,78,9/23/2022 11:54
1018,Failed,Practice Exam,85,56,85,65,8/14/2022 3:16
1019,Passed,Practice Exam,85,70,85,82,8/16/2022 15:45
1019,Passed,Mastery Exam,85,67,85,78,8/22/2022 10:49
1020,Failed,Mastery Exam,85,48,85,56,9/23/2022 11:50
1020,Failed,Practice Exam,85,42,85,49,9/21/2022 10:46
1021,Passed,Mastery Exam,85,54,85,63,10/3/2022 20:44
1021,Passed,Practice Exam,85,43,85,50,9/29/2022 19:03
1022,Failed,Practice Exam,85,68,85,80,9/21/2022 9:34
1022,Failed,Mastery Exam,85,63,85,74,9/23/2022 9:03
1023,Failed,Mastery Exam,85,40,85,47,9/23/2022 16:02
1023,Failed,Practice Exam,85,57,85,67,9/21/2022 15:47
1024,Failed,Mastery Exam,85,63,85,74,9/23/2022 11:31
1024,Failed,Practice Exam,85,68,85,80,9/21/2022 11:28
1025,Passed,Practice Exam,85,80,85,94,8/15/2022 11:31
1026,Passed,Practice Exam,85,58,85,68,8/18/2022 20:12
1027,Failed,Practice Exam,85,61,85,71,9/22/2022 10:23
1027,Failed,Mastery Exam,85,53,85,62,9/23/2022 14:48
1028,Passed,Mastery Exam,85,65,85,76,10/20/2022 17:30
1028,Passed,Practice Exam,85,66,85,77,10/19/2022 17:23
1029,Failed,Mastery Exam,85,54,85,63,9/23/2022 16:48
1029,Failed,Practice Exam,85,64,85,75,9/21/2022 15:24
1030,Failed,Practice Exam,85,52,85,61,9/21/2022 14:02
1030,Failed,Mastery Exam,85,51,85,60,9/23/2022 14:46
1031,Failed,Mastery Exam,85,48,85,56,9/23/2022 15:30
1031,Failed,Practice Exam,85,49,85,57,9/21/2022 11:34
1032,Failed,Practice Exam,85,61,85,71,9/3/2022 9:02
1032,Failed,Mastery Exam,85,68,85,80,10/20/2022 8:33
1033,Passed,Practice Exam,85,38,85,44,8/9/2022 20:51
1034,Failed,Practice Exam,85,40,85,47,8/24/2022 20:05
1035,Passed,Practice Exam,85,71,85,83,11/14/2022 13:04
1035,Passed,Mastery Exam,85,74,85,87,11/15/2022 19:11
1036,Failed,Practice Exam,85,67,85,78,9/16/2023 1:18
1037,Passed,Mastery Exam,85,52,85,61,10/6/2022 12:22
1038,Failed,Practice Exam,85,57,85,67,10/5/2022 13:26
1038,Failed,Mastery Exam,85,51,85,60,10/7/2022 11:15
1039,Failed,Practice Exam,85,63,85,74,8/29/2022 11:37
1039,Failed,Mastery Exam,85,58,85,68,8/29/2022 18:53
1040,Failed,Practice Exam,85,49,85,57,10/5/2022 10:12
1040,Failed,Mastery Exam,85,42,85,49,10/7/2022 10:10
1041,Failed,Mastery Exam,85,59,85,69,11/17/2022 21:57
1041,Failed,Practice Exam,85,52,85,61,11/14/2022 22:33
1042,Passed,Mastery Exam,85,78,85,91,11/17/2022 18:44
1042,Passed,Practice Exam,85,78,85,91,11/16/2022 16:38
1043,Passed,Mastery Exam,85,74,85,87,8/25/2022 2:48
1043,Passed,Practice Exam,85,73,85,85,8/23/2022 5:17
1044,Failed,Practice Exam,85,36,85,42,10/5/2022 15:48
1044,Failed,Mastery Exam,85,39,85,45,10/7/2022 12:04
1045,Passed,Mastery Exam,85,58,85,68,9/21/2022 16:14
1045,Passed,Practice Exam,85,61,85,71,9/21/2022 10:44
1046,Failed,Mastery Exam,85,53,85,62,10/7/2022 12:28
1046,Failed,Practice Exam,85,58,85,68,10/5/2022 11:28
1047,Failed,Mastery Exam,85,35,85,41,10/7/2022 10:59
1047,Failed,Practice Exam,85,34,85,40,10/5/2022 11:40
1048,Failed,Practice Exam,85,73,85,85,10/5/2022 9:36
1048,Failed,Mastery Exam,85,72,85,84,10/7/2022 11:15
1049,Failed,Practice Exam,85,53,85,62,10/5/2022 10:30
1049,Failed,Mastery Exam,85,45,85,52,10/7/2022 13:31
1050,Failed,Mastery Exam,85,36,85,42,10/7/2022 15:23
1050,Failed,Practice Exam,85,49,85,57,8/30/2022 14:29
1051,Failed,Practice Exam,85,65,85,76,10/18/2022 13:37
1051,Failed,Mastery Exam,85,71,85,83,10/20/2022 15:34
1052,Failed,Practice Exam,85,52,85,61,8/24/2022 22:32
1052,Failed,Mastery Exam,85,52,85,61,10/7/2022 9:11
1053,Failed,Practice Exam,85,47,85,55,10/5/2022 10:30
1053,Failed,Mastery Exam,85,56,85,65,10/7/2022 10:34
1054,Failed,Mastery Exam,85,47,85,55,10/20/2022 17:39
1054,Failed,Practice Exam,85,53,85,62,10/18/2022 16:32
1055,Failed,Practice Exam,85,36,85,42,10/5/2022 11:28
1055,Failed,Mastery Exam,85,39,85,45,10/7/2022 13:03
1056,Failed,Practice Exam,85,66,85,77,10/18/2022 16:31
1056,Failed,Mastery Exam,85,51,85,60,10/20/2022 11:43
1057,Failed,Practice Exam,85,57,85,67,9/6/2022 21:41
1057,Failed,Mastery Exam,85,55,85,64,9/6/2022 23:19
1058,Passed,Practice Exam,85,53,85,62,9/2/2022 11:03
1058,Passed,Mastery Exam,85,61,85,71,9/8/2022 20:27
1059,Failed,Practice Exam,85,62,85,72,10/18/2022 13:27
1059,Failed,Mastery Exam,85,65,85,76,10/24/2022 9:24
1060,Failed,Mastery Exam,85,70,85,82,10/7/2022 12:35
1060,Failed,Practice Exam,85,66,85,77,10/5/2022 12:21
1061,Failed,Practice Exam,85,46,85,54,10/18/2022 13:50
1061,Failed,Mastery Exam,85,42,85,49,10/20/2022 11:35
1062,Passed,Practice Exam,85,59,85,69,9/18/2022 17:08
1062,Passed,Mastery Exam,85,62,85,72,9/29/2022 13:26
1063,Failed,Practice Exam,85,58,85,68,10/10/2022 11:32
1064,Failed,Mastery Exam,85,52,85,61,10/20/2022 15:06
1064,Failed,Practice Exam,85,52,85,61,10/18/2022 13:08
1065,Failed,Practice Exam,85,58,85,68,10/18/2022 9:30
1065,Failed,Mastery Exam,85,62,85,72,10/20/2022 9:02
1066,Failed,Practice Exam,85,35,85,41,9/15/2022 19:31
1066,Failed,Mastery Exam,85,23,85,27,9/13/2022 14:55
1067,Passed,Practice Exam,85,72,85,84,10/18/2022 9:16
1067,Passed,Mastery Exam,85,74,85,87,10/20/2022 9:59
1068,Passed,Mastery Exam,85,57,85,67,9/11/2022 15:30
1069,Failed,Mastery Exam,85,62,85,72,10/20/2022 12:58
1069,Failed,Practice Exam,85,57,85,67,10/18/2022 13:32
1070,Failed,Mastery Exam,85,57,85,67,10/7/2022 12:34
1070,Failed,Practice Exam,85,53,85,62,10/5/2022 13:44
1071,Passed,Mastery Exam,85,59,85,69,9/22/2022 19:15
1071,Passed,Practice Exam,85,62,85,72,9/21/2022 14:13
1072,Failed,Mastery Exam,85,59,85,69,10/20/2022 12:04
1072,Failed,Practice Exam,85,59,85,69,10/18/2022 12:35
1073,Failed,Practice Exam,85,68,85,80,10/18/2022 12:01
1073,Failed,Mastery Exam,85,55,85,64,8/31/2022 22:55
1074,Passed,Practice Exam,85,59,85,69,11/22/2022 9:06
1074,Passed,Mastery Exam,85,56,85,65,11/28/2022 20:47
1075,Passed,Practice Exam,85,69,85,81,9/1/2022 10:05
1076,Passed,Practice Exam,85,80,85,94,8/24/2022 19:06
1076,Passed,Mastery Exam,85,56,85,65,8/26/2022 15:59
1077,Failed,Mastery Exam,85,22,85,25,9/3/2022 3:41
1077,Failed,Practice Exam,85,58,85,68,10/18/2022 10:40
1078,Failed,Mastery Exam,85,33,85,38,10/24/2022 13:54
1078,Failed,Practice Exam,85,9,85,10,10/19/2022 18:48
1079,Failed,Mastery Exam,85,52,85,61,10/20/2022 9:01
1079,Failed,Practice Exam,85,52,85,61,9/7/2022 14:15
1080,Passed,Mastery Exam,85,75,85,88,9/8/2022 15:53
1080,Passed,Practice Exam,85,63,85,74,9/8/2022 14:30
1081,Failed,Practice Exam,85,59,85,69,10/18/2022 13:16
1081,Failed,Mastery Exam,85,60,85,70,10/20/2022 12:48
1082,Failed,Mastery Exam,85,54,85,63,10/20/2022 16:27
1082,Failed,Practice Exam,85,55,85,64,10/18/2022 11:57
1083,Passed,Practice Exam,85,59,85,69,9/26/2022 12:27
1083,Passed,Mastery Exam,85,66,85,77,10/1/2022 11:32
1084,Passed,Mastery Exam,85,71,85,83,11/1/2022 12:03
1084,Passed,Practice Exam,85,53,85,62,10/30/2022 20:09
1085,Failed,Mastery Exam,85,54,85,63,10/20/2022 14:57
1085,Failed,Practice Exam,85,66,85,77,10/18/2022 15:27
1086,Passed,Mastery Exam,85,73,85,85,10/20/2022 14:07
1086,Passed,Practice Exam,85,72,85,84,10/18/2022 10:06
1087,Failed,Practice Exam,85,23,85,27,10/20/2022 2:27
1088,Passed,Practice Exam,85,70,85,82,12/1/2022 12:43
1088,Passed,Mastery Exam,85,70,85,82,12/6/2022 12:22
1089,Failed,Practice Exam,85,65,85,76,10/18/2022 11:51
1089,Failed,Mastery Exam,85,53,85,62,10/20/2022 12:29
1090,Passed,Mastery Exam,85,71,85,83,12/1/2022 12:05
1090,Passed,Practice Exam,85,36,85,42,9/24/2022 16:44
1091,Passed,Practice Exam,85,63,85,74,10/2/2023 12:47
1091,Passed,Mastery Exam,85,66,85,77,10/3/2023 10:49
1092,Passed,Practice Exam,85,54,85,63,11/17/2022 16:30
1093,Failed,Practice Exam,85,62,85,72,9/24/2022 16:38
1093,Failed,Mastery Exam,85,58,85,68,9/26/2022 20:06
1094,Passed,Mastery Exam,85,61,85,71,9/21/2022 11:20
1094,Passed,Practice Exam,85,64,85,75,9/12/2022 14:43
1095,Passed,Practice Exam,85,67,85,78,9/24/2022 9:46
1096,Passed,Practice Exam,85,60,85,70,10/7/2022 16:42
1097,Passed,Mastery Exam,85,64,85,75,9/6/2022 21:54
1097,Passed,Practice Exam,85,69,85,81,9/5/2022 18:16
1098,Failed,Practice Exam,85,67,85,78,10/18/2022 10:35
1098,Failed,Mastery Exam,85,58,85,68,10/20/2022 10:21
1099,Failed,Practice Exam,85,62,85,72,10/18/2022 11:45
1099,Failed,Mastery Exam,85,70,85,82,10/20/2022 12:52
1100,Failed,Mastery Exam,85,47,85,55,10/20/2022 11:08
1100,Failed,Practice Exam,85,55,85,64,10/18/2022 12:06
1101,Failed,Practice Exam,85,60,85,70,10/19/2022 11:31
1101,Failed,Mastery Exam,85,56,85,65,10/20/2022 17:31
1102,Passed,Practice Exam,85,70,85,82,10/18/2022 11:02
1102,Passed,Mastery Exam,85,69,85,81,10/20/2022 15:15
1103,Failed,Mastery Exam,85,14,85,16,9/14/2022 9:46
1103,Failed,Practice Exam,85,0,85,0,8/29/2022 19:51
1104,Failed,Mastery Exam,85,67,85,78,8/25/2023 14:01
1104,Failed,Practice Exam,85,62,85,72,8/23/2023 11:57
1105,Passed,Mastery Exam,85,67,85,78,10/20/2022 20:53
1105,Passed,Practice Exam,85,65,85,76,10/18/2022 9:56
1106,Passed,Mastery Exam,85,59,85,69,10/20/2022 11:02
1106,Passed,Practice Exam,85,56,85,65,10/18/2022 13:23
1107,Failed,Mastery Exam,85,43,85,50,10/20/2022 11:14
1107,Failed,Practice Exam,85,47,85,55,10/18/2022 14:16
1108,Failed,Practice Exam,85,50,85,58,9/13/2022 17:47
1108,Failed,Mastery Exam,85,41,85,48,9/13/2022 21:02
1109,Passed,Practice Exam,85,59,85,69,10/5/2022 19:34
1110,Failed,Mastery Exam,85,58,85,68,7/24/2023 12:32
1110,Failed,Practice Exam,85,46,85,54,7/21/2023 15:01
1111,Passed,Mastery Exam,85,59,85,69,9/16/2022 14:01
1111,Passed,Practice Exam,85,71,85,83,9/13/2022 14:15
1112,Failed,Mastery Exam,85,72,85,84,4/18/2023 18:54
1112,Failed,Practice Exam,85,44,85,51,2/16/2023 17:58
1113,Passed,Practice Exam,85,60,85,70,9/23/2022 10:59
1113,Passed,Mastery Exam,85,55,85,64,9/23/2022 14:41
1114,Failed,Mastery Exam,85,46,85,54,10/20/2022 16:56
1114,Failed,Practice Exam,85,65,85,76,10/23/2022 23:04
1115,Passed,Mastery Exam,85,62,85,72,9/30/2022 8:57
1115,Passed,Practice Exam,85,54,85,63,9/26/2022 20:17
1116,Failed,Mastery Exam,85,63,85,74,12/6/2022 11:11
1116,Failed,Practice Exam,85,46,85,54,12/1/2022 11:21
1117,Passed,Practice Exam,85,73,85,85,12/1/2022 9:07
1117,Passed,Mastery Exam,85,69,85,81,12/6/2022 9:08
1118,Failed,Practice Exam,85,60,85,70,12/1/2022 10:02
1118,Failed,Mastery Exam,85,60,85,70,12/6/2022 14:15
1119,Passed,Mastery Exam,85,74,85,87,10/9/2022 20:58
1119,Passed,Practice Exam,85,68,85,80,10/5/2022 13:34
1120,Passed,Practice Exam,85,61,85,71,9/30/2022 2:42
1120,Passed,Mastery Exam,85,68,85,80,9/25/2022 14:54
1121,Failed,Mastery Exam,85,47,85,55,12/6/2022 10:33
1121,Failed,Practice Exam,85,41,85,48,12/1/2022 10:50
1122,Failed,Mastery Exam,85,41,85,48,12/6/2022 15:19
1122,Failed,Practice Exam,85,44,85,51,12/1/2022 11:53
1123,Passed,Practice Exam,85,68,85,80,12/1/2022 11:07
1123,Passed,Mastery Exam,85,66,85,77,12/6/2022 11:58
1124,Passed,Practice Exam,85,50,85,58,12/1/2022 15:39
1124,Passed,Mastery Exam,85,52,85,61,12/6/2022 11:49
1125,Passed,Mastery Exam,85,75,85,88,10/21/2022 17:04
1125,Passed,Practice Exam,85,69,85,81,10/11/2022 14:46
1126,Passed,Mastery Exam,85,74,85,87,9/23/2022 13:59
1127,Failed,Mastery Exam,85,73,85,85,12/6/2022 8:32
1127,Failed,Practice Exam,85,69,85,81,12/1/2022 8:55
1128,Passed,Practice Exam,85,61,85,71,10/3/2022 18:52
1128,Passed,Mastery Exam,85,64,85,75,10/8/2022 21:37
1129,Passed,Practice Exam,85,70,85,82,10/7/2022 16:19
1129,Passed,Mastery Exam,85,68,85,80,10/19/2022 11:05
1130,Failed,Mastery Exam,85,59,85,69,12/6/2022 9:32
1130,Failed,Practice Exam,85,63,85,74,12/4/2022 17:29
1131,Failed,Mastery Exam,85,58,85,68,10/23/2022 11:27
1131,Failed,Practice Exam,85,50,85,58,10/21/2022 8:40
1132,Passed,Mastery Exam,85,67,85,78,11/28/2022 13:23
1132,Passed,Practice Exam,85,59,85,69,10/24/2022 15:14
1133,Passed,Mastery Exam,85,66,85,77,7/24/2023 20:04
1133,Passed,Practice Exam,85,62,85,72,7/10/2023 17:22
1134,Passed,Mastery Exam,85,64,85,75,10/31/2022 22:38
1134,Passed,Practice Exam,85,34,85,40,10/3/2022 15:13
1135,Failed,Mastery Exam,85,59,85,69,12/6/2022 11:23
1135,Failed,Practice Exam,85,60,85,70,12/1/2022 11:33
1136,Passed,Practice Exam,85,67,85,78,9/29/2022 17:12
1136,Passed,Mastery Exam,85,73,85,85,10/3/2022 13:14
1137,Passed,Mastery Exam,85,64,85,75,11/12/2022 9:36
1137,Passed,Practice Exam,85,64,85,75,11/9/2022 14:54
1138,Passed,Practice Exam,85,50,85,58,10/24/2022 16:19
1138,Passed,Mastery Exam,85,51,85,60,10/31/2022 9:38
1139,Failed,Mastery Exam,85,63,85,74,12/6/2022 9:02
1139,Failed,Practice Exam,85,59,85,69,12/1/2022 9:07
1140,Passed,Practice Exam,85,46,85,54,10/17/2022 13:29
1141,Passed,Practice Exam,85,59,85,69,10/20/2022 12:19
1141,Passed,Mastery Exam,85,64,85,75,10/20/2022 14:47
1142,Passed,Mastery Exam,85,55,85,64,10/23/2022 19:38
1142,Passed,Practice Exam,85,64,85,75,10/22/2022 18:29
1143,Failed,Practice Exam,85,39,85,45,12/1/2022 9:27
1143,Failed,Mastery Exam,85,53,85,62,12/6/2022 9:08
1144,Passed,Practice Exam,85,68,85,80,10/16/2022 19:45
1145,Failed,Practice Exam,85,55,85,64,12/1/2022 10:51
1145,Failed,Mastery Exam,85,67,85,78,12/6/2022 11:03
1146,Passed,Practice Exam,85,69,85,81,12/1/2022 10:34
1146,Passed,Mastery Exam,85,67,85,78,12/6/2022 10:36
1147,Failed,Mastery Exam,85,48,85,56,10/24/2022 6:38
1147,Failed,Practice Exam,85,56,85,65,10/22/2022 15:20
1148,Passed,Practice Exam,85,63,85,74,10/4/2022 10:32
1149,Failed,Practice Exam,85,44,85,51,1/15/2023 10:48
1150,Passed,Practice Exam,85,80,85,94,11/9/2022 16:29
1150,Passed,Mastery Exam,85,67,85,78,11/10/2022 13:23
1151,Passed,Practice Exam,85,63,85,74,11/10/2022 14:43
1151,Passed,Mastery Exam,85,66,85,77,11/17/2022 17:48
1152,Failed,Mastery Exam,85,55,85,64,1/5/2023 14:57
1152,Failed,Practice Exam,85,50,85,58,12/28/2022 0:36
1153,Passed,Mastery Exam,85,74,85,87,11/8/2022 16:20
1153,Passed,Practice Exam,85,74,85,87,10/27/2022 15:30
1154,Failed,Mastery Exam,85,73,85,85,12/6/2022 9:31
1154,Failed,Practice Exam,85,68,85,80,12/1/2022 9:18
1155,Failed,Practice Exam,85,60,85,70,12/1/2022 9:59
1155,Failed,Mastery Exam,85,65,85,76,12/6/2022 10:09
1156,Passed,Practice Exam,85,65,85,76,4/17/2023 9:14
1156,Passed,Mastery Exam,85,73,85,85,4/26/2023 8:41
1157,Passed,Mastery Exam,85,62,85,72,10/24/2022 13:08
1157,Passed,Practice Exam,85,59,85,69,10/24/2022 9:39
1158,Failed,Practice Exam,85,61,85,71,12/1/2022 11:20
1158,Failed,Mastery Exam,85,59,85,69,12/6/2022 11:25
1159,Passed,Practice Exam,85,53,85,62,10/17/2022 16:40
1159,Passed,Mastery Exam,85,71,85,83,10/19/2022 19:19
1160,Passed,Mastery Exam,85,60,85,70,12/6/2022 10:38
1160,Passed,Practice Exam,85,52,85,61,12/1/2022 11:03
1161,Failed,Mastery Exam,85,65,85,76,12/6/2022 9:06
1161,Failed,Practice Exam,85,56,85,65,12/1/2022 9:29
1162,Passed,Practice Exam,85,65,85,76,12/2/2022 0:02
1162,Passed,Mastery Exam,85,62,85,72,12/3/2022 22:48
1163,Passed,Practice Exam,85,66,85,77,4/23/2023 9:43
1163,Passed,Mastery Exam,85,67,85,78,4/27/2023 7:05
1164,Passed,Mastery Exam,85,73,85,85,10/10/2022 9:19
1164,Passed,Practice Exam,85,76,85,89,10/7/2022 6:08
1165,Failed,Practice Exam,85,47,85,55,12/1/2022 9:59
1165,Failed,Mastery Exam,85,54,85,63,12/6/2022 9:58
1166,Failed,Practice Exam,85,63,85,74,12/1/2022 10:33
1166,Failed,Mastery Exam,85,63,85,74,12/6/2022 10:33
1167,Failed,Mastery Exam,85,51,85,60,10/27/2022 2:27
1167,Failed,Practice Exam,85,41,85,48,10/27/2022 0:49
1168,Failed,Mastery Exam,85,60,85,70,11/17/2022 9:16
1168,Failed,Practice Exam,85,43,85,50,11/12/2022 16:05
1169,Passed,Mastery Exam,85,65,85,76,10/19/2022 10:40
1169,Passed,Practice Exam,85,55,85,64,10/17/2022 11:38
1170,Failed,Practice Exam,85,65,85,76,12/1/2022 10:46
1170,Failed,Mastery Exam,85,48,85,56,10/23/2022 15:16
1171,Failed,Practice Exam,85,70,85,82,12/1/2022 11:16
1171,Failed,Mastery Exam,85,61,85,71,12/6/2022 11:32
1172,Failed,Practice Exam,85,60,85,70,12/1/2022 11:18
1172,Failed,Mastery Exam,85,60,85,70,12/6/2022 11:25
1173,Failed,Mastery Exam,85,61,85,71,12/6/2022 10:04
1173,Failed,Practice Exam,85,40,85,47,10/14/2022 11:16
1174,Failed,Practice Exam,85,60,85,70,12/1/2022 13:53
1174,Failed,Mastery Exam,85,63,85,74,12/6/2022 10:41
1175,Failed,Mastery Exam,85,53,85,62,12/6/2022 11:25
1175,Failed,Practice Exam,85,61,85,71,12/1/2022 11:19
1176,Failed,Mastery Exam,85,54,85,63,1/3/2023 14:16
1176,Failed,Practice Exam,85,53,85,62,12/28/2022 11:54
1177,Failed,Practice Exam,85,52,85,61,10/15/2022 15:40
1177,Failed,Mastery Exam,85,62,85,72,5/5/2023 10:59
1178,Passed,Practice Exam,85,66,85,77,11/1/2022 10:03
1178,Passed,Mastery Exam,85,62,85,72,11/2/2022 9:03
1179,Passed,Practice Exam,85,58,85,68,11/9/2022 17:19
1179,Passed,Mastery Exam,85,67,85,78,11/10/2022 12:57
1180,Failed,Practice Exam,85,57,85,67,12/12/2022 9:32
1180,Failed,Mastery Exam,85,50,85,58,12/7/2022 9:09
1181,Failed,Mastery Exam,85,46,85,54,12/20/2022 13:27
1181,Failed,Practice Exam,85,40,85,47,12/20/2022 15:19
1182,Failed,Practice Exam,85,36,85,42,11/2/2022 13:07
1182,Failed,Mastery Exam,85,44,85,51,11/4/2022 22:04
1183,Failed,Practice Exam,85,60,85,70,10/26/2022 14:58
1183,Failed,Mastery Exam,85,57,85,67,10/26/2022 20:07
1184,Failed,Practice Exam,85,36,85,42,10/19/2022 15:15
1184,Failed,Mastery Exam,85,56,85,65,12/6/2022 8:47
1185,Passed,Practice Exam,85,61,85,71,12/1/2022 8:50
1185,Passed,Mastery Exam,85,54,85,63,10/23/2022 21:51
1186,Passed,Practice Exam,85,68,85,80,10/21/2022 12:59
1186,Passed,Mastery Exam,85,73,85,85,10/23/2022 14:32
1187,Passed,Mastery Exam,85,60,85,70,12/6/2022 10:15
1187,Passed,Practice Exam,85,62,85,72,12/1/2022 9:32
1188,Failed,Mastery Exam,85,54,85,63,10/21/2022 10:57
1188,Failed,Practice Exam,85,51,85,60,10/20/2022 21:14
1189,Passed,Practice Exam,85,65,85,76,1/19/2023 10:49
1189,Passed,Mastery Exam,85,73,85,85,1/20/2023 11:38
1190,Failed,Mastery Exam,85,52,85,61,12/6/2022 15:41
1190,Failed,Practice Exam,85,42,85,49,11/30/2022 17:02
1191,Passed,Practice Exam,85,66,85,77,10/15/2022 22:55
1191,Passed,Mastery Exam,85,73,85,85,10/16/2022 11:56
1192,Passed,Practice Exam,85,68,85,80,11/17/2022 12:39
1193,Passed,Mastery Exam,85,68,85,80,11/2/2022 14:25
1193,Passed,Practice Exam,85,73,85,85,11/6/2022 14:37
1194,Passed,Mastery Exam,85,66,85,77,11/10/2022 12:27
1194,Passed,Practice Exam,85,68,85,80,11/7/2022 14:37
1195,Passed,Practice Exam,85,59,85,69,11/25/2022 9:52
1195,Passed,Mastery Exam,85,52,85,61,11/29/2022 13:34
1196,Passed,Practice Exam,85,63,85,74,11/28/2022 14:32
1196,Passed,Mastery Exam,85,72,85,84,11/30/2022 14:47
1197,Passed,Mastery Exam,85,73,85,85,11/13/2022 12:42
1197,Passed,Practice Exam,85,71,85,83,11/9/2022 8:34
1198,Passed,Mastery Exam,85,70,85,82,11/17/2022 15:56
1198,Passed,Practice Exam,85,62,85,72,11/15/2022 11:06
1199,Passed,Mastery Exam,85,61,85,71,11/17/2022 7:48
1199,Passed,Practice Exam,85,50,85,58,11/13/2022 17:22
1200,Passed,Practice Exam,85,67,85,78,11/15/2022 13:47
1200,Passed,Mastery Exam,85,69,85,81,11/17/2022 13:32
1201,Passed,Practice Exam,85,61,85,71,11/14/2022 23:52
1201,Passed,Mastery Exam,85,67,85,78,11/18/2022 10:20
1202,Passed,Mastery Exam,85,67,85,78,11/8/2022 18:23
1202,Passed,Practice Exam,85,68,85,80,11/7/2022 8:13
1203,Passed,Practice Exam,85,66,85,77,10/24/2022 17:45
1203,Passed,Mastery Exam,85,72,85,84,10/26/2022 8:44
1204,Passed,Mastery Exam,85,68,85,80,11/25/2022 14:25
1204,Passed,Practice Exam,85,60,85,70,11/23/2022 15:04
1205,Failed,Mastery Exam,85,62,85,72,11/27/2022 21:57
1205,Failed,Practice Exam,85,51,85,60,11/26/2022 19:50
1206,Passed,Practice Exam,85,72,85,84,11/15/2022 18:55
1206,Passed,Mastery Exam,85,71,85,83,11/17/2022 16:35
1207,Passed,Practice Exam,85,59,85,69,11/17/2022 19:43
1207,Passed,Mastery Exam,85,65,85,76,11/20/2022 21:36
1208,Passed,Practice Exam,85,58,85,68,11/17/2022 11:53
1208,Passed,Mastery Exam,85,63,85,74,11/21/2022 12:36
1209,Passed,Practice Exam,85,64,85,75,12/7/2022 20:15
1209,Passed,Mastery Exam,85,68,85,80,12/7/2022 22:08
1210,Failed,Mastery Exam,85,56,85,65,12/13/2022 11:15
1210,Failed,Practice Exam,85,49,85,57,12/3/2022 22:12
1211,Passed,Practice Exam,85,64,85,75,11/22/2022 12:45
1212,Passed,Mastery Exam,85,60,85,70,12/5/2022 7:13
1212,Passed,Practice Exam,85,59,85,69,12/1/2022 8:27
1213,Passed,Mastery Exam,85,67,85,78,12/6/2022 10:25
1213,Passed,Practice Exam,85,60,85,70,12/1/2022 11:33
1214,Failed,Practice Exam,85,70,85,82,11/14/2022 13:20
1214,Failed,Mastery Exam,85,63,85,74,11/16/2022 12:57
1215,Passed,Mastery Exam,85,70,85,82,12/19/2023 14:19
1215,Passed,Practice Exam,85,70,85,82,12/18/2023 13:23
1216,Passed,Mastery Exam,85,65,85,76,12/18/2022 20:38
