person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
29.0,male,Doctorate,41800.0,5,RENT,6000.0,EDUCATION,14.09,0.14,7.0,575,Yes,0
27.0,male,Bachelor,41826.0,6,RENT,6000.0,DEBTCONSOLIDATION,15.31,0.14,5.0,660,No,1
27.0,female,Master,41929.0,4,RENT,6000.0,MEDICAL,8.9,0.14,9.0,687,No,0
32.0,female,High School,42020.0,14,RENT,6000.0,VENTURE,14.65,0.14,8.0,569,Yes,0
27.0,male,High School,41533.0,3,RENT,6000.0,DEBTCONSOLIDATION,6.99,0.14,6.0,559,Yes,0
34.0,female,Bachelor,59662.0,14,OWN,2400.0,EDUCATION,7.14,0.04,5.0,615,No,0
30.0,male,Master,59848.0,7,MORTGAGE,5000.0,MEDICAL,15.23,0.08,5.0,706,Yes,0
30.0,male,Associate,42900.0,8,RENT,6000.0,MEDICAL,7.9,0.14,9.0,663,No,0
29.0,male,Associate,35450.0,3,RENT,6000.0,MEDICAL,8.49,0.17,8.0,609,No,1
27.0,female,Master,60208.0,5,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.83,0.08,10.0,666,No,0
27.0,male,Associate,43314.0,8,RENT,6000.0,MEDICAL,7.49,0.14,10.0,669,No,0
27.0,female,Bachelor,42723.0,7,RENT,6000.0,PERSONAL,11.11,0.14,6.0,605,Yes,0
30.0,female,Master,35885.0,7,RENT,6000.0,PERSONAL,15.58,0.17,8.0,578,No,1
32.0,female,Bachelor,42901.0,10,RENT,6000.0,VENTURE,11.01,0.14,9.0,571,Yes,0
27.0,female,Bachelor,43032.0,0,RENT,6000.0,MEDICAL,9.32,0.14,10.0,519,Yes,0
28.0,female,Associate,43108.0,5,RENT,6000.0,EDUCATION,11.89,0.14,10.0,582,Yes,0
31.0,male,Bachelor,43299.0,6,RENT,6000.0,MEDICAL,12.84,0.14,7.0,547,Yes,0
29.0,female,High School,59592.0,3,OWN,4400.0,PERSONAL,6.62,0.07,9.0,642,Yes,0
35.0,female,Associate,52761.0,12,MORTGAGE,13200.0,DEBTCONSOLIDATION,16.77,0.25,9.0,605,No,1
31.0,female,Associate,35578.0,7,RENT,6000.0,HOMEIMPROVEMENT,10.75,0.17,8.0,674,No,1
27.0,male,Associate,59418.0,7,MORTGAGE,8500.0,MEDICAL,10.59,0.14,6.0,661,No,0
28.0,male,Bachelor,59629.0,6,OWN,19000.0,EDUCATION,10.99,0.32,7.0,670,Yes,0
31.0,female,Associate,60089.0,8,OWN,14000.0,EDUCATION,13.99,0.23,10.0,627,Yes,0
30.0,male,Master,59716.0,8,MORTGAGE,11750.0,EDUCATION,8.9,0.2,9.0,667,No,0
30.0,male,High School,59660.0,5,OWN,3500.0,MEDICAL,6.99,0.06,5.0,576,Yes,0
31.0,male,High School,44019.0,9,RENT,6000.0,DEBTCONSOLIDATION,8.9,0.14,9.0,671,Yes,0
33.0,female,Associate,36821.0,9,RENT,6000.0,VENTURE,19.42,0.16,10.0,544,No,1
29.0,male,Bachelor,44206.0,6,RENT,6000.0,EDUCATION,5.99,0.14,6.0,670,No,0
30.0,female,Master,59869.0,8,MORTGAGE,8500.0,PERSONAL,16.32,0.14,9.0,692,No,0
28.0,male,Master,59615.0,5,MORTGAGE,7000.0,MEDICAL,7.51,0.12,8.0,653,Yes,0
28.0,female,Master,60125.0,4,MORTGAGE,4750.0,MEDICAL,10.25,0.08,8.0,652,Yes,0
30.0,male,Bachelor,59567.0,7,OWN,8500.0,PERSONAL,12.18,0.14,8.0,664,No,0
32.0,female,Master,59434.0,13,MORTGAGE,8275.0,DEBTCONSOLIDATION,11.01,0.14,6.0,607,Yes,0
33.0,male,Master,44204.0,8,RENT,6000.0,MEDICAL,13.22,0.14,8.0,639,Yes,0
30.0,female,Bachelor,59997.0,4,MORTGAGE,9250.0,HOMEIMPROVEMENT,11.01,0.15,8.0,711,Yes,0
30.0,female,Bachelor,60163.0,9,MORTGAGE,15025.0,EDUCATION,6.03,0.25,8.0,691,Yes,0
27.0,male,Master,60288.0,3,MORTGAGE,2500.0,MEDICAL,5.42,0.04,10.0,633,Yes,0
27.0,male,High School,60379.0,7,MORTGAGE,9600.0,MEDICAL,5.42,0.16,6.0,511,Yes,0
32.0,male,Associate,59737.0,8,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.74,0.08,10.0,625,Yes,0
35.0,male,Associate,44874.0,10,RENT,6000.0,MEDICAL,13.61,0.13,6.0,681,Yes,0
27.0,male,Doctorate,59945.0,7,MORTGAGE,3250.0,MEDICAL,11.01,0.05,6.0,647,Yes,0
32.0,male,Bachelor,45487.0,13,RENT,6000.0,MEDICAL,10.36,0.13,6.0,647,No,0
27.0,male,Associate,60272.0,5,MORTGAGE,10000.0,MEDICAL,11.78,0.17,9.0,633,No,0
29.0,female,High School,60594.0,8,MORTGAGE,4000.0,DEBTCONSOLIDATION,11.49,0.07,5.0,571,Yes,0
27.0,male,Associate,38493.0,5,RENT,6000.0,PERSONAL,6.62,0.16,10.0,567,No,1
31.0,female,Associate,60310.0,7,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.75,0.17,6.0,564,Yes,0
27.0,female,Bachelor,60537.0,5,OWN,12000.0,MEDICAL,10.38,0.2,10.0,576,Yes,0
29.0,male,High School,39074.0,8,RENT,6000.0,HOMEIMPROVEMENT,15.7,0.15,9.0,554,No,1
30.0,male,Master,46601.0,7,RENT,6000.0,VENTURE,11.01,0.13,10.0,598,Yes,0
30.0,female,Bachelor,53485.0,7,MORTGAGE,6000.0,PERSONAL,12.21,0.11,7.0,641,No,1
30.0,female,Bachelor,60535.0,8,MORTGAGE,8400.0,PERSONAL,13.11,0.14,6.0,703,No,0
33.0,male,Master,60774.0,15,MORTGAGE,12000.0,PERSONAL,6.92,0.2,9.0,627,Yes,0
35.0,female,High School,53638.0,11,MORTGAGE,15000.0,MEDICAL,7.51,0.28,6.0,642,No,1
30.0,male,Associate,53624.0,8,MORTGAGE,13200.0,DEBTCONSOLIDATION,16.29,0.25,9.0,621,No,1
28.0,female,Associate,47561.0,2,RENT,6000.0,PERSONAL,8.63,0.13,7.0,607,Yes,0
35.0,male,Bachelor,60859.0,12,MORTGAGE,6000.0,PERSONAL,7.14,0.1,6.0,646,Yes,0
28.0,male,High School,48255.0,2,RENT,6000.0,DEBTCONSOLIDATION,6.17,0.12,7.0,616,No,0
32.0,female,Associate,48757.0,8,RENT,6000.0,MEDICAL,12.69,0.12,8.0,679,Yes,0
27.0,female,Bachelor,49065.0,0,RENT,6000.0,PERSONAL,11.01,0.12,9.0,576,Yes,0
27.0,male,Master,48985.0,5,RENT,6000.0,DEBTCONSOLIDATION,11.99,0.12,6.0,675,No,0
27.0,male,High School,61035.0,3,MORTGAGE,9500.0,MEDICAL,8.9,0.16,8.0,635,No,0
35.0,female,Associate,61137.0,11,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.49,0.1,6.0,718,No,0
33.0,female,Master,49261.0,14,RENT,6000.0,DEBTCONSOLIDATION,7.51,0.12,6.0,603,Yes,0
27.0,female,Associate,48918.0,2,RENT,6000.0,EDUCATION,12.73,0.12,10.0,638,Yes,0
29.0,male,High School,49228.0,8,RENT,6000.0,DEBTCONSOLIDATION,11.14,0.12,6.0,634,Yes,0
28.0,female,High School,61367.0,7,MORTGAGE,9000.0,PERSONAL,11.01,0.15,7.0,593,No,0
35.0,male,Associate,48928.0,17,RENT,6000.0,MEDICAL,11.01,0.12,7.0,637,No,0
30.0,female,Master,61209.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.62,0.16,7.0,611,Yes,0
27.0,male,Associate,48607.0,0,RENT,6000.0,EDUCATION,11.28,0.12,7.0,599,Yes,0
32.0,female,Associate,49634.0,7,RENT,6000.0,VENTURE,14.26,0.12,5.0,678,Yes,0
27.0,female,Bachelor,50213.0,5,RENT,6000.0,PERSONAL,7.66,0.12,7.0,607,Yes,0
27.0,male,Bachelor,61149.0,5,OWN,5275.0,PERSONAL,11.01,0.09,5.0,674,Yes,0
30.0,male,Bachelor,50440.0,7,RENT,6000.0,DEBTCONSOLIDATION,6.03,0.12,10.0,705,No,0
31.0,female,Bachelor,60982.0,13,MORTGAGE,6000.0,DEBTCONSOLIDATION,13.49,0.1,9.0,713,Yes,0
34.0,male,Bachelor,61282.0,13,MORTGAGE,4000.0,VENTURE,8.9,0.07,8.0,619,Yes,0
27.0,female,Associate,60961.0,3,MORTGAGE,12000.0,PERSONAL,11.71,0.2,10.0,615,Yes,0
27.0,female,Associate,50110.0,4,RENT,6000.0,MEDICAL,9.32,0.12,7.0,635,No,0
33.0,male,Master,43132.0,8,RENT,6000.0,PERSONAL,13.72,0.14,8.0,591,No,1
33.0,female,Master,43350.0,14,RENT,6000.0,VENTURE,13.49,0.14,5.0,730,No,1
34.0,male,Master,51477.0,11,RENT,6000.0,EDUCATION,10.59,0.12,7.0,622,No,0
34.0,female,Bachelor,60825.0,9,MORTGAGE,16000.0,VENTURE,13.49,0.26,5.0,628,Yes,0
34.0,male,Master,51379.0,16,RENT,6000.0,VENTURE,14.22,0.12,10.0,659,Yes,0
34.0,female,Associate,44083.0,10,RENT,6000.0,VENTURE,11.01,0.14,10.0,632,No,1
32.0,female,Bachelor,43858.0,8,RENT,6000.0,MEDICAL,16.07,0.14,10.0,633,No,1
28.0,female,Associate,51613.0,5,RENT,6000.0,VENTURE,11.78,0.12,10.0,614,No,0
28.0,female,Bachelor,51623.0,6,RENT,6000.0,MEDICAL,8.63,0.12,7.0,669,No,0
35.0,male,Associate,45418.0,11,RENT,6000.0,PERSONAL,9.99,0.13,7.0,674,No,1
32.0,female,Bachelor,52507.0,13,RENT,6000.0,EDUCATION,13.22,0.11,6.0,694,No,0
28.0,male,Master,61228.0,9,OWN,6000.0,VENTURE,6.03,0.1,9.0,642,Yes,0
34.0,male,Associate,60969.0,9,OWN,16000.0,VENTURE,7.51,0.26,7.0,669,Yes,0
29.0,female,High School,52781.0,10,RENT,6000.0,MEDICAL,11.14,0.11,7.0,589,Yes,0
35.0,female,High School,61103.0,15,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.62,0.2,6.0,651,Yes,0
28.0,female,Master,52730.0,8,RENT,6000.0,MEDICAL,10.39,0.11,5.0,620,No,0
28.0,male,Associate,52659.0,7,RENT,6000.0,VENTURE,9.99,0.11,9.0,670,Yes,0
27.0,male,Master,61222.0,3,MORTGAGE,12000.0,MEDICAL,6.62,0.2,9.0,658,Yes,0
30.0,male,Bachelor,60902.0,9,MORTGAGE,4000.0,DEBTCONSOLIDATION,14.27,0.07,9.0,665,No,0
27.0,male,High School,61060.0,4,MORTGAGE,2100.0,EDUCATION,9.91,0.03,6.0,552,Yes,0
30.0,male,Bachelor,61256.0,11,MORTGAGE,6000.0,PERSONAL,11.01,0.1,7.0,700,Yes,0
29.0,male,High School,61266.0,7,OWN,4200.0,HOMEIMPROVEMENT,9.91,0.07,5.0,606,Yes,0
29.0,male,High School,47989.0,8,RENT,6000.0,PERSONAL,12.69,0.13,5.0,652,No,1
30.0,female,Master,55162.0,7,RENT,6000.0,PERSONAL,12.69,0.11,8.0,702,No,0
32.0,male,High School,61089.0,4,OWN,10000.0,EDUCATION,6.03,0.16,9.0,674,No,0
31.0,female,Associate,60919.0,7,MORTGAGE,4800.0,HOMEIMPROVEMENT,6.03,0.08,5.0,650,Yes,0
27.0,female,Bachelor,54966.0,3,RENT,6000.0,EDUCATION,10.65,0.11,8.0,611,No,0
34.0,female,Bachelor,61191.0,9,OWN,10000.0,EDUCATION,6.03,0.16,5.0,600,Yes,0
29.0,male,Associate,61211.0,10,MORTGAGE,10000.0,MEDICAL,6.03,0.16,5.0,689,No,0
29.0,female,Bachelor,60703.0,7,MORTGAGE,6300.0,PERSONAL,6.62,0.1,10.0,677,Yes,0
29.0,female,Master,60647.0,8,MORTGAGE,21850.0,MEDICAL,12.42,0.36,10.0,712,Yes,0
30.0,female,High School,54924.0,5,RENT,6000.0,EDUCATION,7.51,0.11,5.0,648,No,0
27.0,male,High School,47863.0,5,RENT,6000.0,VENTURE,14.61,0.13,7.0,638,No,1
30.0,female,Bachelor,56285.0,5,RENT,6000.0,MEDICAL,6.99,0.11,5.0,617,Yes,0
34.0,female,Doctorate,60980.0,13,OWN,12000.0,PERSONAL,11.01,0.2,9.0,571,Yes,0
31.0,male,Bachelor,60840.0,7,MORTGAGE,16000.0,VENTURE,8.9,0.26,8.0,631,No,0
28.0,female,Bachelor,61002.0,5,MORTGAGE,15000.0,EDUCATION,6.99,0.25,10.0,723,No,0
31.0,female,Associate,60727.0,6,MORTGAGE,6000.0,VENTURE,5.99,0.1,8.0,663,No,0
27.0,male,Associate,61105.0,3,OWN,12000.0,VENTURE,5.42,0.2,7.0,651,Yes,0
31.0,female,Associate,57700.0,13,RENT,6000.0,VENTURE,6.99,0.1,7.0,650,Yes,0
27.0,male,Associate,60733.0,5,OWN,7800.0,HOMEIMPROVEMENT,15.99,0.13,10.0,632,No,0
28.0,female,Associate,61271.0,3,OWN,3200.0,EDUCATION,8.49,0.05,5.0,647,Yes,0
27.0,male,High School,61346.0,6,MORTGAGE,2000.0,VENTURE,10.99,0.03,6.0,652,Yes,0
30.0,female,Bachelor,57766.0,7,RENT,6000.0,MEDICAL,13.16,0.1,9.0,712,Yes,0
31.0,male,Bachelor,58556.0,10,RENT,6000.0,MEDICAL,6.03,0.1,6.0,685,Yes,0
29.0,female,Associate,61237.0,7,OWN,6000.0,PERSONAL,13.99,0.1,8.0,569,Yes,0
33.0,female,High School,61404.0,11,OWN,8300.0,EDUCATION,11.01,0.14,7.0,685,No,0
27.0,male,Bachelor,61150.0,6,OWN,5125.0,PERSONAL,9.99,0.08,10.0,666,No,0
30.0,female,Bachelor,51506.0,7,RENT,6000.0,MEDICAL,14.46,0.12,5.0,669,No,1
30.0,male,Associate,58549.0,9,RENT,6000.0,EDUCATION,7.88,0.1,10.0,695,Yes,0
30.0,male,Associate,61035.0,8,MORTGAGE,3975.0,EDUCATION,10.99,0.07,8.0,615,Yes,0
28.0,male,High School,60885.0,6,MORTGAGE,6000.0,PERSONAL,15.99,0.1,9.0,653,Yes,0
32.0,male,High School,60886.0,9,OWN,8000.0,HOMEIMPROVEMENT,7.49,0.13,9.0,661,Yes,0
33.0,male,Bachelor,53716.0,10,MORTGAGE,7000.0,EDUCATION,12.99,0.13,8.0,695,No,1
29.0,male,Bachelor,52715.0,5,RENT,6000.0,VENTURE,15.96,0.11,5.0,677,No,1
29.0,female,Master,60813.0,5,MORTGAGE,3575.0,PERSONAL,11.49,0.06,7.0,563,Yes,0
27.0,female,Associate,61055.0,7,MORTGAGE,2200.0,EDUCATION,12.99,0.04,10.0,664,Yes,0
27.0,female,Master,60146.0,2,RENT,6000.0,MEDICAL,15.27,0.1,9.0,673,Yes,0
31.0,female,Bachelor,61025.0,7,MORTGAGE,18225.0,MEDICAL,10.99,0.3,10.0,673,Yes,0
33.0,male,Bachelor,59889.0,9,RENT,6000.0,VENTURE,10.99,0.1,6.0,652,No,0
33.0,female,High School,60798.0,8,MORTGAGE,4000.0,MEDICAL,5.42,0.07,10.0,692,No,0
28.0,female,Associate,61273.0,4,MORTGAGE,8450.0,HOMEIMPROVEMENT,11.01,0.14,9.0,644,No,0
27.0,male,Bachelor,60613.0,4,RENT,6000.0,PERSONAL,11.22,0.1,8.0,706,Yes,0
29.0,female,Master,61166.0,11,RENT,6000.0,DEBTCONSOLIDATION,13.49,0.1,7.0,653,No,0
29.0,female,Bachelor,61376.0,4,MORTGAGE,5000.0,MEDICAL,11.01,0.08,6.0,594,Yes,0
34.0,male,Bachelor,60943.0,15,RENT,6000.0,PERSONAL,9.91,0.1,8.0,704,No,0
30.0,male,High School,61163.0,6,OWN,5000.0,EDUCATION,5.99,0.08,7.0,590,Yes,0
28.0,female,High School,60907.0,7,RENT,6000.0,PERSONAL,10.59,0.1,5.0,662,Yes,0
31.0,male,High School,61236.0,8,RENT,6000.0,PERSONAL,15.62,0.1,10.0,618,Yes,0
29.0,male,Bachelor,61089.0,8,RENT,6000.0,HOMEIMPROVEMENT,9.99,0.1,7.0,621,Yes,0
29.0,male,Bachelor,61226.0,4,OWN,9725.0,HOMEIMPROVEMENT,12.12,0.16,6.0,578,Yes,0
29.0,female,Master,60991.0,6,MORTGAGE,13650.0,MEDICAL,10.99,0.22,9.0,626,Yes,0
33.0,female,Master,60853.0,13,MORTGAGE,10000.0,PERSONAL,9.99,0.16,5.0,680,No,0
30.0,female,High School,61194.0,5,MORTGAGE,10000.0,EDUCATION,16.89,0.16,10.0,688,Yes,0
35.0,male,Master,60918.0,17,OWN,13650.0,MEDICAL,6.99,0.22,10.0,636,No,0
29.0,female,Bachelor,61239.0,8,RENT,6000.0,VENTURE,8.88,0.1,7.0,710,Yes,0
30.0,female,Bachelor,61086.0,11,RENT,6000.0,PERSONAL,5.79,0.1,7.0,638,No,0
34.0,female,High School,53626.0,9,RENT,6000.0,PERSONAL,16.45,0.11,10.0,568,No,1
30.0,female,Bachelor,60918.0,8,MORTGAGE,3000.0,HOMEIMPROVEMENT,10.59,0.05,5.0,689,No,0
27.0,female,Associate,60592.0,3,RENT,6000.0,VENTURE,11.36,0.1,9.0,638,Yes,0
28.0,male,Associate,61228.0,7,MORTGAGE,18000.0,EDUCATION,13.49,0.29,7.0,664,Yes,0
33.0,male,Bachelor,53590.0,12,RENT,6000.0,DEBTCONSOLIDATION,14.96,0.11,8.0,706,No,1
28.0,female,Associate,61123.0,7,MORTGAGE,8000.0,VENTURE,5.99,0.13,7.0,712,Yes,0
27.0,female,Associate,54338.0,6,RENT,6000.0,PERSONAL,17.19,0.11,5.0,680,No,1
34.0,male,Master,60640.0,11,RENT,6000.0,EDUCATION,7.88,0.1,5.0,633,Yes,0
31.0,male,Master,61213.0,9,RENT,6000.0,DEBTCONSOLIDATION,10.0,0.1,5.0,667,Yes,0
29.0,female,Master,61035.0,7,OWN,4000.0,MEDICAL,5.42,0.07,8.0,629,Yes,0
30.0,male,Associate,61212.0,5,OWN,8000.0,VENTURE,5.79,0.13,8.0,582,Yes,0
28.0,male,Bachelor,62238.0,4,RENT,6000.0,DEBTCONSOLIDATION,12.69,0.1,5.0,665,No,0
34.0,male,Bachelor,61881.0,10,RENT,6000.0,MEDICAL,5.99,0.1,6.0,645,Yes,0
29.0,female,High School,55257.0,6,RENT,6000.0,HOMEIMPROVEMENT,5.79,0.11,10.0,614,No,1
30.0,male,Bachelor,61058.0,7,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.06,0.13,5.0,670,No,0
29.0,male,High School,62443.0,8,RENT,6000.0,MEDICAL,7.29,0.1,10.0,581,No,0
27.0,female,Master,62800.0,4,RENT,6000.0,EDUCATION,8.49,0.1,6.0,656,No,0
28.0,female,Master,63664.0,7,RENT,6000.0,DEBTCONSOLIDATION,7.14,0.09,6.0,694,Yes,0
34.0,male,Master,63299.0,8,RENT,6000.0,EDUCATION,12.53,0.09,9.0,632,No,0
27.0,female,High School,60889.0,5,MORTGAGE,4000.0,PERSONAL,11.01,0.07,9.0,563,Yes,0
29.0,female,Master,60680.0,5,MORTGAGE,8000.0,PERSONAL,10.37,0.13,7.0,526,Yes,0
29.0,female,High School,57311.0,6,RENT,6000.0,EDUCATION,17.49,0.1,7.0,609,No,1
31.0,female,High School,64655.0,12,RENT,6000.0,PERSONAL,6.54,0.09,9.0,616,No,0
29.0,female,Master,65623.0,5,RENT,6000.0,DEBTCONSOLIDATION,7.9,0.09,7.0,707,No,0
28.0,male,Associate,65873.0,4,RENT,6000.0,VENTURE,5.42,0.09,5.0,620,No,0
30.0,male,High School,61429.0,8,MORTGAGE,10000.0,MEDICAL,11.01,0.16,6.0,526,Yes,0
27.0,male,High School,65971.0,2,RENT,6000.0,VENTURE,14.59,0.09,5.0,629,Yes,0
29.0,male,High School,59802.0,6,RENT,6000.0,PERSONAL,13.99,0.1,6.0,660,No,1
31.0,male,High School,59620.0,9,RENT,6000.0,HOMEIMPROVEMENT,10.59,0.1,9.0,568,No,1
28.0,male,Associate,67100.0,6,RENT,6000.0,MEDICAL,10.74,0.09,8.0,581,Yes,0
30.0,male,Bachelor,61050.0,7,MORTGAGE,1000.0,MEDICAL,11.01,0.02,6.0,713,No,0
33.0,female,Bachelor,66946.0,11,RENT,6000.0,EDUCATION,13.35,0.09,5.0,696,No,0
31.0,male,High School,67068.0,6,RENT,6000.0,PERSONAL,10.38,0.09,6.0,634,Yes,0
34.0,female,Associate,54022.0,13,MORTGAGE,4500.0,DEBTCONSOLIDATION,12.98,0.08,6.0,613,No,1
29.0,male,High School,66899.0,6,RENT,6000.0,DEBTCONSOLIDATION,11.01,0.09,9.0,653,No,0
28.0,female,High School,61559.0,6,OWN,8500.0,HOMEIMPROVEMENT,14.83,0.14,5.0,639,Yes,0
31.0,female,Bachelor,67706.0,6,RENT,6000.0,EDUCATION,11.99,0.09,6.0,643,Yes,0
30.0,male,Associate,67898.0,12,RENT,6000.0,MEDICAL,10.25,0.09,5.0,648,Yes,0
30.0,female,High School,61004.0,6,MORTGAGE,1400.0,DEBTCONSOLIDATION,10.36,0.02,8.0,583,Yes,0
31.0,male,Bachelor,67985.0,12,RENT,6000.0,DEBTCONSOLIDATION,13.98,0.09,9.0,712,Yes,0
28.0,male,High School,69769.0,5,RENT,6000.0,HOMEIMPROVEMENT,13.49,0.09,8.0,527,Yes,0
31.0,female,Bachelor,69537.0,9,RENT,6000.0,VENTURE,7.29,0.09,10.0,675,No,0
28.0,female,Associate,60983.0,8,MORTGAGE,3000.0,VENTURE,10.36,0.05,7.0,657,No,0
34.0,female,Master,69795.0,9,RENT,6000.0,HOMEIMPROVEMENT,11.83,0.09,6.0,717,No,0
29.0,male,Bachelor,69703.0,5,RENT,6000.0,MEDICAL,9.91,0.09,10.0,661,No,0
35.0,male,Bachelor,70523.0,12,RENT,6000.0,HOMEIMPROVEMENT,13.57,0.09,8.0,735,Yes,0
27.0,male,High School,53972.0,6,MORTGAGE,24000.0,DEBTCONSOLIDATION,8.88,0.44,9.0,633,No,1
29.0,male,Master,71722.0,6,RENT,6000.0,DEBTCONSOLIDATION,10.37,0.08,7.0,572,No,0
29.0,male,Master,72055.0,6,RENT,6000.0,EDUCATION,7.88,0.08,9.0,713,No,0
32.0,male,Bachelor,71860.0,7,RENT,6000.0,HOMEIMPROVEMENT,11.49,0.08,8.0,647,Yes,0
30.0,male,Master,60856.0,9,OWN,5000.0,EDUCATION,7.14,0.08,7.0,673,Yes,0
32.0,male,Bachelor,72524.0,8,RENT,6000.0,PERSONAL,13.22,0.08,10.0,632,Yes,0
32.0,male,High School,61384.0,5,MORTGAGE,5400.0,EDUCATION,7.14,0.09,9.0,505,Yes,0
30.0,female,Associate,60879.0,10,OWN,10000.0,DEBTCONSOLIDATION,15.95,0.16,7.0,673,Yes,0
32.0,female,Associate,72543.0,8,RENT,6000.0,EDUCATION,13.36,0.08,8.0,683,No,0
27.0,female,Bachelor,72556.0,7,RENT,6000.0,HOMEIMPROVEMENT,14.59,0.08,7.0,691,Yes,0
29.0,female,Bachelor,73316.0,11,RENT,6000.0,EDUCATION,15.96,0.08,7.0,590,Yes,0
34.0,male,Master,54039.0,12,MORTGAGE,4000.0,MEDICAL,15.95,0.07,9.0,614,No,1
29.0,female,Associate,73007.0,8,RENT,6000.0,HOMEIMPROVEMENT,14.79,0.08,9.0,672,Yes,0
32.0,female,Associate,72939.0,10,RENT,6000.0,DEBTCONSOLIDATION,10.36,0.08,7.0,614,Yes,0
32.0,male,Associate,65756.0,5,RENT,6000.0,HOMEIMPROVEMENT,15.95,0.09,7.0,540,No,1
27.0,male,High School,72341.0,4,RENT,6000.0,DEBTCONSOLIDATION,9.25,0.08,9.0,633,Yes,0
32.0,male,Master,72767.0,9,RENT,6000.0,MEDICAL,13.98,0.08,5.0,638,No,0
30.0,male,Bachelor,60969.0,4,MORTGAGE,16000.0,PERSONAL,10.38,0.26,7.0,659,No,0
32.0,female,Bachelor,73126.0,13,RENT,6000.0,PERSONAL,11.36,0.08,8.0,579,Yes,0
27.0,male,High School,72919.0,6,RENT,6000.0,PERSONAL,8.94,0.08,9.0,602,Yes,0
32.0,female,Bachelor,61233.0,9,MORTGAGE,9600.0,PERSONAL,6.76,0.16,9.0,720,No,0
30.0,female,High School,60808.0,7,MORTGAGE,5000.0,VENTURE,7.88,0.08,5.0,679,No,0
34.0,female,High School,73065.0,12,RENT,6000.0,VENTURE,8.0,0.08,9.0,701,No,0
27.0,male,Bachelor,53886.0,5,MORTGAGE,6000.0,EDUCATION,13.23,0.11,8.0,627,No,1
29.0,female,Associate,73004.0,4,RENT,6000.0,HOMEIMPROVEMENT,10.01,0.08,10.0,611,Yes,0
27.0,male,Master,72949.0,3,RENT,6000.0,HOMEIMPROVEMENT,8.0,0.08,5.0,672,No,0
32.0,male,High School,61008.0,12,MORTGAGE,6000.0,PERSONAL,6.76,0.1,6.0,561,Yes,0
33.0,female,Associate,74259.0,11,RENT,6000.0,EDUCATION,10.39,0.08,7.0,672,Yes,0
30.0,male,Bachelor,74954.0,8,RENT,6000.0,VENTURE,15.96,0.08,9.0,693,Yes,0
34.0,male,Bachelor,60986.0,11,MORTGAGE,5000.0,HOMEIMPROVEMENT,11.01,0.08,10.0,682,No,0
33.0,female,Bachelor,74646.0,6,RENT,6000.0,EDUCATION,5.79,0.08,10.0,654,No,0
32.0,male,Bachelor,75898.0,8,RENT,6000.0,MEDICAL,11.01,0.08,5.0,684,No,0
34.0,female,High School,75326.0,13,RENT,6000.0,HOMEIMPROVEMENT,7.49,0.08,9.0,600,Yes,0
32.0,male,Master,28432.0,11,RENT,7125.0,VENTURE,15.28,0.25,5.0,690,No,1
32.0,female,Bachelor,63511.0,10,RENT,7125.0,PERSONAL,7.49,0.11,10.0,696,Yes,0
31.0,female,Doctorate,61271.0,10,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.88,0.2,6.0,580,Yes,0
30.0,female,Associate,61307.0,4,OWN,3000.0,VENTURE,14.22,0.05,10.0,664,Yes,0
27.0,female,Associate,50395.0,6,RENT,7100.0,MEDICAL,7.88,0.14,10.0,611,Yes,0
31.0,female,Bachelor,60947.0,13,MORTGAGE,2000.0,VENTURE,6.39,0.03,7.0,637,Yes,0
35.0,female,High School,31209.0,12,RENT,7050.0,DEBTCONSOLIDATION,12.23,0.23,7.0,663,No,0
35.0,male,Doctorate,97245.0,15,RENT,7050.0,DEBTCONSOLIDATION,8.88,0.07,5.0,703,Yes,0
31.0,female,Master,60653.0,7,MORTGAGE,5000.0,DEBTCONSOLIDATION,10.62,0.08,10.0,635,Yes,0
31.0,male,Master,61156.0,9,OWN,16000.0,HOMEIMPROVEMENT,13.85,0.26,6.0,663,Yes,0
27.0,male,Bachelor,24736.0,5,RENT,7025.0,PERSONAL,5.42,0.28,9.0,538,No,1
28.0,male,Master,61079.0,5,MORTGAGE,3000.0,PERSONAL,11.01,0.05,10.0,661,Yes,0
31.0,male,Bachelor,16604.0,5,RENT,7000.0,HOMEIMPROVEMENT,9.62,0.42,9.0,686,No,1
29.0,female,Bachelor,18522.0,11,RENT,7000.0,PERSONAL,12.84,0.38,5.0,702,No,1
30.0,male,Bachelor,18525.0,7,RENT,7000.0,DEBTCONSOLIDATION,6.76,0.38,5.0,654,No,1
27.0,female,High School,19069.0,5,RENT,7000.0,HOMEIMPROVEMENT,12.21,0.37,10.0,584,No,1
27.0,male,Bachelor,61013.0,5,MORTGAGE,10750.0,HOMEIMPROVEMENT,13.48,0.18,5.0,632,No,0
