CustomerID,Age,Income,City,Plan,Tenure,MonthlySpend,SupportCalls,Contract,Churn
C0672,,85557.0,Salem,Basic,41.0,657.0,2.0,Monthly,No
C0673,49.0,83511.0,Madurai,Premium,54.0,1801.0,4.0,Annual,No
C0674,24.0,41469.0,Trichy,Basic,36.0,509.0,5.0,Annual,No
C0675,48.0,88219.0,Trichy,Basic,31.0,,4.0,Monthly,Yes
C0676,53.0,34749.0,Chennai,Standard,59.0,1008.0,2.0,Two-Year,Yes
C0677,46.0,49340.0,,Basic,45.0,616.0,3.0,Annual,Yes
C0678,,103893.0,Madurai,Premium,50.0,1862.0,5.0,Annual,No
C0679,44.0,91846.0,Chennai,Premium,34.0,1624.0,2.0,Annual,No
C0680,63.0,108672.0,Coimbatore,Premium,21.0,1595.0,2.0,Monthly,No
C0681,53.0,62936.0,Trichy,Basic,38.0,695.0,3.0,Annual,Yes
C0682,26.0,40042.0,Chennai,Premium,70.0,1457.0,2.0,Monthly,No
C0683,64.0,63749.0,Coimbatore,Basic,44.0,756.0,3.0,Monthly,No
C0684,64.0,,Salem,Premium,51.0,1807.0,0.0,Monthly,No
C0685,27.0,72054.0,Coimbatore,Standard,9.0,1081.0,2.0,Monthly,Yes
C0686,56.0,99476.0,Coimbatore,Basic,72.0,615.0,4.0,Monthly,Yes
C0687,38.0,60607.0,Trichy,Basic,18.0,943.0,1.0,Monthly,No
C0688,47.0,79153.0,Coimbatore,Basic,70.0,407.0,3.0,Two-Year,No
C0689,40.0,44296.0,Chennai,Basic,33.0,467.0,2.0,Monthly,No
C0690,56.0,,Chennai,Premium,67.0,1980.0,1.0,Monthly,No
C0691,65.0,70081.0,Trichy,Premium,65.0,1873.0,2.0,Monthly,No
C0692,56.0,50505.0,Chennai,Premium,55.0,1683.0,1.0,Annual,No
C0693,62.0,63868.0,Coimbatore,Basic,66.0,470.0,2.0,Monthly,No
C0694,63.0,65211.0,Chennai,Standard,44.0,1065.0,3.0,Annual,No
C0695,24.0,62976.0,Coimbatore,Basic,62.0,689.0,2.0,Annual,No
C0696,31.0,116055.0,Trichy,Standard,13.0,1052.0,3.0,Monthly,Yes
C0697,53.0,67440.0,Coimbatore,Basic,6.0,435.0,2.0,Two-Year,No
C0698,47.0,63659.0,Trichy,Basic,40.0,719.0,1.0,Monthly,Yes
C0699,22.0,,Chennai,Standard,59.0,953.0,2.0,Annual,No
C0700,24.0,46751.0,Coimbatore,Basic,56.0,622.0,1.0,Monthly,Yes
C0701,43.0,63160.0,Trichy,Standard,39.0,1124.0,2.0,Annual,No
C0702,48.0,52168.0,Coimbatore,Standard,38.0,1133.0,1.0,Two-Year,No
C0703,27.0,105924.0,Chennai,Basic,44.0,541.0,2.0,Monthly,No
C0704,27.0,65712.0,Trichy,,63.0,2047.0,2.0,Monthly,No
C0705,25.0,103500.0,Coimbatore,Standard,61.0,1017.0,3.0,Monthly,No
C0706,45.0,71604.0,Madurai,Premium,8.0,1834.0,1.0,Monthly,No
C0707,20.0,70968.0,Trichy,Standard,43.0,963.0,3.0,Two-Year,No
C0708,46.0,67691.0,Chennai,Standard,28.0,1244.0,3.0,Annual,No
C0709,41.0,70099.0,Coimbatore,Standard,58.0,747.0,4.0,Annual,No
C0710,41.0,114689.0,Chennai,Premium,37.0,1834.0,0.0,Two-Year,No
C0711,51.0,18000.0,,Standard,72.0,1335.0,2.0,Two-Year,No
C0712,44.0,18000.0,Chennai,Basic,32.0,610.0,1.0,Annual,No
C0713,53.0,55878.0,Madurai,Basic,49.0,475.0,4.0,Monthly,No
C0714,55.0,70378.0,Chennai,Standard,8.0,,3.0,Monthly,No
C0715,62.0,87943.0,Madurai,Basic,68.0,518.0,1.0,Monthly,No
C0716,56.0,82300.0,Chennai,Basic,12.0,498.0,1.0,Monthly,Yes
C0717,43.0,60010.0,Coimbatore,Basic,28.0,,3.0,Monthly,Yes
C0718,42.0,96495.0,Coimbatore,Standard,61.0,1294.0,0.0,Monthly,No
C0719,30.0,96785.0,Salem,Basic,70.0,455.0,2.0,Monthly,Yes
C0720,47.0,74786.0,Coimbatore,Standard,35.0,892.0,1.0,Monthly,No
C0721,26.0,95029.0,Coimbatore,Premium,35.0,1710.0,1.0,Monthly,No
C0722,62.0,77089.0,Trichy,Premium,4.0,1576.0,2.0,Monthly,No
C0723,58.0,55401.0,Madurai,Basic,71.0,731.0,2.0,Monthly,No
C0724,25.0,88143.0,Chennai,Standard,2.0,669.0,0.0,Annual,No
C0725,56.0,72876.0,Trichy,Standard,2.0,1040.0,0.0,Annual,No
C0726,25.0,70035.0,Coimbatore,Standard,35.0,784.0,2.0,Annual,No
C0727,53.0,108297.0,Chennai,Standard,1.0,1341.0,2.0,Monthly,Yes
C0728,24.0,18000.0,Coimbatore,Basic,12.0,654.0,0.0,Monthly,Yes
C0729,42.0,33140.0,Chennai,Premium,46.0,2277.0,1.0,Monthly,No
C0730,50.0,39136.0,Chennai,Basic,51.0,493.0,1.0,Monthly,Yes
C0731,53.0,60555.0,Salem,Premium,22.0,2017.0,4.0,Monthly,Yes
C0732,39.0,63380.0,Chennai,Standard,58.0,852.0,3.0,Two-Year,No
C0733,62.0,30810.0,Salem,Basic,44.0,689.0,1.0,Monthly,No
C0734,55.0,44386.0,Trichy,Standard,17.0,1452.0,2.0,Monthly,No
C0735,29.0,47618.0,Madurai,Basic,52.0,397.0,3.0,Annual,No
C0736,50.0,133893.0,Salem,Premium,43.0,1504.0,2.0,Annual,No
C0737,53.0,116845.0,Salem,Standard,59.0,972.0,2.0,Monthly,No
C0738,35.0,59295.0,Trichy,Basic,12.0,771.0,4.0,Monthly,No
C0739,53.0,60547.0,Coimbatore,Basic,17.0,597.0,4.0,Two-Year,No
C0740,61.0,40121.0,Chennai,Premium,22.0,1176.0,1.0,Monthly,Yes
C0741,57.0,20389.0,Coimbatore,Basic,25.0,642.0,1.0,Annual,No
C0742,55.0,66961.0,Madurai,Premium,64.0,1617.0,1.0,Annual,No
C0743,49.0,44056.0,Chennai,Premium,53.0,2383.0,1.0,Monthly,No
C0744,32.0,,Madurai,Standard,40.0,930.0,2.0,Annual,No
C0745,56.0,28395.0,Chennai,Basic,39.0,719.0,4.0,Monthly,Yes
C0746,36.0,50189.0,Trichy,Standard,64.0,1036.0,0.0,Monthly,No
C0747,44.0,73864.0,Chennai,Premium,33.0,1944.0,4.0,Monthly,No
C0748,34.0,79521.0,Chennai,Basic,17.0,494.0,3.0,Two-Year,No
C0749,34.0,80854.0,Chennai,Basic,10.0,501.0,1.0,Monthly,Yes
C0750,27.0,35667.0,Chennai,Basic,24.0,753.0,3.0,Monthly,Yes
C0751,64.0,92222.0,Chennai,Standard,48.0,1161.0,3.0,Two-Year,No
C0752,26.0,49194.0,Chennai,Standard,34.0,1050.0,4.0,,Yes
C0753,23.0,86454.0,Chennai,Standard,31.0,1070.0,3.0,Two-Year,No
C0754,63.0,69723.0,Chennai,Standard,35.0,862.0,1.0,Annual,No
C0755,45.0,34214.0,,Basic,71.0,497.0,1.0,Annual,No
C0756,40.0,61779.0,Coimbatore,Basic,72.0,361.0,2.0,Annual,No
C0757,53.0,79499.0,Coimbatore,Basic,12.0,446.0,0.0,Annual,Yes
C0758,37.0,85937.0,Coimbatore,Premium,9.0,1715.0,8.0,Monthly,Yes
C0759,25.0,66334.0,Chennai,Standard,18.0,1304.0,5.0,Two-Year,No
C0760,53.0,109826.0,Chennai,Standard,62.0,1219.0,6.0,Two-Year,No
C0761,28.0,96195.0,Chennai,Premium,34.0,2108.0,1.0,Two-Year,No
C0762,45.0,63327.0,Salem,Basic,63.0,471.0,1.0,Annual,No
C0763,63.0,89503.0,Trichy,Basic,47.0,751.0,2.0,Annual,No
C0764,63.0,120279.0,Trichy,Basic,40.0,527.0,2.0,Annual,No
C0765,36.0,120973.0,Coimbatore,Premium,21.0,1766.0,2.0,Monthly,No
C0766,55.0,38072.0,Madurai,Standard,25.0,,1.0,Annual,No
C0767,48.0,45910.0,Coimbatore,Standard,11.0,882.0,6.0,Annual,Yes
C0768,42.0,108608.0,Salem,Basic,38.0,479.0,1.0,Annual,No
C0769,26.0,42485.0,Salem,Basic,21.0,551.0,2.0,Monthly,Yes
C0770,37.0,35614.0,Salem,Standard,22.0,,3.0,Monthly,Yes
C0771,49.0,57359.0,Trichy,Standard,3.0,785.0,1.0,Annual,Yes
C0772,65.0,80926.0,Coimbatore,Premium,58.0,2486.0,2.0,Monthly,No
C0773,20.0,67338.0,Salem,Premium,68.0,2189.0,1.0,Two-Year,No
C0774,53.0,53085.0,Salem,Standard,36.0,810.0,2.0,Annual,Yes
C0775,58.0,52470.0,Coimbatore,Standard,39.0,1118.0,2.0,Monthly,No
C0776,63.0,51479.0,Trichy,Premium,67.0,1794.0,1.0,Monthly,No
C0777,39.0,47133.0,Chennai,Standard,37.0,951.0,3.0,Annual,No
C0778,25.0,129322.0,Trichy,Standard,45.0,,4.0,Monthly,Yes
C0779,,77735.0,Salem,Premium,31.0,1964.0,1.0,Two-Year,Yes
C0780,59.0,93056.0,,Basic,38.0,544.0,0.0,Monthly,No
C0781,60.0,57284.0,Madurai,Premium,38.0,1508.0,2.0,Monthly,No
C0782,49.0,65165.0,Chennai,Basic,52.0,485.0,3.0,Monthly,No
C0783,25.0,51448.0,Salem,Standard,44.0,1209.0,1.0,Annual,No
C0784,25.0,18000.0,Salem,Premium,37.0,1736.0,1.0,Two-Year,No
C0785,41.0,34172.0,Madurai,Standard,6.0,1217.0,1.0,Two-Year,No
C0786,47.0,22924.0,Trichy,Standard,66.0,694.0,3.0,Annual,No
C0787,21.0,18000.0,Chennai,Standard,64.0,1294.0,2.0,Annual,No
C0788,51.0,38921.0,Chennai,Basic,14.0,564.0,2.0,Monthly,Yes
C0789,45.0,104449.0,Coimbatore,Basic,22.0,438.0,3.0,Annual,No
C0790,20.0,68845.0,Chennai,Basic,71.0,497.0,2.0,Two-Year,Yes
C0791,24.0,103555.0,Coimbatore,Standard,24.0,1059.0,3.0,Monthly,Yes
C0792,40.0,80686.0,Chennai,Standard,59.0,1000.0,1.0,Two-Year,No
C0793,53.0,90347.0,Coimbatore,Basic,57.0,618.0,2.0,Monthly,No
C0794,57.0,46577.0,Coimbatore,Premium,62.0,1795.0,3.0,Monthly,No
C0795,39.0,83623.0,Trichy,Standard,2.0,1206.0,2.0,Annual,Yes
C0796,33.0,88947.0,Chennai,Standard,35.0,764.0,4.0,Two-Year,No
C0797,64.0,55007.0,Trichy,Standard,41.0,953.0,2.0,Monthly,No
C0798,41.0,84548.0,Coimbatore,Basic,61.0,673.0,1.0,Annual,No
C0799,34.0,84721.0,Coimbatore,Standard,17.0,937.0,3.0,Monthly,Yes
C0800,,55712.0,Coimbatore,Standard,23.0,1007.0,2.0,Annual,No
C0801,20.0,40808.0,Coimbatore,Basic,13.0,568.0,2.0,Annual,Yes
C0802,,39213.0,Chennai,Premium,55.0,1308.0,4.0,Monthly,No
C0803,43.0,72249.0,Coimbatore,Premium,72.0,1815.0,0.0,Annual,No
C0804,,,Chennai,Standard,11.0,1017.0,2.0,Annual,Yes
C0805,53.0,49394.0,Coimbatore,Premium,17.0,2285.0,3.0,Annual,No
C0806,55.0,70691.0,Madurai,Premium,23.0,1942.0,3.0,Monthly,No
C0807,45.0,84834.0,Coimbatore,Basic,65.0,540.0,3.0,Monthly,No
C0808,25.0,86073.0,Salem,Standard,33.0,1198.0,1.0,Two-Year,No
C0809,37.0,110349.0,Chennai,Standard,21.0,1240.0,0.0,Annual,No
C0810,65.0,103202.0,Trichy,Basic,24.0,593.0,5.0,Annual,No
C0811,22.0,43966.0,Salem,Basic,44.0,443.0,3.0,Annual,No
C0812,60.0,113773.0,Trichy,Basic,28.0,279.0,1.0,Two-Year,No
C0813,51.0,56195.0,Salem,Standard,11.0,1108.0,2.0,Monthly,No
C0814,33.0,97167.0,Chennai,Premium,60.0,2185.0,1.0,Annual,No
C0815,55.0,71768.0,Madurai,Premium,31.0,1683.0,5.0,Annual,No
C0816,58.0,59284.0,Chennai,Basic,19.0,412.0,2.0,Monthly,No
C0817,21.0,23000.0,Salem,Basic,53.0,561.0,0.0,Monthly,No
C0818,24.0,65539.0,Madurai,Standard,54.0,1316.0,0.0,Annual,No
C0819,50.0,29456.0,Chennai,Standard,12.0,1191.0,1.0,Two-Year,No
C0820,65.0,95150.0,Trichy,Premium,6.0,2394.0,2.0,Annual,No
C0821,21.0,109437.0,Chennai,Premium,4.0,1418.0,3.0,Monthly,No
C0822,50.0,49280.0,Madurai,Premium,56.0,1758.0,6.0,Two-Year,No
C0823,26.0,77851.0,Salem,Premium,46.0,1581.0,6.0,Monthly,No
C0824,49.0,51140.0,Chennai,Premium,58.0,2107.0,0.0,Monthly,No
C0825,48.0,53659.0,Madurai,Standard,46.0,1144.0,0.0,Two-Year,No
C0826,24.0,,Salem,Basic,29.0,,3.0,Annual,Yes
C0827,51.0,68998.0,Chennai,Basic,43.0,506.0,3.0,Two-Year,No
C0828,61.0,115231.0,Coimbatore,Standard,53.0,1146.0,1.0,Annual,No
C0829,59.0,57462.0,Chennai,Basic,29.0,288.0,1.0,Annual,No
C0830,21.0,95983.0,Madurai,Basic,66.0,666.0,2.0,Monthly,No
C0831,31.0,72533.0,Chennai,Premium,65.0,2024.0,0.0,Monthly,No
C0832,31.0,90690.0,Trichy,Basic,58.0,529.0,1.0,Two-Year,No
C0833,40.0,58374.0,Trichy,Premium,72.0,1833.0,2.0,Two-Year,No
C0834,26.0,68711.0,Chennai,Premium,29.0,2392.0,7.0,,Yes
C0835,59.0,66997.0,Coimbatore,Standard,9.0,1207.0,5.0,Monthly,No
C0836,55.0,48263.0,Madurai,Standard,35.0,1250.0,3.0,Monthly,No
C0837,57.0,87214.0,Salem,Basic,54.0,414.0,1.0,Monthly,No
C0838,29.0,,Coimbatore,Standard,57.0,1156.0,3.0,Two-Year,No
C0839,20.0,,Chennai,Basic,28.0,655.0,1.0,Monthly,Yes
C0840,61.0,109961.0,Chennai,Premium,22.0,1914.0,1.0,Monthly,No
C0841,33.0,107683.0,Trichy,Basic,33.0,368.0,2.0,Two-Year,No
C0842,50.0,60251.0,Coimbatore,Basic,58.0,534.0,1.0,Annual,No
C0843,61.0,79699.0,Trichy,Standard,5.0,971.0,0.0,Monthly,Yes
C0844,21.0,53786.0,Coimbatore,Standard,24.0,1406.0,0.0,Monthly,No
C0845,20.0,70607.0,Trichy,Standard,17.0,775.0,3.0,Monthly,Yes
C0846,20.0,54407.0,Chennai,Standard,59.0,1119.0,2.0,Monthly,No
C0847,27.0,112122.0,Chennai,Basic,34.0,607.0,1.0,Monthly,Yes
C0848,22.0,79456.0,Trichy,Standard,7.0,1213.0,2.0,Monthly,Yes
C0849,57.0,64331.0,Trichy,Basic,19.0,637.0,3.0,Monthly,Yes
C0850,47.0,101034.0,Coimbatore,Basic,4.0,504.0,4.0,Monthly,Yes
C0851,65.0,18000.0,Coimbatore,Basic,35.0,516.0,4.0,Monthly,No
C0852,,18000.0,Coimbatore,Basic,72.0,623.0,2.0,Two-Year,No
C0853,64.0,90692.0,Coimbatore,Basic,41.0,355.0,2.0,Monthly,Yes
C0854,30.0,71572.0,Chennai,Standard,63.0,1369.0,5.0,Monthly,No
C0855,33.0,76512.0,Trichy,Basic,54.0,572.0,4.0,Two-Year,No
C0856,59.0,35514.0,Chennai,Basic,64.0,704.0,1.0,Monthly,No
C0857,31.0,69396.0,Salem,Standard,23.0,1111.0,3.0,Annual,No
C0858,22.0,122091.0,Chennai,Basic,69.0,439.0,3.0,Two-Year,No
C0859,50.0,91429.0,Chennai,Standard,18.0,1068.0,1.0,Annual,No
C0860,56.0,74412.0,Madurai,Premium,32.0,1814.0,3.0,Monthly,Yes
C0861,64.0,58585.0,Coimbatore,Standard,50.0,917.0,2.0,Annual,No
C0862,62.0,59741.0,Madurai,Premium,21.0,1994.0,1.0,Annual,No
C0863,25.0,18000.0,Chennai,Basic,20.0,428.0,2.0,Monthly,No
C0864,55.0,76699.0,Trichy,,10.0,398.0,4.0,Monthly,Yes
C0865,58.0,91983.0,Salem,Standard,1.0,912.0,1.0,Monthly,Yes
C0866,52.0,29034.0,Trichy,Premium,37.0,,3.0,Two-Year,No
C0867,57.0,52803.0,Chennai,Premium,72.0,1888.0,3.0,Monthly,No
C0868,58.0,39906.0,Coimbatore,Basic,16.0,736.0,1.0,Monthly,Yes
C0869,40.0,,Coimbatore,Premium,32.0,1834.0,2.0,Annual,No
C0870,,71391.0,Madurai,Standard,68.0,1375.0,3.0,Two-Year,No
C0871,40.0,18000.0,Chennai,Basic,56.0,486.0,2.0,Monthly,No
C0872,29.0,85971.0,Chennai,Basic,1.0,,1.0,Monthly,Yes
C0873,25.0,89600.0,Coimbatore,Premium,37.0,2117.0,6.0,Monthly,No
C0874,25.0,63471.0,Chennai,Basic,11.0,346.0,2.0,Annual,Yes
C0875,52.0,18000.0,Coimbatore,Premium,18.0,1687.0,2.0,Monthly,Yes
C0876,43.0,44093.0,Chennai,Standard,18.0,864.0,1.0,Two-Year,No
C0877,44.0,102055.0,Chennai,Standard,45.0,1139.0,1.0,Monthly,Yes
C0878,54.0,18000.0,Madurai,Standard,15.0,1018.0,1.0,,No
C0879,45.0,,Coimbatore,Premium,19.0,2048.0,3.0,Monthly,Yes
C0880,48.0,39320.0,Coimbatore,Basic,17.0,446.0,3.0,Monthly,No
C0881,23.0,90919.0,Madurai,Basic,26.0,698.0,3.0,Annual,No
C0882,59.0,52447.0,Salem,Standard,48.0,1289.0,0.0,Annual,No
C0883,40.0,80503.0,Coimbatore,Standard,29.0,702.0,0.0,Monthly,No
C0884,27.0,84702.0,Madurai,Basic,24.0,713.0,4.0,Annual,Yes
C0885,57.0,117742.0,Trichy,Basic,38.0,689.0,2.0,Monthly,Yes
C0886,53.0,64724.0,Madurai,Basic,45.0,642.0,1.0,Annual,No
C0887,22.0,79777.0,Trichy,Basic,2.0,379.0,5.0,Monthly,Yes
C0888,28.0,31389.0,Salem,Basic,65.0,467.0,3.0,Annual,No
C0889,20.0,100951.0,Chennai,Premium,66.0,1856.0,1.0,Monthly,No
C0890,32.0,50227.0,Coimbatore,Basic,44.0,637.0,4.0,Two-Year,No
C0891,24.0,55420.0,Madurai,Premium,42.0,1842.0,0.0,Two-Year,No
C0892,52.0,69422.0,Trichy,Premium,51.0,2082.0,1.0,Two-Year,No
C0893,44.0,29365.0,Coimbatore,Basic,32.0,527.0,2.0,Two-Year,No
C0894,65.0,75948.0,Chennai,Standard,27.0,1151.0,3.0,Monthly,Yes
C0895,54.0,95154.0,Madurai,Standard,26.0,1120.0,3.0,Annual,Yes
C0896,48.0,77616.0,Chennai,Standard,12.0,1122.0,3.0,Monthly,No
C0897,43.0,28689.0,Salem,Basic,61.0,613.0,2.0,Two-Year,Yes
C0898,22.0,66781.0,Coimbatore,Basic,24.0,595.0,2.0,Monthly,Yes
C0899,23.0,89293.0,Salem,Basic,21.0,779.0,4.0,Monthly,No
C0900,,21172.0,Trichy,Standard,70.0,859.0,4.0,Annual,No
