name,gender,age,class,embarked,country,ticketno,fare,survived
"Kalvik, Mr. Johannes Halvorsen",male,21.0,3rd,S,Norway,8475.0,8.0808,0
"Kantor, Mr. Sinai",male,34.0,2nd,S,Russia,244367.0,26.0,0
"Kantor, Mrs. Miriam",female,24.0,2nd,S,Russia,244367.0,26.0,1
"Karajic, Mr. Milan",male,30.0,3rd,S,Hungary,349246.0,7.1711,0
"Karlsson, Mr. Einar Gervasius",male,21.0,3rd,S,Sweden,350053.0,7.1511,1
"Karlsson, Mr. Julius Konrad Eugen",male,33.0,3rd,S,Sweden,347465.0,7.1701,0
"Karlsson, Mr. Nils August",male,22.0,3rd,S,Sweden,350060.0,7.1005,0
"Karnes, Mrs. Claire",female,22.0,2nd,S,United States,13534.0,21.0,0
"Karun, Miss. Manca",female,5.0,3rd,C,Slovenia,349256.0,13.0804,1
"Karun, Mr. Franz",male,39.0,3rd,C,United States,349256.0,13.0804,1
"Katavelos, Mr. Vasilios G.",male,19.0,3rd,C,Greece,2682.0,7.0407,0
"Keane, Miss. Nora Agnes",female,46.0,2nd,Q,Ireland,226593.0,12.07,1
"Keane, Mr. Andrew",male,23.0,3rd,Q,Ireland,12460.0,7.15,0
"Keane, Mr. Daniel",male,35.0,2nd,Q,Ireland,233734.0,12.07,0
"Keefe, Mr. Arthur",male,39.0,3rd,S,United States,323592.0,7.05,0
"Keeping, Mr. Edwin Herbert",male,33.0,1st,S,England,113503.0,211.1,0
"Kelly, Miss. Anna Katherine",female,20.0,3rd,Q,Ireland,9234.0,7.15,1
"Kelly, Miss. Mary",female,22.0,3rd,Q,Ireland,14312.0,7.15,1
"Kelly, Mr. James",male,19.0,3rd,S,Scotland,363592.0,8.01,0
"Kelly, Mr. James",male,44.0,3rd,Q,Ireland,330911.0,7.1607,0
"Kelly, Mr. James",male,44.0,engineering crew,S,England,,,0
"Kelly, Mrs. Fanny Maria",female,49.0,2nd,S,England,223596.0,13.1,1
"Kennedy, Mr. John",male,24.0,3rd,Q,Ireland,368783.0,7.15,1
"Kent, Mr. Edward Austin",male,58.0,1st,C,United States,11771.0,29.14,0
"Kenyon, Mr. Frederick Roland",male,41.0,1st,S,United States,17464.0,51.1703,0
"Kenyon, Mrs. Marion Estelle",female,40.0,1st,S,United States,17464.0,51.1703,1
"Khalil, Mr. Betros",male,25.0,3rd,C,Lebanon,2660.0,14.0901,0
"Khalil, Mrs. Zahie",female,20.0,3rd,C,Lebanon,2660.0,14.0901,0
"Kiernan, Mr. John Joseph",male,25.0,3rd,Q,Ireland,367227.0,7.15,0
"Kiernan, Mr. Philip",male,22.0,3rd,Q,Ireland,367229.0,7.15,0
"Kilgannon, Mr. Thomas",male,22.0,3rd,Q,Ireland,36865.0,7.1409,0
"Kimball, Mr. Edwin Nelson Jr.",male,42.0,1st,S,United States,11753.0,52.1101,1
"Kimball, Mrs. Susan Gertrude",female,45.0,1st,S,United States,11753.0,52.1101,1
"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,3rd,S,Switzerland,315153.0,22.0,1
"Kink-Heilmann, Mrs. Luise",female,26.0,3rd,S,Switzerland,315153.0,22.0,1
"Kink, Miss. Maria",female,23.0,3rd,S,Switzerland,315152.0,8.1303,0
"Kink, Mr. Anton",male,29.0,3rd,S,Switzerland,315153.0,22.0,1
"Kink, Mr. Vincenz",male,26.0,3rd,S,Switzerland,315151.0,8.1303,0
"Kirkland, Fr. Charles Leonard",male,52.0,2nd,Q,United States,219533.0,12.07,0
"Klaber, Mr. Herman",male,41.0,1st,S,United States,113028.0,26.11,0
"Klasén, Miss. Gertrud Emilia",female,1.0,3rd,S,Sweden,350405.0,12.0308,0
"Klasén, Mr. Klas Albin",male,18.0,3rd,S,Sweden,350404.0,7.1701,0
"Klasén, Mrs. Hulda Kristina Eugenia",female,36.0,3rd,S,Sweden,350405.0,12.0308,0
"Knight, Mr. Robert",male,41.0,2nd,B,Northern Ireland,239855.0,,0
"Kraeff, Mr. Theodor",male,,3rd,C,Bulgaria,349253.0,7.1711,0
"Krekorian, Mr. Neshan",male,25.0,3rd,C,Turkey,2654.0,7.0407,1
"Kreuchen, Miss. Emilie",female,29.0,1st,S,,24160.0,211.0609,1
"Krins, Mr. Georges Alexandre",male,23.0,2nd,S,England,250654.0,,0
"Kutscher (Lithman), Mr. Simon",male,26.0,3rd,S,Scotland,251.0,7.11,0
"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,2nd,S,Sweden,18723.0,10.1,0
"Lahhūd Ishaq Mu'awwad, Mr. Sarkīs",male,35.0,3rd,C,Lebanon,2624.0,7.0406,0
"Lahtinen, Fr. William",male,35.0,2nd,S,United States,250651.0,26.0,0
"Lahtinen, Mrs. Anna Amelia",female,34.0,2nd,S,United States,250651.0,26.0,0
"Laitinen, Miss. Kristina Sofia",female,37.0,3rd,S,Finland,4135.0,9.1109,0
"Lamb, Mr. John J.",male,31.0,2nd,Q,Ireland,240261.0,10.1402,0
"Lam, Mr. Ali",male,38.0,3rd,S,China/Hong Kong,1601.0,56.0911,1
"Lam, Mr. Len",male,23.0,3rd,S,,1601.0,56.0911,0
"Landergren, Miss. Aurora Adelia",female,22.0,3rd,S,Sweden,7077.0,7.05,1
"Lane, Mr. Patrick",male,17.0,3rd,Q,Ireland,7935.0,7.15,0
"Lang, Mr. Fang",male,32.0,3rd,S,,1601.0,56.0911,1
"Laroche, Miss. Louise",female,1.0,2nd,C,France,2123.0,41.1107,1
"Laroche, Miss. Simonne Marie Anne Andrée",female,3.0,2nd,C,France,2123.0,41.1107,1
"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,2nd,C,France,2123.0,41.1107,0
"Laroche, Mrs. Juliette Marie Louise",female,22.0,2nd,C,France,2123.0,41.1107,1
"Larsson, Mr. August Viktor",male,29.0,3rd,S,United States,7545.0,9.0908,0
"Larsson, Mr. Bengt Edvin",male,29.0,3rd,S,Sweden,347067.0,7.1506,0
"Larsson, Mr. Edvard",male,22.0,3rd,S,Sweden,347065.0,7.1506,0
"Leader, Dr. Alice May",female,49.0,1st,S,United States,17465.0,25.1807,1
"Lefebvre, Master. Henry",male,5.0,3rd,S,,4133.0,25.0904,0
"Lefebvre, Miss. Ida",female,3.0,3rd,S,,4133.0,25.0904,0
"Lefebvre, Miss. Jeannie",female,8.0,3rd,S,,4133.0,25.0904,0
"Lefebvre, Miss. Mathilde",female,12.0,3rd,S,,4133.0,25.0904,0
"Lefebvre, Mrs. Frances Marie",female,40.0,3rd,S,,4133.0,25.0904,0
"Lehmann, Miss. Bertha",female,17.0,2nd,C,Switzerland,1748.0,12.0,1
"Leinonen, Mr. Antti Gustaf",male,32.0,3rd,S,Finland,3101292.0,7.1806,0
"Leitch, Miss. Jessie Wills",female,31.0,2nd,S,Scotland,248727.0,33.0,1
"Lemore, Mrs. Amelia",female,39.0,2nd,S,England,34260.0,10.1,1
"Lennon, Miss. Mary",female,18.0,3rd,Q,Ireland,370371.0,15.1,0
"Lennon, Mr. Denis",male,20.0,3rd,Q,Ireland,370371.0,15.1,0
"Leroy, Miss. Berthe",female,27.0,1st,C,France,17761.0,106.0806,1
"Lester, Mr. James",male,41.0,3rd,S,England,48871.0,24.03,0
"Lesueur, Mr. Gustave J.",male,35.0,1st,C,,17755.0,512.0607,1
"Lévy, Mr. René Jacques",male,37.0,2nd,S,Canada,2163.0,12.1706,0
"Lewy, Mr. Ervin G.",male,30.0,1st,C,United States,17612.0,27.1405,0
"Leyson, Mr. Robert William Norman",male,25.0,2nd,S,England,29566.0,10.1,0
"Lievens, Mr. René Aimé",male,24.0,3rd,S,Belgium,345781.0,9.1,0
"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,3rd,S,Sweden,347071.0,7.1506,0
"Lindblom, Miss. Augusta Charlotta",female,45.0,3rd,S,England,347073.0,7.15,0
"Lindeberg-Lind, Mr. Erik Gustaf",male,42.0,1st,S,Sweden,17475.0,26.11,0
"Lindell, Mr. Edvard Bengtsson",male,36.0,3rd,S,Sweden,349910.0,15.11,0
"Lindell, Mrs. Elin Gerda",female,30.0,3rd,S,Sweden,349910.0,15.11,0
"Lindqvist, Mr. Eino William",male,20.0,3rd,S,Finland,3101285.0,7.1806,1
"Lindström, Mrs. Sigrid",female,55.0,1st,C,Sweden,112377.0,27.1405,1
"Linehan, Mr. Michael",male,21.0,3rd,Q,Ireland,330971.0,7.1707,0
"Lines, Miss. Mary Conover",female,16.0,1st,C,France,17592.0,39.08,1
"Lines, Mrs. Elizabeth Lindsey",female,50.0,1st,C,United States,17592.0,39.08,1
"Lingane, Mr. John",male,61.0,2nd,Q,Ireland,235509.0,12.07,0
"Ling, Mr. Lee",male,28.0,3rd,S,,1601.0,56.0911,0
"Linhart, Mr. Wenzel",male,27.0,3rd,S,Austria,345775.0,9.1,0
"Livshin, Mr. David",male,25.0,3rd,S,Latvia,374887.0,7.05,0
"Lobb, Mrs. Cordelia",female,34.0,3rd,S,England,3336.0,16.02,0
"Lobb, Mr. William Arthur",male,31.0,3rd,S,England,3336.0,16.02,0
"Lockyer, Mr. Edward Thomas",male,19.0,3rd,S,England,1222.0,7.1707,0
"Longley, Miss. Gretchen Fiske",female,21.0,1st,C,United States,13502.0,77.1902,1
"Long, Mr. Milton Clyde",male,29.0,1st,S,United States,113501.0,30.0,0
"Loring, Mr. Joseph Holland",male,30.0,1st,S,United States,113801.0,45.1,0
"Louch, Mr. Charles",male,50.0,2nd,S,England,3085.0,26.0,0
"Louch, Mrs. Alice Adelaide",female,43.0,2nd,S,England,3085.0,26.0,1
"Lovell, Mr. John Hall",male,20.0,3rd,S,England,21173.0,7.05,0
"Lulic, Mr. Nikola",male,29.0,3rd,S,Croatia (Modern),315098.0,8.1303,1
"Lundahl, Mr. Johan Svensson",male,50.0,3rd,S,Sweden,347743.0,7.0101,0
"Lundin, Miss. Olga Elida",female,23.0,3rd,S,United States,347469.0,7.1701,1
"Lundström, Mr. Thure Edvin",male,32.0,3rd,S,Sweden,350403.0,7.1107,1
"Lurette, Miss. Eugénie Elise",female,59.0,1st,C,France,17569.0,146.1005,1
"Lymperopoulus, Mr. Panagiotis K.",male,30.0,3rd,C,Greece,2683.0,6.0809,0
"Lyntakoff, Mr. Stanko",male,44.0,3rd,S,,349235.0,7.1711,0
"MacKay, Mr. George William",male,20.0,3rd,S,Scotland,42795.0,7.11,0
"Mack, Mrs. Mary",female,57.0,2nd,S,England,3.0,10.1,0
"Madigan, Miss. Margaret",female,21.0,3rd,Q,Ireland,370370.0,7.15,1
"Madill, Miss. Georgette Alexandra",female,16.0,1st,S,United States,24160.0,211.0609,1
"Madsen, Mr. Fridtjof Arne",male,24.0,3rd,S,Norway,17369.0,7.021,1
"Mäenpää, Mr. Matti Alexanteri",male,22.0,3rd,S,Finland,3101275.0,7.0206,0
"Maguire, Mr. John Edward",male,30.0,1st,S,United States,110469.0,26.0,0
"Mahon, Miss. Bridget Delia",female,20.0,3rd,Q,Ireland,330924.0,7.1707,0
"Maioni, Miss. Roberta Elizabeth Mary",female,20.0,1st,S,England,110152.0,86.1,1
"Maisner, Mr. Simon",male,34.0,3rd,S,England,2816.0,8.01,0
"Mäkinen, Mr. Kalle Edvard",male,29.0,3rd,S,Finland,3101268.0,7.1806,0
"Malachard, Mr. Jean-Noël",male,25.0,2nd,C,France,237735.0,15.0,0
"Mallet, Master. André Clement",male,1.0,2nd,C,France,2079.0,37.0,1
"Mallet, Mr. Albert Denis Pierre",male,45.0,2nd,C,France,2079.0,37.0,0
"Mallet, Mrs. Antonine Marie",female,24.0,2nd,C,France,2079.0,37.0,1
"Māmā, Mr. Hannā Mikā'īl",male,18.0,3rd,C,Lebanon,2677.0,7.0407,1
"Mangan, Miss. Mary",female,32.0,3rd,Q,Ireland,364850.0,7.15,0
"Mangiavacchi, Mr. Serafino Emilio",male,30.0,2nd,C,United States,32861.0,15.1107,0
"Mannion, Miss. Margaret",female,28.0,3rd,Q,Ireland,36866.0,7.1409,1
"Mardirosian, Mr. Sarkis",male,25.0,3rd,C,Turkey,2655.0,7.0407,0
"Maréchal, Mr. Pierre",male,29.0,1st,C,France,11774.0,29.14,1
"Marinko, Mr. Dmitri",male,23.0,3rd,S,Yugoslavia,349238.0,7.1711,0
"Markoff, Mr. Marin",male,35.0,3rd,S,Bulgaria,349213.0,7.1711,0
"Markun, Mr. Johann",male,33.0,3rd,C,Slovenia,349257.0,7.1711,0
"Marvin, Mr. Daniel Warner",male,18.0,1st,S,United States,113773.0,53.02,0
"Marvin, Mrs. Mary Graham Carmichael",female,18.0,1st,S,Scotland,113773.0,53.02,1
"Matinoff, Mr. Nicola",male,30.0,3rd,C,Bulgaria,349255.0,7.1711,0
"Matthews, Mr. William John",male,23.0,2nd,S,England,28228.0,13.0,0
"Maybery, Mr. Frank Hubert",male,36.0,2nd,S,England,239059.0,16.0,0
"Mayné, Mlle. Berthe Antonine",female,24.0,1st,C,Belgium,17482.0,49.1001,1
"McCaffry, Mr. Thomas Francis",male,46.0,1st,S,Canada,13050.0,75.041,0
"McCarthy, Miss. Catherine",female,25.0,3rd,Q,Ireland,383123.0,7.15,1
"McCarthy, Mr. Timothy J.",male,55.0,1st,S,United States,17463.0,51.1703,0
"McCormack, Mr. Thomas Joseph",male,19.0,3rd,Q,United States,367228.0,7.15,1
"McCoy, Miss. Agnes",female,29.0,3rd,Q,Ireland,367226.0,23.05,1
"McCoy, Miss. Alice",female,26.0,3rd,Q,Ireland,367226.0,23.05,1
"McCoy, Mr. Bernard",male,24.0,3rd,Q,Ireland,367226.0,23.05,1
"McCrae, Mr. Arthur Gordon",male,32.0,2nd,S,Australia,237216.0,13.1,0
"McCrie, Mr. James Matthew",male,32.0,2nd,S,Canada,233478.0,13.0,0
"McDermott, Miss. Bridget Delia",female,31.0,3rd,Q,Ireland,330932.0,7.1508,1
"McEvoy, Mr. Michael",male,20.0,3rd,Q,Ireland,36568.0,15.1,0
"McGough, Mr. James Robert",male,35.0,1st,S,Ireland,17473.0,26.0509,1
"McGovern, Ms. Mary",female,22.0,3rd,Q,Ireland,330931.0,7.1707,1
"McGowan, Miss. Anna Louise",female,17.0,3rd,Q,United States,330923.0,8.0,1
"McGowan, Miss. Catherine",female,42.0,3rd,Q,Ireland,9232.0,7.15,0
"McKane, Mr. Peter Daniel",male,46.0,2nd,S,Channel Islands,28403.0,26.0,0
"McMahon, Mr. Martin",male,19.0,3rd,Q,Ireland,370372.0,7.15,0
"McNamee, Mr. Neal",male,27.0,3rd,S,England,376566.0,16.02,0
"McNamee, Mrs. Eileen",female,19.0,3rd,S,England,376566.0,16.02,0
"McNeill, Miss. Bridget",female,32.0,3rd,Q,Ireland,370368.0,7.15,0
"Meanwell, Mrs. Marian",female,62.0,3rd,S,England,392087.0,8.01,0
"Meehan, Mr. John",male,22.0,3rd,Q,Ireland,3130.0,7.15,0
"Meek, Mrs. Annie Louisa",female,32.0,3rd,S,England,343095.0,8.01,0
"Mellinger, Miss. Violet Madeline",female,13.0,2nd,S,England,250644.0,19.1,1
"Mellinger, Mrs. Elizabeth Anne",female,42.0,2nd,S,England,250644.0,19.1,1
"Mellors, Mr. William John",male,19.0,2nd,S,England,751.0,10.1,1
"Meo (Martino), Mr. Alfonzo",male,48.0,3rd,S,Italy,11206.0,8.01,0
"Mernagh, Mr. Robert",male,28.0,3rd,Q,Ireland,368703.0,7.15,0
"Meyer, Mr. August",male,31.0,2nd,S,England,248723.0,13.0,0
"Meyer, Mr. Edgar Joseph",male,28.0,1st,C,United States,17604.0,82.0305,0
"Meyer, Mrs. Leila",female,25.0,1st,C,United States,17604.0,82.0305,1
"Midtsjø, Mr. Karl Albert",male,21.0,3rd,S,Norway,345501.0,7.1506,1
"Mihoff, Mr. Stoytcho",male,28.0,3rd,S,Bulgaria,349207.0,7.1711,0
"Miles, Mr. Frank",male,23.0,3rd,S,England,359306.0,8.01,0
"Millet, Mr. Francis Davis",male,65.0,1st,C,United States,13509.0,26.11,0
"Milling, Mr. Jacob Christian",male,48.0,2nd,S,Denmark,234360.0,13.0,0
"Minahan, Dr. William Edward",male,44.0,1st,Q,United States,19928.0,90.0,0
"Minahan, Miss. Daisy E.",female,33.0,1st,Q,United States,19928.0,90.0,1
"Minahan, Mrs. Lillian E.",female,37.0,1st,Q,United States,19928.0,90.0,1
"Mineff, Mr. Ivan",male,24.0,3rd,S,,349233.0,7.1711,0
"Minkoff, Mr. Lazar",male,21.0,3rd,S,Bulgaria,349211.0,7.1711,0
"Mitchell, Mr. Henry Michael",male,72.0,2nd,S,England,24580.0,10.1,0
"Mitkoff, Mr. Mito",male,23.0,3rd,S,,349221.0,7.1711,0
"Mockler, Miss. Ellen Mary",female,23.0,3rd,Q,Ireland,330980.0,7.1707,1
"Mock, Mr. Philipp Edmund",male,30.0,1st,C,United States,13236.0,57.15,1
"Moen, Mr. Sigurd Hansen",male,27.0,3rd,S,Norway,348123.0,7.13,0
"Molson, Mr. Harry Markland",male,55.0,1st,S,Canada,113787.0,30.1,0
"Montvila, Fr. Juozas",male,27.0,2nd,S,England,211536.0,13.0,0
"Moore, Mr. Clarence Bloomfield",male,47.0,1st,S,United States,113796.0,42.08,0
"Moore, Mr. Leonard Charles",male,19.0,3rd,S,England,54510.0,8.01,0
"Moor, Master. Meier",male,7.0,3rd,S,,392096.0,12.0906,1
"Moor, Mrs. Beila",female,29.0,3rd,S,,392096.0,12.0906,1
"Moran, Miss. Bridget",female,28.0,3rd,Q,Ireland,371110.0,24.03,1
"Moran, Mr. Daniel J.",male,28.0,3rd,Q,Ireland,371110.0,24.03,0
"Moraweck, Dr. Ernest",male,54.0,2nd,S,United States,29011.0,14.0,0
"Morley, Mr. Henry Samuel",male,38.0,2nd,S,England,250655.0,26.0,0
"Morley, Mr. William",male,34.0,3rd,S,England,364506.0,8.01,0
"Morrow, Mr. Thomas Rowan",male,30.0,3rd,Q,Ireland,372622.0,7.15,0
"Moss, Mr. Albert Johan",male,29.0,3rd,S,Norway,312991.0,7.1506,1
"Moussa, Mrs. Mantoura Boulos",female,35.0,3rd,C,Lebanon,2626.0,7.0407,1
"Moutal, Mr. Rahamin Haim",male,28.0,3rd,S,England,374746.0,8.01,0
"Mubārik, Master. Halīm",male,4.0,3rd,C,Lebanon,2661.0,15.0411,1
"Mubārik, Master. Jirjis",male,7.0,3rd,C,Lebanon,2661.0,15.0411,1
"Mubārik, Mrs. Amīnah",female,25.0,3rd,C,Lebanon,2661.0,15.0411,1
"Mudd, Mr. Thomas Cupper",male,17.0,2nd,S,England,3.0,10.1,0
"Mullin, Miss. Catherine",female,21.0,3rd,Q,Ireland,35852.0,7.1408,1
"Mulvihill, Miss. Bridget Elizabeth",female,25.0,3rd,Q,Ireland,382653.0,7.15,1
"Murdlin, Mr. Joseph",male,22.0,3rd,S,England,3235.0,8.01,0
"Murphy, Miss. Catherine",female,18.0,3rd,Q,Ireland,367230.0,15.1,1
"Murphy, Miss. Margaret Jane",female,25.0,3rd,Q,Ireland,367230.0,15.1,1
"Murphy, Miss. Nora",female,31.0,3rd,Q,Ireland,36568.0,15.1,1
"Muslamānī, Mrs. Fatīmah Muhammad",female,22.0,3rd,C,Lebanon,2649.0,7.0406,1
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,3rd,S,Sweden,347078.0,7.15,0
"Myles, Mr. Thomas Francis",male,63.0,2nd,Q,Ireland,240276.0,9.1309,0
"Naidenoff, Mr. Penko",male,22.0,3rd,S,Bulgaria,349206.0,7.1711,0
"Najib Kiamie, Miss. Adele",female,15.0,3rd,C,Lebanon,2667.0,7.0406,1
"Nakhli, Mr. Toufik",male,17.0,3rd,C,Lebanon,2641.0,7.0407,0
"Nakid, Miss. Maria",female,1.0,3rd,C,Lebanon,2653.0,15.140999999999998,1
"Nakid, Mr. Sahid",male,21.0,3rd,C,Lebanon,2653.0,15.140999999999998,1
"Nakid, Mrs. Waika",female,19.0,3rd,C,Lebanon,2653.0,15.140999999999998,1
"Nancarrow, Mr. William Henry",male,36.0,3rd,S,England,3338.0,8.01,0
"Nankoff, Mr. Minko",male,32.0,3rd,S,,349218.0,7.1711,0
"Nasr 'Almā, Mr. Mustafà",male,20.0,3rd,C,Lebanon,2652.0,7.0407,0
"Nasser, Mr. Nicholas",male,28.0,2nd,C,United States,237736.0,30.0105,0
"Nasser, Mrs. Adele",female,14.0,2nd,C,Lebanon,237736.0,30.0105,1
"Nassr Rizq, Mr. Saade",male,20.0,3rd,C,Lebanon,2676.0,7.0406,0
"Natsch, Mr. Charles",male,36.0,1st,C,United States,17596.0,29.14,0
"Naughton, Miss. Hannah",female,21.0,3rd,Q,Ireland,365237.0,7.15,0
"Navratil, Master. Edmond Roger",male,2.0,2nd,S,France,230080.0,26.0,1
"Navratil, Master. Michel Marcel",male,3.0,2nd,S,France,230080.0,26.0,1
"Navratil, Mr. Michel",male,32.0,2nd,S,Slovakia (Modern day),230080.0,26.0,0
"Nenkov, Mr. Hristo",male,22.0,3rd,S,,349234.0,7.1711,0
"Nesson, Mr. Israel",male,26.0,2nd,S,England,244368.0,13.0,0
"Newell, Miss. Madeleine",female,31.0,1st,C,United States,35273.0,113.0506,1
"Newell, Miss. Marjorie Anne",female,23.0,1st,C,United States,35273.0,113.0506,1
"Newell, Mr. Arthur Webster",male,58.0,1st,C,United States,35273.0,113.0506,0
"Newsom, Miss. Helen Monypeny",female,19.0,1st,S,United States,11752.0,26.0508,1
"Nicholls, Mr. Joseph Charles",male,19.0,2nd,S,England,33112.0,36.15,0
"Nicholson, Mr. Arthur Ernest",male,60.0,1st,S,England,693.0,26.0,0
"Nieminen, Miss. Manta Josefina",female,29.0,3rd,S,Finland,3101297.0,7.1806,0
"Niklasson, Mr. Samuel",male,28.0,3rd,S,Sweden,363611.0,8.01,0
"Nilsson, Miss. Berta Olivia",female,18.0,3rd,S,Sweden,347066.0,7.1506,1
"Nilsson, Miss. Helmina Josefina",female,26.0,3rd,S,Sweden,347470.0,7.1701,1
"Nilsson, Mr. August Ferdinand",male,21.0,3rd,S,Sweden,350410.0,7.1701,0
"Nīqūla Yārid, Master. Ilyās",male,11.0,3rd,C,Lebanon,2651.0,11.040999999999999,1
"Nīqūla Yārid, Miss. Jamilah",female,14.0,3rd,C,Lebanon,2651.0,11.040999999999999,1
"Nirva, Mr. Iisakki Antino Äijö",male,41.0,3rd,S,Finland,3101272.0,7.0206,0
"Niskänen, Mr. Juha",male,39.0,3rd,S,United States,3101289.0,7.1806,1
"Nofal, Mr. Mansouer",male,20.0,3rd,C,Lebanon,2697.0,7.0407,0
"Norman, Mr. Robert Douglas",male,27.0,2nd,S,Scotland,218629.0,13.1,0
"Nosworthy, Mr. Richard Cater",male,21.0,3rd,S,England,39886.0,7.16,0
"Nourney, Mr. Alfred",male,20.0,1st,C,Germany,2166.0,13.1703,1
"Nye, Mrs. Elizabeth",female,29.0,2nd,S,United States,29395.0,10.1,1
"Nysten, Miss. Anna Sofia",female,22.0,3rd,S,Sweden,347081.0,7.15,1
"Nysveen, Mr. Johan Hansen",male,60.0,3rd,S,Norway,345364.0,6.0409,0
"O'Brien, Mr. Denis",male,21.0,3rd,Q,Ireland,330979.0,7.1607,0
"O'Brien, Mrs. Johanna",female,26.0,3rd,Q,Ireland,370365.0,15.1,1
"O'Brien, Mr. Thomas",male,27.0,3rd,Q,Ireland,370365.0,15.1,0
"O'Connell, Mr. Patrick Denis",male,18.0,3rd,Q,Ireland,334912.0,7.1408,0
"O'Connor, Mr. Maurice",male,17.0,3rd,Q,Ireland,371060.0,7.15,0
"O'Connor, Mr. Patrick",male,23.0,3rd,Q,Ireland,366713.0,7.15,0
"Ödahl, Mr. Nils Martin",male,23.0,3rd,S,Sweden,7267.0,9.0406,0
"O'Dwyer, Miss. Ellen",female,24.0,3rd,Q,Ireland,330959.0,7.1707,1
"Öhman, Miss. Velin",female,22.0,3rd,S,Sweden,347085.0,7.1506,1
"O'Keefe, Mr. Patrick",male,21.0,3rd,Q,Ireland,368402.0,7.15,1
"O'Leary, Miss. Hanora",female,16.0,3rd,Q,Ireland,330919.0,7.1607,1
"Oliva y Ocana, Doña. Fermina",female,39.0,1st,C,Spain,17758.0,108.18,1
"Olsen, Master. Artur Karl",male,9.0,3rd,S,Norway,17368.0,3.0305,1
"Olsen, Mr. Henry Margido",male,28.0,3rd,S,Norway,4001.0,22.1006,0
"Olsen, Mr. Karl Siegwart Andreas",male,42.0,3rd,S,United States,4579.0,8.0801,0
"Olsen, Mr. Ole Martin",male,27.0,3rd,S,Norway,265302.0,7.0603,0
"Olsson, Miss. Elina",female,31.0,3rd,S,Sweden,350407.0,7.1701,0
"Olsson, Mr. Nils Johan Göransson",male,28.0,3rd,S,Sweden,347464.0,7.1701,0
"Olsson, Mr. Oscar Wilhelm",male,32.0,3rd,S,Sweden,347079.0,7.1506,1
"Olsvigen, Mr. Thor Anderson",male,20.0,3rd,S,Norway,6563.0,9.0406,0
"Omont, Mr. Alfred Fernand",male,29.0,1st,C,France,12998.0,25.141,1
"Oreskovic, Miss. Jelka",female,23.0,3rd,S,Croatia,315085.0,8.1303,0
"Oreskovic, Miss. Marija",female,20.0,3rd,S,Croatia,315096.0,8.1303,0
"Oreskovic, Mr. Luka",male,20.0,3rd,S,Croatia,315094.0,8.1303,0
"Osén, Mr. Olaf Elon",male,16.0,3rd,S,Sweden,7534.0,9.0404,0
"Østby, Miss. Helen Ragnhild",female,22.0,1st,S,United States,113509.0,61.1907,1
"Ostby, Mr. Engelhart Cornelius",male,64.0,1st,S,United States,113509.0,61.1907,0
"O'Sullivan, Miss. Bridget Mary",female,21.0,3rd,Q,Ireland,330909.0,7.1207,0
"Otter, Mr. Richard",male,38.0,2nd,S,United States,28213.0,13.0,0
"Oviés y Rodríguez, Mr. Servando José Florentino",male,36.0,1st,C,Cuba,17562.0,27.1405,0
"Oxenham, Mr. Percy Thomas",male,22.0,2nd,S,England,14260.0,10.1,1
"Padron Manent, Mr. Julian",male,27.0,2nd,C,Spain,2146.0,13.1703,1
"Pain, Dr. Alfred",male,23.0,2nd,S,Canada,244278.0,10.1,0
"Pallàs i Castelló, Sr. Emili",male,29.0,2nd,C,Spain,2147.0,13.1702,1
"Pålsson, Master. Gösta Leonard",male,2.0,3rd,S,Sweden,349909.0,21.0106,0
"Pålsson, Master. Paul Folke",male,6.0,3rd,S,Sweden,349909.0,21.0106,0
"Pålsson, Miss. Stina Viola",female,3.0,3rd,S,Sweden,349909.0,21.0106,0
"Pålsson, Miss. Torborg Danira",female,8.0,3rd,S,Sweden,349909.0,21.0106,0
"Pålsson, Mrs. Alma Cornelia",female,29.0,3rd,S,Sweden,349909.0,21.0106,0
"Panula, Master. Eino Viljam",male,1.0,3rd,S,Finland,3101295.0,39.1309,0
"Panula, Master. Jaako Arnold",male,15.0,3rd,S,United States,3101295.0,39.1309,0
"Panula, Master. Juha Niilo",male,7.0,3rd,S,Finland,3101295.0,39.1309,0
"Panula, Master. Urho Abraham",male,2.0,3rd,S,Finland,3101295.0,39.1309,0
"Panula, Mr. Ernesti Arvid",male,16.0,3rd,S,Finland,3101295.0,39.1309,0
"Panula, Mrs. Maija Emelia Abrahamintytar",female,41.0,3rd,S,Finland,3101295.0,39.1309,0
"Parker, Mr. Clifford Richard",male,17.0,2nd,S,Channel Islands,14888.0,10.1,0
"Parkes, Mr. Francis",male,21.0,2nd,B,Northern Ireland,239853.0,,0
"Parrish, Mrs. Lutie Davis",female,59.0,2nd,S,United States,230433.0,26.0,1
"Parr, Mr. William Henry Marsh",male,30.0,1st,B,England,112052.0,,0
"Partner, Mr. Austin",male,40.0,1st,S,England,113043.0,28.1,0
"Pasic, Mr. Jakob",male,21.0,3rd,S,Slovenia,315097.0,8.1303,0
