InvoiceNo,InvoiceDate,CustomerID,Description,Category,Quantity,UnitPrice,Profile_Source_For_Mentor,TotalAmount
502149,2025-06-02,10321,Coffee Powder,Grocery,1,170.05,At Risk,170.05
502149,2025-06-02,10321,Sugar,Grocery,2,52.62,At Risk,105.24
502149,2025-06-02,10321,Milk,Grocery,1,34.38,At Risk,34.38
502376,2025-06-02,10349,Lunch Box,Lifestyle,1,354.18,At Risk,354.18
502376,2025-06-02,10349,Water Bottle,Lifestyle,1,235.04,At Risk,235.04
502376,2025-06-02,10349,USB Cable,Tech,1,182.28,At Risk,182.28
500068,2025-06-03,10008,Novel,Books,1,281.66,At Risk,281.66
500068,2025-06-03,10008,Exam Guide,Books,1,390.55,At Risk,390.55
501246,2025-06-03,10182,Coffee Powder,Grocery,2,185.53,High Value Rare,371.06
501246,2025-06-03,10182,Sugar,Grocery,1,52.65,High Value Rare,52.65
501246,2025-06-03,10182,Milk,Grocery,2,32.94,High Value Rare,65.88
501403,2025-06-03,10208,Tea Pack,Grocery,2,121.97,Champions,243.94
501403,2025-06-03,10208,Sugar,Grocery,1,58.59,Champions,58.59
501403,2025-06-03,10208,Milk,Grocery,1,38.77,Champions,38.77
501403,2025-06-03,10208,Tea Pack,Grocery,1,114.68,Champions,114.68
501459,2025-06-03,10214,Yoga Mat,Fitness,2,695.96,At Risk,1391.92
501459,2025-06-03,10214,Protein Bar,Fitness,1,79.62,At Risk,79.62
501459,2025-06-03,10214,Water Bottle,Lifestyle,2,250.34,At Risk,500.68
500030,2025-06-04,10004,Baby Diapers,Baby Care,3,572.91,Champions,1718.73
500030,2025-06-04,10004,Baby Wipes,Baby Care,1,188.53,Champions,188.53
500030,2025-06-04,10004,Baby Lotion,Baby Care,1,234.36,Champions,234.36
500287,2025-06-04,10041,Lunch Box,Lifestyle,4,372.87,New,1491.48
500287,2025-06-04,10041,Water Bottle,Lifestyle,3,224.74,New,674.22
500517,2025-06-04,10077,Coffee Powder,Grocery,2,177.65,Champions,355.3
500517,2025-06-04,10077,Sugar,Grocery,1,56.09,Champions,56.09
500517,2025-06-04,10077,Milk,Grocery,1,35.83,Champions,35.83
500818,2025-06-04,10122,Yoga Mat,Fitness,1,638.75,Loyal,638.75
500818,2025-06-04,10122,Protein Bar,Fitness,1,87.83,Loyal,87.83
500818,2025-06-04,10122,Water Bottle,Lifestyle,1,242.16,Loyal,242.16
500818,2025-06-04,10122,Butter,Grocery,2,93.79,Loyal,187.58
500900,2025-06-04,10134,Phone Case,Tech,2,311.49,High Value Rare,622.98
500900,2025-06-04,10134,Screen Guard,Tech,2,210.77,High Value Rare,421.54
500900,2025-06-04,10134,USB Cable,Tech,1,194.03,High Value Rare,194.03
501113,2025-06-04,10164,Coffee Powder,Grocery,1,175.3,Champions,175.3
501113,2025-06-04,10164,Sugar,Grocery,2,47.61,Champions,95.22
501113,2025-06-04,10164,Milk,Grocery,1,34.42,Champions,34.42
501113,2025-06-04,10164,Pen Pack,Stationery,1,43.06,Champions,43.06
501256,2025-06-04,10185,Dog Food,Pet Care,1,787.09,At Risk,787.09
501256,2025-06-04,10185,Pet Shampoo,Pet Care,1,251.36,At Risk,251.36
501329,2025-06-04,10200,Baby Diapers,Baby Care,2,559.96,At Risk,1119.92
501329,2025-06-04,10200,Baby Wipes,Baby Care,2,186.69,At Risk,373.38
501329,2025-06-04,10200,Baby Lotion,Baby Care,1,220.11,At Risk,220.11
501329,2025-06-04,10200,Bread,Grocery,1,48.72,At Risk,48.72
501864,2025-06-04,10281,Dog Food,Pet Care,3,798.54,Loyal,2395.62
501864,2025-06-04,10281,Pet Shampoo,Pet Care,2,283.29,Loyal,566.58
502318,2025-06-04,10342,Yoga Mat,Fitness,4,679.22,Champions,2716.88
502318,2025-06-04,10342,Protein Bar,Fitness,1,84.51,Champions,84.51
502318,2025-06-04,10342,Water Bottle,Lifestyle,1,244.74,Champions,244.74
500887,2025-06-05,10132,Tea Pack,Grocery,1,112.04,Champions,112.04
500887,2025-06-05,10132,Sugar,Grocery,1,56.35,Champions,56.35
500887,2025-06-05,10132,Milk,Grocery,1,35.75,Champions,35.75
500887,2025-06-05,10132,Highlighter,Stationery,3,75.35,Champions,226.05
501021,2025-06-05,10151,Dog Food,Pet Care,1,789.07,Loyal,789.07
501021,2025-06-05,10151,Pet Shampoo,Pet Care,1,247.92,Loyal,247.92
501021,2025-06-05,10151,Lunch Box,Lifestyle,1,378.63,Loyal,378.63
501951,2025-06-05,10293,Yoga Mat,Fitness,4,703.0,Loyal,2812.0
501951,2025-06-05,10293,Protein Bar,Fitness,1,87.51,Loyal,87.51
501951,2025-06-05,10293,Water Bottle,Lifestyle,2,279.56,Loyal,559.12
502026,2025-06-05,10303,Lunch Box,Lifestyle,1,352.12,At Risk,352.12
502026,2025-06-05,10303,Water Bottle,Lifestyle,1,245.42,At Risk,245.42
502248,2025-06-05,10333,Coffee Powder,Grocery,1,174.52,Champions,174.52
502248,2025-06-05,10333,Sugar,Grocery,1,53.4,Champions,53.4
502248,2025-06-05,10333,Milk,Grocery,1,31.57,Champions,31.57
502248,2025-06-05,10333,Jam,Grocery,2,112.98,Champions,225.96
500096,2025-06-06,10014,Phone Case,Tech,1,302.42,Loyal,302.42
500096,2025-06-06,10014,Screen Guard,Tech,1,204.36,Loyal,204.36
500096,2025-06-06,10014,USB Cable,Tech,1,153.13,Loyal,153.13
500227,2025-06-06,10033,Dog Food,Pet Care,1,781.4,High Value Rare,781.4
500227,2025-06-06,10033,Pet Shampoo,Pet Care,1,253.53,High Value Rare,253.53
500963,2025-06-06,10144,Notebook,Stationery,1,62.76,Loyal,62.76
500963,2025-06-06,10144,Pen Pack,Stationery,1,40.44,Loyal,40.44
500963,2025-06-06,10144,Highlighter,Stationery,1,74.79,Loyal,74.79
500963,2025-06-06,10144,Protein Bar,Fitness,2,88.87,Loyal,177.74
501114,2025-06-06,10164,Yoga Mat,Fitness,1,636.24,Champions,636.24
501114,2025-06-06,10164,Protein Bar,Fitness,2,94.85,Champions,189.7
501114,2025-06-06,10164,Water Bottle,Lifestyle,1,284.21,Champions,284.21
501114,2025-06-06,10164,Exam Guide,Books,2,454.8,Champions,909.6
501177,2025-06-06,10173,Yoga Mat,Fitness,1,688.72,Loyal,688.72
501177,2025-06-06,10173,Protein Bar,Fitness,1,96.24,Loyal,96.24
501177,2025-06-06,10173,Water Bottle,Lifestyle,1,228.08,Loyal,228.08
501560,2025-06-06,10227,Phone Case,Tech,2,295.92,Loyal,591.84
501560,2025-06-06,10227,Screen Guard,Tech,1,219.62,Loyal,219.62
501560,2025-06-06,10227,USB Cable,Tech,1,193.48,Loyal,193.48
501560,2025-06-06,10227,Pet Shampoo,Pet Care,1,232.65,Loyal,232.65
501699,2025-06-06,10251,Dog Food,Pet Care,2,735.97,Loyal,1471.94
501699,2025-06-06,10251,Pet Shampoo,Pet Care,1,259.74,Loyal,259.74
501714,2025-06-06,10254,Dog Food,Pet Care,1,748.51,Champions,748.51
501714,2025-06-06,10254,Pet Shampoo,Pet Care,1,271.1,Champions,271.1
501729,2025-06-06,10257,Tea Pack,Grocery,1,117.45,At Risk,117.45
501729,2025-06-06,10257,Sugar,Grocery,1,54.56,At Risk,54.56
501729,2025-06-06,10257,Milk,Grocery,1,32.04,At Risk,32.04
501729,2025-06-06,10257,Phone Case,Tech,1,276.93,At Risk,276.93
500134,2025-06-07,10020,Baby Diapers,Baby Care,1,574.15,At Risk,574.15
500134,2025-06-07,10020,Baby Wipes,Baby Care,1,180.48,At Risk,180.48
500134,2025-06-07,10020,Baby Lotion,Baby Care,2,214.86,At Risk,429.72
500790,2025-06-07,10114,Baby Diapers,Baby Care,2,539.92,At Risk,1079.84
500790,2025-06-07,10114,Baby Wipes,Baby Care,3,173.88,At Risk,521.64
500790,2025-06-07,10114,Baby Lotion,Baby Care,1,249.18,At Risk,249.18
500836,2025-06-07,10124,Notebook,Stationery,1,56.09,Loyal,56.09
500836,2025-06-07,10124,Pen Pack,Stationery,1,39.12,Loyal,39.12
500836,2025-06-07,10124,Highlighter,Stationery,1,82.03,Loyal,82.03
500924,2025-06-07,10138,Novel,Books,1,252.74,Loyal,252.74
500924,2025-06-07,10138,Exam Guide,Books,2,417.8,Loyal,835.6
500924,2025-06-07,10138,Yoga Mat,Fitness,1,624.96,Loyal,624.96
500973,2025-06-07,10145,Notebook,Stationery,1,61.39,Champions,61.39
500973,2025-06-07,10145,Pen Pack,Stationery,1,40.11,Champions,40.11
500973,2025-06-07,10145,Highlighter,Stationery,1,74.42,Champions,74.42
501870,2025-06-07,10282,Novel,Books,1,273.3,Loyal,273.3
501870,2025-06-07,10282,Exam Guide,Books,1,438.08,Loyal,438.08
501870,2025-06-07,10282,Pet Shampoo,Pet Care,1,261.95,Loyal,261.95
501952,2025-06-07,10293,Coffee Powder,Grocery,1,178.37,Loyal,178.37
501952,2025-06-07,10293,Sugar,Grocery,2,56.15,Loyal,112.3
501952,2025-06-07,10293,Milk,Grocery,1,36.55,Loyal,36.55
502249,2025-06-07,10333,Notebook,Stationery,1,54.97,Champions,54.97
502249,2025-06-07,10333,Pen Pack,Stationery,1,42.06,Champions,42.06
502249,2025-06-07,10333,Highlighter,Stationery,1,72.5,Champions,72.5
502377,2025-06-07,10349,Tea Pack,Grocery,2,129.93,At Risk,259.86
502377,2025-06-07,10349,Sugar,Grocery,1,60.83,At Risk,60.83
502377,2025-06-07,10349,Milk,Grocery,1,35.9,At Risk,35.9
502377,2025-06-07,10349,Bread,Grocery,2,49.54,At Risk,99.08
500577,2025-06-08,10083,Baby Diapers,Baby Care,1,568.8,Champions,568.8
500577,2025-06-08,10083,Baby Wipes,Baby Care,2,189.63,Champions,379.26
500577,2025-06-08,10083,Baby Lotion,Baby Care,1,241.35,Champions,241.35
500577,2025-06-08,10083,Yoga Mat,Fitness,1,604.4,Champions,604.4
500736,2025-06-08,10108,Yoga Mat,Fitness,1,680.58,Loyal,680.58
500736,2025-06-08,10108,Protein Bar,Fitness,1,98.53,Loyal,98.53
500736,2025-06-08,10108,Water Bottle,Lifestyle,3,257.45,Loyal,772.35
500736,2025-06-08,10108,Baby Diapers,Baby Care,1,550.49,Loyal,550.49
501549,2025-06-08,10225,Dog Food,Pet Care,1,864.58,Loyal,864.58
501549,2025-06-08,10225,Pet Shampoo,Pet Care,1,267.66,Loyal,267.66
501687,2025-06-08,10250,Notebook,Stationery,1,58.75,Loyal,58.75
501687,2025-06-08,10250,Pen Pack,Stationery,1,40.77,Loyal,40.77
501687,2025-06-08,10250,Highlighter,Stationery,1,72.52,Loyal,72.52
502082,2025-06-08,10312,Yoga Mat,Fitness,1,635.37,Champions,635.37
502082,2025-06-08,10312,Protein Bar,Fitness,1,91.29,Champions,91.29
502082,2025-06-08,10312,Water Bottle,Lifestyle,1,252.22,Champions,252.22
501098,2025-06-09,10162,Notebook,Stationery,1,65.37,At Risk,65.37
501098,2025-06-09,10162,Pen Pack,Stationery,1,36.76,At Risk,36.76
501098,2025-06-09,10162,Highlighter,Stationery,2,68.94,At Risk,137.88
501178,2025-06-09,10173,Lunch Box,Lifestyle,1,369.68,Loyal,369.68
501178,2025-06-09,10173,Water Bottle,Lifestyle,1,242.04,Loyal,242.04
501301,2025-06-09,10193,Phone Case,Tech,2,293.91,At Risk,587.82
501301,2025-06-09,10193,Screen Guard,Tech,1,201.17,At Risk,201.17
501301,2025-06-09,10193,USB Cable,Tech,2,186.28,At Risk,372.56
502187,2025-06-09,10327,Coffee Powder,Grocery,2,193.45,At Risk,386.9
502187,2025-06-09,10327,Sugar,Grocery,1,56.71,At Risk,56.71
502187,2025-06-09,10327,Milk,Grocery,1,35.45,At Risk,35.45
502227,2025-06-09,10331,Baby Diapers,Baby Care,1,543.35,At Risk,543.35
502227,2025-06-09,10331,Baby Wipes,Baby Care,2,176.96,At Risk,353.92
502227,2025-06-09,10331,Baby Lotion,Baby Care,1,278.97,At Risk,278.97
500819,2025-06-10,10122,Dog Food,Pet Care,1,742.57,Loyal,742.57
500819,2025-06-10,10122,Pet Shampoo,Pet Care,1,254.21,Loyal,254.21
500988,2025-06-10,10146,Lunch Box,Lifestyle,1,357.55,At Risk,357.55
500988,2025-06-10,10146,Water Bottle,Lifestyle,1,252.52,At Risk,252.52
500988,2025-06-10,10146,Baby Diapers,Baby Care,1,574.77,At Risk,574.77
501139,2025-06-10,10168,Yoga Mat,Fitness,1,638.43,Champions,638.43
501139,2025-06-10,10168,Protein Bar,Fitness,1,82.08,Champions,82.08
501139,2025-06-10,10168,Water Bottle,Lifestyle,2,265.16,Champions,530.32
501313,2025-06-10,10195,Novel,Books,4,237.32,Loyal,949.28
501313,2025-06-10,10195,Exam Guide,Books,1,437.59,Loyal,437.59
501600,2025-06-10,10235,Baby Diapers,Baby Care,1,502.49,At Risk,502.49
501600,2025-06-10,10235,Baby Wipes,Baby Care,2,191.82,At Risk,383.64
501600,2025-06-10,10235,Baby Lotion,Baby Care,1,238.91,At Risk,238.91
502042,2025-06-10,10307,Novel,Books,1,243.26,Loyal,243.26
502042,2025-06-10,10307,Exam Guide,Books,1,439.67,Loyal,439.67
502042,2025-06-10,10307,Milk,Grocery,1,35.06,Loyal,35.06
502368,2025-06-10,10348,Bread,Grocery,1,44.44,Loyal,44.44
502368,2025-06-10,10348,Butter,Grocery,1,98.18,Loyal,98.18
502368,2025-06-10,10348,Jam,Grocery,1,106.06,Loyal,106.06
500097,2025-06-11,10014,Coffee Powder,Grocery,1,172.89,Loyal,172.89
500097,2025-06-11,10014,Sugar,Grocery,1,55.19,Loyal,55.19
500097,2025-06-11,10014,Milk,Grocery,2,35.94,Loyal,71.88
500425,2025-06-11,10063,Coffee Powder,Grocery,1,181.32,Loyal,181.32
500425,2025-06-11,10063,Sugar,Grocery,1,58.58,Loyal,58.58
500425,2025-06-11,10063,Milk,Grocery,2,31.35,Loyal,62.7
500633,2025-06-11,10091,Dog Food,Pet Care,1,750.96,At Risk,750.96
500633,2025-06-11,10091,Pet Shampoo,Pet Care,1,248.3,At Risk,248.3
500720,2025-06-11,10106,Tea Pack,Grocery,1,123.44,Loyal,123.44
500720,2025-06-11,10106,Sugar,Grocery,1,53.82,Loyal,53.82
500720,2025-06-11,10106,Milk,Grocery,1,35.16,Loyal,35.16
500720,2025-06-11,10106,Novel,Books,1,244.76,Loyal,244.76
500731,2025-06-11,10107,Yoga Mat,Fitness,1,744.48,At Risk,744.48
500731,2025-06-11,10107,Protein Bar,Fitness,2,98.54,At Risk,197.08
500731,2025-06-11,10107,Water Bottle,Lifestyle,4,268.18,At Risk,1072.72
501530,2025-06-11,10223,Novel,Books,1,276.04,Loyal,276.04
501530,2025-06-11,10223,Exam Guide,Books,2,404.02,Loyal,808.04
501761,2025-06-11,10261,Bread,Grocery,2,46.44,High Value Rare,92.88
501761,2025-06-11,10261,Butter,Grocery,1,90.27,High Value Rare,90.27
501761,2025-06-11,10261,Jam,Grocery,1,114.56,High Value Rare,114.56
502141,2025-06-11,10320,Notebook,Stationery,1,60.44,New,60.44
502141,2025-06-11,10320,Pen Pack,Stationery,1,38.53,New,38.53
502141,2025-06-11,10320,Highlighter,Stationery,1,77.96,New,77.96
502188,2025-06-11,10327,Phone Case,Tech,1,355.73,At Risk,355.73
502188,2025-06-11,10327,Screen Guard,Tech,1,199.86,At Risk,199.86
502188,2025-06-11,10327,USB Cable,Tech,1,178.04,At Risk,178.04
500236,2025-06-12,10036,Lunch Box,Lifestyle,1,370.75,Loyal,370.75
500236,2025-06-12,10036,Water Bottle,Lifestyle,1,274.68,Loyal,274.68
501411,2025-06-12,10209,Coffee Powder,Grocery,1,170.57,Champions,170.57
501411,2025-06-12,10209,Sugar,Grocery,2,59.18,Champions,118.36
501411,2025-06-12,10209,Milk,Grocery,1,35.65,Champions,35.65
501632,2025-06-12,10239,Yoga Mat,Fitness,1,604.89,Champions,604.89
501632,2025-06-12,10239,Protein Bar,Fitness,1,81.31,Champions,81.31
501632,2025-06-12,10239,Water Bottle,Lifestyle,1,272.87,Champions,272.87
501632,2025-06-12,10239,Bread,Grocery,1,45.99,Champions,45.99
502174,2025-06-12,10324,Bread,Grocery,1,45.69,High Value Rare,45.69
502174,2025-06-12,10324,Butter,Grocery,1,101.99,High Value Rare,101.99
502174,2025-06-12,10324,Jam,Grocery,1,104.21,High Value Rare,104.21
502174,2025-06-12,10324,Milk,Grocery,1,33.57,High Value Rare,33.57
500051,2025-06-13,10006,Novel,Books,2,230.08,Champions,460.16
500051,2025-06-13,10006,Exam Guide,Books,1,447.3,Champions,447.3
500121,2025-06-13,10018,Baby Diapers,Baby Care,2,560.86,New,1121.72
500121,2025-06-13,10018,Baby Wipes,Baby Care,1,185.81,New,185.81
500121,2025-06-13,10018,Baby Lotion,Baby Care,1,246.17,New,246.17
500121,2025-06-13,10018,Dog Food,Pet Care,1,804.12,New,804.12
500544,2025-06-13,10079,Novel,Books,1,257.82,Champions,257.82
500544,2025-06-13,10079,Exam Guide,Books,1,421.0,Champions,421.0
500544,2025-06-13,10079,Milk,Grocery,1,32.39,Champions,32.39
500568,2025-06-13,10082,Bread,Grocery,1,45.05,Loyal,45.05
500568,2025-06-13,10082,Butter,Grocery,1,93.99,Loyal,93.99
500568,2025-06-13,10082,Jam,Grocery,1,115.26,Loyal,115.26
500568,2025-06-13,10082,Novel,Books,2,273.0,Loyal,546.0
500737,2025-06-13,10108,Tea Pack,Grocery,2,125.87,Loyal,251.74
500737,2025-06-13,10108,Sugar,Grocery,1,59.05,Loyal,59.05
500737,2025-06-13,10108,Milk,Grocery,1,36.72,Loyal,36.72
500829,2025-06-13,10123,Notebook,Stationery,1,55.67,Champions,55.67
500829,2025-06-13,10123,Pen Pack,Stationery,2,38.76,Champions,77.52
500829,2025-06-13,10123,Highlighter,Stationery,1,70.26,Champions,70.26
500829,2025-06-13,10123,Coffee Powder,Grocery,1,200.57,Champions,200.57
501493,2025-06-13,10218,Coffee Powder,Grocery,3,181.12,At Risk,543.36
501493,2025-06-13,10218,Sugar,Grocery,2,50.82,At Risk,101.64
501493,2025-06-13,10218,Milk,Grocery,1,33.47,At Risk,33.47
501493,2025-06-13,10218,Yoga Mat,Fitness,1,730.41,At Risk,730.41
501853,2025-06-13,10278,Coffee Powder,Grocery,4,180.11,At Risk,720.44
501853,2025-06-13,10278,Sugar,Grocery,1,59.31,At Risk,59.31
501853,2025-06-13,10278,Milk,Grocery,1,34.94,At Risk,34.94
502027,2025-06-13,10303,Phone Case,Tech,1,320.26,At Risk,320.26
502027,2025-06-13,10303,Screen Guard,Tech,1,177.58,At Risk,177.58
502027,2025-06-13,10303,USB Cable,Tech,1,187.49,At Risk,187.49
502066,2025-06-13,10311,Coffee Powder,Grocery,1,177.9,Champions,177.9
502066,2025-06-13,10311,Sugar,Grocery,1,54.03,Champions,54.03
502066,2025-06-13,10311,Milk,Grocery,1,35.17,Champions,35.17
502111,2025-06-13,10317,Novel,Books,1,255.18,Champions,255.18
502111,2025-06-13,10317,Exam Guide,Books,1,434.72,Champions,434.72
502111,2025-06-13,10317,Novel,Books,1,232.64,Champions,232.64
500685,2025-06-14,10100,Coffee Powder,Grocery,1,180.96,Champions,180.96
500685,2025-06-14,10100,Sugar,Grocery,1,59.89,Champions,59.89
500685,2025-06-14,10100,Milk,Grocery,1,34.14,Champions,34.14
500854,2025-06-14,10128,Lunch Box,Lifestyle,1,327.15,Champions,327.15
500854,2025-06-14,10128,Water Bottle,Lifestyle,1,226.33,Champions,226.33
500854,2025-06-14,10128,Coffee Powder,Grocery,1,161.95,Champions,161.95
501152,2025-06-14,10169,Yoga Mat,Fitness,1,637.83,At Risk,637.83
501152,2025-06-14,10169,Protein Bar,Fitness,1,80.28,At Risk,80.28
501152,2025-06-14,10169,Water Bottle,Lifestyle,2,260.57,At Risk,521.14
501190,2025-06-14,10175,Lunch Box,Lifestyle,1,336.21,Champions,336.21
501190,2025-06-14,10175,Water Bottle,Lifestyle,1,221.28,Champions,221.28
501190,2025-06-14,10175,Baby Lotion,Baby Care,1,229.91,Champions,229.91
501271,2025-06-14,10189,Bread,Grocery,1,46.51,Loyal,46.51
501271,2025-06-14,10189,Butter,Grocery,1,91.87,Loyal,91.87
501271,2025-06-14,10189,Jam,Grocery,1,104.97,Loyal,104.97
501271,2025-06-14,10189,Sugar,Grocery,1,53.51,Loyal,53.51
501394,2025-06-14,10207,Lunch Box,Lifestyle,1,329.97,At Risk,329.97
501394,2025-06-14,10207,Water Bottle,Lifestyle,2,255.95,At Risk,511.9
501394,2025-06-14,10207,Water Bottle,Lifestyle,4,256.77,At Risk,1027.08
501688,2025-06-14,10250,Notebook,Stationery,2,62.76,Loyal,125.52
501688,2025-06-14,10250,Pen Pack,Stationery,1,38.66,Loyal,38.66
501688,2025-06-14,10250,Highlighter,Stationery,1,73.57,Loyal,73.57
501688,2025-06-14,10250,Coffee Powder,Grocery,1,174.38,Loyal,174.38
502051,2025-06-14,10309,Yoga Mat,Fitness,1,649.8,Loyal,649.8
502051,2025-06-14,10309,Protein Bar,Fitness,1,95.57,Loyal,95.57
502051,2025-06-14,10309,Water Bottle,Lifestyle,1,239.28,Loyal,239.28
502290,2025-06-14,10337,Notebook,Stationery,1,66.07,At Risk,66.07
502290,2025-06-14,10337,Pen Pack,Stationery,1,40.24,At Risk,40.24
502290,2025-06-14,10337,Highlighter,Stationery,1,69.26,At Risk,69.26
500079,2025-06-15,10010,Phone Case,Tech,1,311.48,Champions,311.48
500079,2025-06-15,10010,Screen Guard,Tech,1,209.14,Champions,209.14
500079,2025-06-15,10010,USB Cable,Tech,1,163.61,Champions,163.61
500855,2025-06-15,10128,Dog Food,Pet Care,2,752.66,Champions,1505.32
500855,2025-06-15,10128,Pet Shampoo,Pet Care,1,268.76,Champions,268.76
500855,2025-06-15,10128,Milk,Grocery,1,36.69,Champions,36.69
501302,2025-06-15,10193,Coffee Powder,Grocery,1,165.13,At Risk,165.13
501302,2025-06-15,10193,Sugar,Grocery,2,50.03,At Risk,100.06
501302,2025-06-15,10193,Milk,Grocery,2,36.25,At Risk,72.5
501302,2025-06-15,10193,Baby Wipes,Baby Care,1,197.24,At Risk,197.24
501901,2025-06-15,10285,Dog Food,Pet Care,1,827.52,Champions,827.52
501901,2025-06-15,10285,Pet Shampoo,Pet Care,2,242.19,Champions,484.38
502385,2025-06-15,10163,Dumbbell Pair,Fitness,35,1198.11,Synthetic anomaly,41933.85
500031,2025-06-16,10004,Novel,Books,1,229.89,Champions,229.89
500031,2025-06-16,10004,Exam Guide,Books,1,449.34,Champions,449.34
500031,2025-06-16,10004,Water Bottle,Lifestyle,1,219.71,Champions,219.71
500555,2025-06-16,10081,Novel,Books,1,260.74,At Risk,260.74
500555,2025-06-16,10081,Exam Guide,Books,1,424.29,At Risk,424.29
501261,2025-06-16,10186,Notebook,Stationery,2,60.12,Lost,120.24
501261,2025-06-16,10186,Pen Pack,Stationery,1,41.68,Lost,41.68
501261,2025-06-16,10186,Highlighter,Stationery,1,75.08,Lost,75.08
501668,2025-06-16,10244,Baby Diapers,Baby Care,1,545.12,Champions,545.12
501668,2025-06-16,10244,Baby Wipes,Baby Care,1,172.76,Champions,172.76
501668,2025-06-16,10244,Baby Lotion,Baby Care,1,245.15,Champions,245.15
502043,2025-06-16,10307,Novel,Books,1,229.9,Loyal,229.9
502043,2025-06-16,10307,Exam Guide,Books,1,388.97,Loyal,388.97
500209,2025-06-17,10031,Bread,Grocery,1,43.15,Champions,43.15
500209,2025-06-17,10031,Butter,Grocery,2,99.68,Champions,199.36
500209,2025-06-17,10031,Jam,Grocery,1,106.59,Champions,106.59
500265,2025-06-17,10038,Coffee Powder,Grocery,2,177.39,At Risk,354.78
500265,2025-06-17,10038,Sugar,Grocery,1,54.77,At Risk,54.77
500265,2025-06-17,10038,Milk,Grocery,1,37.55,At Risk,37.55
501184,2025-06-17,10174,Phone Case,Tech,1,279.79,At Risk,279.79
501184,2025-06-17,10174,Screen Guard,Tech,2,210.76,At Risk,421.52
501184,2025-06-17,10174,USB Cable,Tech,1,184.76,At Risk,184.76
501204,2025-06-17,10176,Bread,Grocery,1,42.71,At Risk,42.71
501204,2025-06-17,10176,Butter,Grocery,1,108.48,At Risk,108.48
501204,2025-06-17,10176,Jam,Grocery,1,101.37,At Risk,101.37
501272,2025-06-17,10189,Tea Pack,Grocery,1,122.46,Loyal,122.46
501272,2025-06-17,10189,Sugar,Grocery,1,53.65,Loyal,53.65
501272,2025-06-17,10189,Milk,Grocery,1,37.44,Loyal,37.44
501589,2025-06-17,10234,Lunch Box,Lifestyle,1,352.48,Loyal,352.48
501589,2025-06-17,10234,Water Bottle,Lifestyle,1,215.56,Loyal,215.56
501739,2025-06-17,10259,Bread,Grocery,1,42.0,Champions,42.0
501739,2025-06-17,10259,Butter,Grocery,4,99.22,Champions,396.88
501739,2025-06-17,10259,Jam,Grocery,4,116.52,Champions,466.08
501842,2025-06-17,10277,Dog Food,Pet Care,1,800.4,At Risk,800.4
501842,2025-06-17,10277,Pet Shampoo,Pet Care,1,237.61,At Risk,237.61
502012,2025-06-17,10300,Novel,Books,1,242.44,Champions,242.44
502012,2025-06-17,10300,Exam Guide,Books,1,450.26,Champions,450.26
502126,2025-06-17,10318,Novel,Books,1,252.75,Champions,252.75
502126,2025-06-17,10318,Exam Guide,Books,2,374.27,Champions,748.54
502228,2025-06-17,10331,Notebook,Stationery,1,53.41,At Risk,53.41
502228,2025-06-17,10331,Pen Pack,Stationery,1,38.84,At Risk,38.84
502228,2025-06-17,10331,Highlighter,Stationery,1,74.11,At Risk,74.11
502228,2025-06-17,10331,Baby Wipes,Baby Care,1,177.96,At Risk,177.96
502298,2025-06-17,10339,Coffee Powder,Grocery,1,179.48,Champions,179.48
502298,2025-06-17,10339,Sugar,Grocery,1,58.83,Champions,58.83
502298,2025-06-17,10339,Milk,Grocery,1,33.88,Champions,33.88
500483,2025-06-18,10072,Baby Diapers,Baby Care,1,545.4,Champions,545.4
500483,2025-06-18,10072,Baby Wipes,Baby Care,4,173.26,Champions,693.04
500483,2025-06-18,10072,Baby Lotion,Baby Care,1,220.97,Champions,220.97
501140,2025-06-18,10168,Tea Pack,Grocery,3,121.24,Champions,363.72
501140,2025-06-18,10168,Sugar,Grocery,2,60.62,Champions,121.24
501140,2025-06-18,10168,Milk,Grocery,1,32.46,Champions,32.46
501902,2025-06-18,10285,Notebook,Stationery,2,66.22,Champions,132.44
501902,2025-06-18,10285,Pen Pack,Stationery,1,39.19,Champions,39.19
501902,2025-06-18,10285,Highlighter,Stationery,1,74.37,Champions,74.37
501960,2025-06-18,10294,Tea Pack,Grocery,1,117.6,Champions,117.6
501960,2025-06-18,10294,Sugar,Grocery,2,50.12,Champions,100.24
501960,2025-06-18,10294,Milk,Grocery,1,37.22,Champions,37.22
502039,2025-06-18,10306,Yoga Mat,Fitness,1,634.82,New,634.82
502039,2025-06-18,10306,Protein Bar,Fitness,4,87.7,New,350.8
502039,2025-06-18,10306,Water Bottle,Lifestyle,2,238.38,New,476.76
500198,2025-06-19,10030,Tea Pack,Grocery,4,118.68,At Risk,474.72
500198,2025-06-19,10030,Sugar,Grocery,1,51.01,At Risk,51.01
500198,2025-06-19,10030,Milk,Grocery,3,35.12,At Risk,105.36
500721,2025-06-19,10106,Notebook,Stationery,1,56.2,Loyal,56.2
500721,2025-06-19,10106,Pen Pack,Stationery,1,41.85,Loyal,41.85
500721,2025-06-19,10106,Highlighter,Stationery,1,78.03,Loyal,78.03
500721,2025-06-19,10106,Jam,Grocery,1,114.21,Loyal,114.21
500748,2025-06-19,10109,Notebook,Stationery,1,57.47,Champions,57.47
500748,2025-06-19,10109,Pen Pack,Stationery,1,40.68,Champions,40.68
