CustomerID,Gaming,Fitness,Home_Office,Kitchen,Luxury,Outdoor,DIY,Pet_Care,Books,Tech_Gadgets,Total_Spent,Frequency,Recency
5935,0,10,1,1,0,6,1,1,1,1,1181,6,18
5936,0,1,7,8,1,0,9,0,0,1,2354,11,39
5937,1,1,6,11,1,1,6,0,1,0,2204,9,27
5938,0,1,0,1,18,0,0,1,0,4,11446,3,45
5939,0,7,1,0,0,9,1,0,1,1,889,13,19
5940,1,9,1,1,0,4,1,1,1,0,1202,13,12
5941,0,0,5,8,0,1,5,1,0,1,2383,10,21
5942,1,1,3,10,1,1,4,1,1,1,2396,3,22
5943,1,0,3,5,0,0,5,0,1,0,1437,6,16
5944,12,1,1,1,1,1,1,1,0,3,4093,21,4
5945,0,10,1,0,1,7,0,0,1,0,1005,8,5
5946,0,7,1,1,0,9,0,0,1,1,1144,6,14
5947,1,0,0,0,8,0,1,0,0,2,10878,2,36
5948,13,1,0,0,0,1,1,0,1,6,2111,22,7
5949,0,9,0,0,1,7,1,0,0,1,1490,7,16
5950,0,0,0,0,0,0,1,0,7,0,371,3,82
5951,5,1,0,1,1,1,0,1,0,3,4266,11,6
5952,0,11,1,0,0,4,0,0,1,1,1068,7,5
5953,1,0,1,0,17,0,1,1,0,4,12570,3,42
5954,1,0,4,11,0,1,8,1,1,1,1747,8,28
5955,1,1,0,1,17,1,0,1,0,2,12069,1,36
5956,1,1,4,6,1,1,5,1,1,1,1615,9,20
5957,11,1,0,0,0,0,1,1,1,5,2306,24,5
5958,0,1,1,1,19,0,1,1,1,4,8066,1,48
5959,0,9,0,1,0,4,1,0,1,1,876,11,10
5960,1,0,5,9,1,0,7,0,0,1,2356,10,37
5961,11,1,1,1,0,0,0,1,1,8,3999,11,8
5962,0,0,7,9,0,1,4,1,1,0,2456,9,27
5963,0,0,6,7,0,0,6,1,1,1,2126,4,38
5964,0,0,6,7,0,1,5,0,1,1,1520,3,13
5965,0,1,1,1,1,1,0,0,5,0,403,1,56
5966,1,1,1,1,0,1,1,0,6,1,194,2,31
5967,0,1,4,7,1,1,8,1,0,1,1358,7,34
5968,0,1,0,1,1,1,0,1,7,0,454,1,71
5969,0,1,0,0,19,1,0,1,0,3,7538,1,51
5970,0,1,0,0,1,1,0,1,4,0,460,2,55
5971,1,0,1,1,0,0,0,0,4,0,146,4,92
5972,1,0,1,1,10,1,1,1,1,3,9064,2,45
5973,1,1,1,1,10,0,0,0,1,3,13978,3,26
5974,1,11,0,0,1,6,0,1,0,1,1350,10,12
5975,1,1,1,0,1,0,0,1,6,1,246,3,41
5976,1,1,4,11,0,1,6,0,1,1,1271,10,15
5977,1,1,0,0,1,1,1,0,9,0,245,3,89
5978,7,0,1,0,0,1,1,1,0,4,4783,15,3
5979,1,1,1,0,15,0,0,0,1,5,10008,3,25
5980,0,1,7,11,1,1,9,0,0,0,1367,11,13
5981,1,11,0,1,1,4,0,1,1,0,547,14,13
5982,1,1,1,1,1,0,1,1,9,0,354,2,62
5983,0,1,6,8,0,1,4,0,1,1,2240,7,36
5984,1,8,1,1,1,7,1,1,1,0,1139,9,10
5985,0,0,1,1,1,0,0,1,6,0,126,4,47
5986,1,1,0,1,0,0,1,0,6,1,362,2,43
5987,0,0,0,1,12,0,0,0,1,2,13412,1,20
5988,1,7,1,1,0,6,0,0,1,0,974,8,5
5989,1,7,0,1,0,7,1,0,0,0,1064,14,13
5990,1,1,1,1,13,1,0,0,0,2,10783,3,16
5991,1,1,1,1,19,0,1,1,0,5,13075,3,41
5992,1,0,0,0,17,0,0,0,0,4,12686,3,59
5993,0,0,5,10,0,0,4,0,0,1,1749,3,13
5994,1,0,3,6,0,0,4,0,0,0,2132,9,15
5995,7,0,1,0,0,1,0,0,1,4,1515,15,6
5996,0,1,5,9,0,1,7,0,1,0,1524,6,11
5997,1,11,0,0,0,8,1,0,1,0,1351,10,10
5998,1,1,1,0,1,1,0,1,7,0,204,4,55
5999,12,1,0,1,1,1,1,1,1,6,1752,19,9
